学号_统一,学习_累计旷课次数,学习_迟到早退次数,学习_周末自习打卡次数,学习_自习打卡总数,学习_周末自习占比,学习_作业平均得分,学习_深夜提交作业次数
pjxsqxbj949,0.0,0.0,0.0,0.0,0.0,65.29411764705883,0.0
pjxsqxbj953,0.0,0.0,6.0,21.0,0.28571414965992875,61.75,0.0
pjxsqxbj954,0.0,0.0,0.0,0.0,0.0,57.95625,0.0
pjxsqxbj957,0.0,0.0,0.0,0.0,0.0,61.5,0.0
pjxsqxbj962,0.0,0.0,0.0,0.0,0.0,57.0,0.0
pjxsqxbj965,0.0,0.0,0.0,0.0,0.0,65.01764705882353,0.0
pjxsqxbj966,0.0,0.0,0.0,0.0,0.0,90.19999999999999,0.0
pjxsqxbj968,0.0,0.0,0.0,0.0,0.0,57.54545454545455,0.0
pjxsqxbj969,0.0,0.0,0.0,0.0,0.0,58.989285714285714,0.0
pjxsqxbj970,0.0,0.0,0.0,0.0,0.0,73.74857142857142,0.0
pjxsqxbj971,0.0,0.0,97.0,354.0,0.2740112916945963,66.14615384615385,0.0
pjxsqxbj976,0.0,0.0,0.0,0.0,0.0,43.47272727272727,0.0
pjxsqxbj980,0.0,0.0,0.0,0.0,0.0,35.58571428571428,0.0
pjxsqxbj981,0.0,0.0,0.0,0.0,0.0,74.84137931034483,0.0
pjxsqxbj982,0.0,0.0,0.0,0.0,0.0,57.81818181818182,0.0
pjxsqxbj983,0.0,0.0,0.0,0.0,0.0,57.542857142857144,0.0
pjxsqxbj984,0.0,0.0,0.0,0.0,0.0,61.2,0.0
pjxsqxbj985,0.0,0.0,0.0,0.0,0.0,54.18,0.0
pjxsqxbj986,0.0,0.0,0.0,0.0,0.0,50.72727272727273,0.0
pjxsqxbj989,0.0,0.0,0.0,0.0,0.0,71.87857142857142,0.0
pjxsqxbj994,0.0,0.0,0.0,0.0,0.0,71.11764705882354,0.0
pjxsqxbj995,0.0,0.0,0.0,0.0,0.0,58.85833333333333,0.0
pjxsqxbj996,0.0,0.0,0.0,0.0,0.0,75.42758620689655,0.0
pjxsqxbj997,0.0,0.0,0.0,0.0,0.0,70.41538461538461,0.0
pjxsqxbj998,0.0,0.0,0.0,0.0,0.0,56.94285714285714,0.0
pjxtztbj985,0.0,0.0,0.0,0.0,0.0,56.154545454545456,0.0
pjxtztbj986,0.0,0.0,0.0,0.0,0.0,63.06666666666667,0.0
pjxtztbj987,0.0,0.0,0.0,0.0,0.0,49.66363636363636,0.0
pjxtztbj989,0.0,0.0,0.0,0.0,0.0,60.791666666666664,0.0
pjxtztbj990,0.0,0.0,0.0,0.0,0.0,69.13333333333334,0.0
pjxtztbj996,0.0,0.0,0.0,0.0,0.0,67.17999999999999,0.0
pjxtztbj997,0.0,0.0,19.0,75.0,0.25333329955556005,63.527272727272724,0.0
pjxtztbj998,0.0,0.0,0.0,0.0,0.0,80.10833333333333,0.0
pjxtzxbj997,0.0,0.0,0.0,0.0,0.0,79.61666666666666,0.0
pjxuqwbj443,0.0,0.0,0.0,0.0,0.0,53.62857142857143,0.0
pjxuqwbj445,0.0,0.0,0.0,0.0,0.0,57.404999999999994,0.0
pjxuqwbj446,0.0,0.0,0.0,0.0,0.0,62.666666666666664,0.0
pjxuqwbj449,0.0,0.0,0.0,0.0,0.0,71.0,0.0
pjxuqwbj450,0.0,0.0,0.0,0.0,0.0,63.07027027027027,0.0
pjxuqwbj454,0.0,0.0,0.0,0.0,0.0,60.47826086956522,0.0
pjxuqwbj460,0.0,0.0,0.0,0.0,0.0,66.1875,0.0
pjxuqwbj461,0.0,0.0,0.0,0.0,0.0,84.64545454545454,0.0
pjxuqwbj463,0.0,0.0,0.0,0.0,0.0,42.79375,0.0
pjxuqwbj468,0.0,0.0,0.0,0.0,0.0,55.32608695652174,0.0
pjxuqwbj470,0.0,0.0,14.0,75.0,0.18666664177778108,50.40625,0.0
pjxuqwbj472,0.0,0.0,0.0,0.0,0.0,61.05769230769231,0.0
pjxuqwbj473,0.0,0.0,0.0,0.0,0.0,70.8529411764706,0.0
pjxuqwbj474,0.0,0.0,97.0,522.0,0.18582375122943007,53.18666666666666,0.0
pjxuqwbj476,0.0,0.0,0.0,0.0,0.0,66.9625,0.0
pjxuqwbj477,0.0,0.0,0.0,0.0,0.0,70.23636363636363,0.0
pjxuqwbj478,0.0,0.0,0.0,0.0,0.0,68.74117647058823,0.0
pjxuqwbj479,0.0,0.0,0.0,0.0,0.0,50.800000000000004,0.0
pjxuqwbj483,0.0,0.0,27.0,138.0,0.19565215973535074,61.42916666666667,0.0
pjxuqwbj485,0.0,0.0,0.0,0.0,0.0,75.69090909090909,0.0
pjxuqwbj488,0.0,0.0,0.0,0.0,0.0,68.64761904761905,0.0
pjxuqwbj489,0.0,0.0,134.0,390.0,0.3435897347797504,70.62352941176471,0.0
pjxuqwbj490,0.0,0.0,0.0,0.0,0.0,38.733333333333334,0.0
pjxuqwbj491,0.0,0.0,0.0,0.0,0.0,57.1,0.0
pjxuqwbj492,0.0,0.0,20.0,125.0,0.15999998720000103,64.05,0.0
pjxuqwbj495,0.0,0.0,0.0,0.0,0.0,69.85238095238095,0.0
pjxuqwbj496,0.0,0.0,0.0,0.0,0.0,23.106382978723403,0.0
pjxuqwbj497,0.0,0.0,0.0,0.0,0.0,66.90212765957448,0.0
pjxuqwbj498,0.0,0.0,0.0,0.0,0.0,50.45294117647059,0.0
pjxuqwbj499,0.0,0.0,0.0,0.0,0.0,57.26111111111111,0.0
pjxuqwbj500,0.0,0.0,100.0,501.0,0.19960079441914583,75.47222222222223,0.0
pjxuqwbj503,0.0,0.0,0.0,0.0,0.0,44.825,0.0
pjxuqwbj505,0.0,0.0,0.0,0.0,0.0,69.15,0.0
pjxuqwbj507,0.0,0.0,0.0,0.0,0.0,59.861111111111114,0.0
pjxuqwbj508,0.0,0.0,0.0,0.0,0.0,70.2,0.0
pjxuqwbj511,0.0,0.0,0.0,0.0,0.0,44.03650793650794,0.0
pjxuqwbj512,0.0,0.0,0.0,0.0,0.0,79.23571428571428,0.0
pjxuqwbj515,0.0,0.0,0.0,0.0,0.0,66.07037037037037,0.0
pjxuqwbj516,0.0,0.0,0.0,0.0,0.0,79.93636363636364,0.0
pjxuqwbj517,0.0,0.0,0.0,0.0,0.0,55.705882352941174,0.0
pjxuqwbj519,0.0,0.0,0.0,0.0,0.0,74.66666666666667,0.0
pjxuqwbj525,0.0,0.0,74.0,301.0,0.24584716791205424,75.08636363636364,0.0
pjxuqwbj526,0.0,0.0,0.0,0.0,0.0,59.144,0.0
pjxuqwbj527,0.0,0.0,0.0,0.0,0.0,51.333333333333336,0.0
pjxuqwbj528,0.0,0.0,134.0,395.0,0.33924049774074694,77.54545454545455,0.0
pjxuqwbj529,0.0,0.0,0.0,0.0,0.0,58.15714285714286,0.0
pjxuqwbj535,0.0,0.0,0.0,0.0,0.0,65.32631578947368,0.0
pjxuqwbj536,0.0,0.0,0.0,0.0,0.0,72.16666666666667,0.0
pjxuqwbj537,0.0,0.0,423.0,1350.0,0.31333333101234573,74.675,0.0
pjxuqwbj538,0.0,0.0,0.0,0.0,0.0,50.68378378378378,0.0
pjxuqwbj539,0.0,0.0,0.0,0.0,0.0,65.81904761904762,0.0
pjxuqwbj540,0.0,0.0,0.0,0.0,0.0,64.55384615384615,0.0
pjxuqwbj546,0.0,0.0,33.0,145.0,0.22758619120095233,55.97692307692308,0.0
pjxuqwbj547,0.0,0.0,0.0,0.0,0.0,72.7,0.0
pjxuqwbj551,0.0,0.0,69.0,239.0,0.28870291679067295,54.63636363636363,0.0
pjxuqwbj552,0.0,0.0,0.0,0.0,0.0,54.126086956521746,0.0
pjxuqwbj558,0.0,0.0,0.0,0.0,0.0,55.70810810810811,0.0
pjxuqwbj559,0.0,0.0,0.0,0.0,0.0,43.30714285714286,0.0
pjxuqwbj562,0.0,0.0,0.0,0.0,0.0,64.14375,0.0
pjxuqwbj564,0.0,0.0,0.0,0.0,0.0,59.09285714285714,0.0
pjxuqwbj565,0.0,0.0,0.0,0.0,0.0,60.84285714285714,0.0
pjxuqwbj566,0.0,0.0,0.0,0.0,0.0,63.10833333333333,0.0
pjxuqwbj568,0.0,0.0,0.0,0.0,0.0,67.08888888888889,0.0
pjxuqwbj571,0.0,0.0,0.0,0.0,0.0,70.42380952380952,0.0
pjxuqwbj572,0.0,0.0,0.0,0.0,0.0,77.69411764705882,0.0
pjxuqwbj573,0.0,0.0,249.0,806.0,0.30893299864847396,63.28666666666666,0.0
pjxuqwbj574,0.0,0.0,0.0,0.0,0.0,71.0529411764706,0.0
pjxuqwbj580,0.0,0.0,0.0,0.0,0.0,93.91111111111111,0.0
pjxuqwbj581,0.0,0.0,0.0,0.0,0.0,73.0529411764706,0.0
pjxuqwbj582,0.0,0.0,0.0,0.0,0.0,76.61395348837209,0.0
pjxuqwbj583,0.0,0.0,0.0,0.0,0.0,76.30335195530726,0.0
pjxuqwbj584,0.0,0.0,0.0,0.0,0.0,94.06190476190476,0.0
pjxuqwbj585,0.0,0.0,94.0,301.0,0.31229234842882564,81.55172413793103,0.0
pjxuqwbj586,0.0,0.0,0.0,0.0,0.0,66.46666666666667,0.0
pjxuqwbj588,0.0,0.0,46.0,216.0,0.21296295310356697,60.768,0.0
pjxuqwbj589,0.0,0.0,0.0,0.0,0.0,36.6,0.0
pjxuqwbj591,0.0,0.0,219.0,928.0,0.2359913767673343,42.36521739130435,0.0
pjxuqwbj593,0.0,0.0,0.0,0.0,0.0,64.49655172413793,0.0
pjxuqwbj594,0.0,0.0,0.0,0.0,0.0,67.99642857142858,0.0
pjxuqwbj600,0.0,0.0,0.0,0.0,0.0,72.95,0.0
pjxuqwbj605,0.0,0.0,0.0,0.0,0.0,60.32333333333334,0.0
pjxuqwbj606,0.0,0.0,75.0,387.0,0.19379844460469137,33.76969696969697,0.0
pjxuqwbj608,0.0,0.0,0.0,0.0,0.0,54.78181818181818,0.0
pjxuqwbj609,0.0,0.0,0.0,0.0,0.0,68.71666666666667,0.0
pjxuqwbj610,0.0,0.0,219.0,757.0,0.28929986407794106,67.95294117647059,0.0
pjxuqwbj615,0.0,0.0,0.0,0.0,0.0,73.15294117647058,0.0
pjxuqwbj618,0.0,0.0,0.0,0.0,0.0,49.972727272727276,0.0
pjxuqwbj619,0.0,0.0,0.0,0.0,0.0,63.725,0.0
pjxuqwbj621,0.0,0.0,23.0,78.0,0.29487175706772345,66.07333333333334,0.0
pjxuqwbj622,0.0,0.0,0.0,0.0,0.0,60.66111111111112,0.0
pjxuqwbj624,0.0,0.0,0.0,0.0,0.0,67.33235294117648,0.0
pjxuqwbj631,0.0,0.0,0.0,0.0,0.0,69.75,0.0
pjxuqwbj632,0.0,0.0,0.0,0.0,0.0,38.026923076923076,0.0
pjxuqwbj633,0.0,0.0,0.0,0.0,0.0,81.45454545454545,0.0
pjxuqwbj634,0.0,0.0,0.0,0.0,0.0,91.74444444444445,0.0
pjxuqwbj637,0.0,0.0,0.0,0.0,0.0,61.4,0.0
pjxuqwbj638,0.0,0.0,0.0,0.0,0.0,69.85185185185185,0.0
pjxuqwbj639,0.0,0.0,0.0,0.0,0.0,48.5,0.0
pjxuqwbj641,0.0,0.0,0.0,0.0,0.0,76.51428571428572,0.0
pjxuqwbj642,0.0,0.0,0.0,0.0,0.0,61.404761904761905,0.0
pjxuqwbj643,0.0,0.0,0.0,0.0,0.0,72.0,0.0
pjxuqwbj644,0.0,0.0,56.0,186.0,0.3010752526303628,55.91818181818182,0.0
pjxuqwbj647,0.0,0.0,0.0,0.0,0.0,72.875,0.0
pjxuqwbj648,0.0,0.0,0.0,0.0,0.0,65.52222222222223,0.0
pjxuqwbj650,0.0,0.0,0.0,0.0,0.0,53.41818181818182,0.0
pjxuqwbj651,0.0,0.0,0.0,0.0,0.0,44.93157894736842,0.0
pjxuqwbj654,0.0,0.0,0.0,0.0,0.0,77.60000000000001,0.0
pjxuqwbj655,0.0,0.0,0.0,0.0,0.0,66.10000000000001,0.0
pjxuqwbj658,0.0,0.0,0.0,0.0,0.0,53.168,0.0
pjxuqwbj659,0.0,0.0,0.0,0.0,0.0,72.41176470588235,0.0
pjxuqwbj661,0.0,0.0,245.0,1104.0,0.22192028784492493,48.086666666666666,0.0
pjxuqwbj663,0.0,0.0,358.0,1266.0,0.28278040850884356,47.858823529411765,0.0
pjxuqwbj665,0.0,0.0,0.0,0.0,0.0,57.29583333333333,0.0
pjxuqwbj666,0.0,0.0,26.0,77.0,0.3376622938100917,79.94117647058823,0.0
pjxuqwbj673,0.0,0.0,0.0,0.0,0.0,71.69090909090909,0.0
pjxuqwbj674,0.0,0.0,0.0,0.0,0.0,56.64,0.0
pjxuqwbj676,0.0,0.0,0.0,0.0,0.0,70.35625,0.0
pjxuqwbj677,0.0,0.0,0.0,0.0,0.0,67.6842105263158,0.0
pjxuqwbj678,0.0,0.0,0.0,0.0,0.0,68.36923076923077,0.0
pjxuqwbj679,0.0,0.0,0.0,0.0,0.0,64.72,0.0
pjxuqwbj686,0.0,0.0,0.0,0.0,0.0,74.2235294117647,0.0
pjxuqwbj687,0.0,0.0,0.0,0.0,0.0,56.45454545454545,0.0
pjxuqwbj691,0.0,0.0,0.0,0.0,0.0,48.17368421052631,0.0
pjxuqwbj692,0.0,0.0,0.0,0.0,0.0,62.58,0.0
pjxuqwbj694,0.0,0.0,31.0,150.0,0.2066666528888898,69.35714285714286,0.0
pjxuqwbj695,0.0,0.0,0.0,0.0,0.0,47.803225806451614,0.0
pjxuqwbj698,0.0,0.0,46.0,196.0,0.2346938655768436,76.88139534883722,0.0
pjxuqwbj699,0.0,0.0,0.0,0.0,0.0,55.37692307692308,0.0
pjxuqwbj701,0.0,0.0,0.0,0.0,0.0,56.02916666666667,0.0
pjxuqwbj705,0.0,0.0,0.0,0.0,0.0,50.05,0.0
pjxuqwbj708,0.0,0.0,0.0,0.0,0.0,60.400000000000006,0.0
pjxuqwbj711,0.0,0.0,0.0,0.0,0.0,62.478571428571435,0.0
pjxuqwbj712,0.0,0.0,0.0,0.0,0.0,68.4388888888889,0.0
pjxuqwbj713,0.0,0.0,0.0,0.0,0.0,53.58181818181818,0.0
pjxuqwbj714,0.0,0.0,53.0,214.0,0.24766353982880654,64.225,0.0
pjxuqwbj715,0.0,0.0,265.0,1200.0,0.22083333149305556,60.913333333333334,0.0
pjxuqwbj717,0.0,0.0,0.0,0.0,0.0,49.09090909090909,0.0
pjxuqwbj719,0.0,0.0,0.0,0.0,0.0,57.209090909090904,0.0
pjxuqwbj721,0.0,0.0,0.0,0.0,0.0,63.55333333333333,0.0
pjxuqwbj723,0.0,0.0,0.0,0.0,0.0,31.808571428571426,0.0
pjxuqwbj724,0.0,0.0,0.0,0.0,0.0,72.74,0.0
pjxuqwbj726,0.0,0.0,0.0,0.0,0.0,84.18666666666667,0.0
pjxuqwbj731,0.0,0.0,0.0,0.0,0.0,52.38666666666666,0.0
pjxuqwbj733,0.0,0.0,0.0,0.0,0.0,69.30000000000001,0.0
pjxuqwbj734,0.0,0.0,0.0,0.0,0.0,72.17916666666666,0.0
pjxuqwbj735,0.0,0.0,0.0,0.0,0.0,61.021428571428565,0.0
pjxuqwbj738,0.0,0.0,0.0,0.0,0.0,54.809090909090905,0.0
pjxuqwbj739,0.0,0.0,0.0,0.0,0.0,84.85333333333332,0.0
pjxuqwbj745,0.0,0.0,0.0,0.0,0.0,54.16363636363636,0.0
pjxuqwbj748,0.0,0.0,0.0,0.0,0.0,79.95,0.0
pjxuqwbj750,0.0,0.0,0.0,0.0,0.0,66.00491803278689,0.0
pjxuqwbj751,0.0,0.0,0.0,0.0,0.0,77.17142857142858,0.0
pjxuqwbj755,0.0,0.0,0.0,0.0,0.0,53.21333333333334,0.0
pjxuqwbj757,0.0,0.0,0.0,0.0,0.0,60.36842105263158,0.0
pjxuqwbj758,0.0,0.0,0.0,0.0,0.0,55.05,0.0
pjxuqwbj760,0.0,0.0,0.0,0.0,0.0,65.035,0.0
pjxuqwbj761,0.0,0.0,0.0,0.0,0.0,78.46071428571429,0.0
pjxuqwbj763,0.0,0.0,0.0,0.0,0.0,58.016666666666666,0.0
pjxuqwbj766,0.0,0.0,0.0,0.0,0.0,40.66923076923077,0.0
pjxuqwbj767,0.0,0.0,48.0,181.0,0.2651933555141793,65.73125,0.0
pjxuqwbj770,0.0,0.0,182.0,526.0,0.3460075979846464,81.24137931034483,0.0
pjxuqwbj772,0.0,0.0,0.0,0.0,0.0,51.00526315789474,0.0
pjxuqwbj773,0.0,0.0,0.0,0.0,0.0,63.08571428571428,0.0
pjxuqwbj774,0.0,0.0,0.0,0.0,0.0,79.55172413793103,0.0
pjxuqwbj778,0.0,0.0,64.0,291.0,0.21993126391988785,80.84333333333333,0.0
pjxuqwbj781,0.0,0.0,0.0,0.0,0.0,68.34375,0.0
pjxuqwbj783,0.0,0.0,304.0,1022.0,0.29745596577831734,76.25294117647059,0.0
pjxuqwbj784,0.0,0.0,50.0,200.0,0.24999998750000063,45.92857142857143,0.0
pjxuqwbj785,0.0,0.0,0.0,0.0,0.0,57.88571428571428,0.0
pjxuqwbj786,0.0,0.0,0.0,0.0,0.0,60.52916666666667,0.0
pjxuqwbj787,0.0,0.0,0.0,0.0,0.0,61.40909090909091,0.0
pjxuqwbj788,0.0,0.0,0.0,0.0,0.0,60.17368421052631,0.0
pjxuqwbj796,0.0,0.0,12.0,46.0,0.26086950850662854,48.16190476190476,0.0
pjxuqwbj797,0.0,0.0,0.0,0.0,0.0,77.86363636363636,0.0
pjxuqwbj799,0.0,0.0,0.0,0.0,0.0,69.52051282051282,0.0
pjxuqwbj800,0.0,0.0,88.0,311.0,0.2829581902585791,29.445714285714285,0.0
pjxuqwbj803,0.0,0.0,0.0,0.0,0.0,59.96315789473684,0.0
pjxuqwbj804,0.0,0.0,0.0,0.0,0.0,57.127272727272725,0.0
pjxuqwbj805,0.0,0.0,123.0,796.0,0.1545226111240878,62.896428571428565,0.0
pjxuqwbj806,0.0,0.0,0.0,0.0,0.0,27.37826086956522,0.0
pjxuqwbj811,0.0,0.0,0.0,0.0,0.0,92.19642857142857,0.0
pjxuqwbj812,0.0,0.0,0.0,0.0,0.0,87.43636363636364,0.0
pjxuqwbj814,0.0,0.0,0.0,0.0,0.0,93.20357142857142,0.0
pjxuqwbj818,0.0,0.0,377.0,1290.0,0.29224805975001505,50.725,0.0
pjxuqwbj826,0.0,0.0,20.0,109.0,0.18348622169851175,54.09090909090909,0.0
pjxuqwbj829,0.0,0.0,0.0,0.0,0.0,93.70344827586207,0.0
pjxuqwbj830,0.0,0.0,0.0,0.0,0.0,78.48611111111111,0.0
pjxuqwbj831,0.0,0.0,0.0,0.0,0.0,43.988461538461536,0.0
pjxuqwbj833,0.0,0.0,0.0,0.0,0.0,86.90625,0.0
pjxuqwbj837,0.0,0.0,17.0,63.0,0.26984122700932905,88.51515151515152,0.0
pjxuqwbj838,0.0,0.0,0.0,0.0,0.0,78.85151515151514,0.0
pjxuqwbj839,0.0,0.0,0.0,0.0,0.0,57.6,0.0
pjxuqwbj840,0.0,0.0,0.0,0.0,0.0,59.675,0.0
pjxuqwbj845,0.0,0.0,0.0,0.0,0.0,69.53,0.0
pjxuqwbj847,0.0,0.0,0.0,0.0,0.0,51.5125,0.0
pjxuqwbj848,0.0,0.0,0.0,0.0,0.0,61.42222222222222,0.0
pjxuqwbj850,0.0,0.0,0.0,0.0,0.0,67.6923076923077,0.0
pjxuqwbj853,0.0,0.0,0.0,0.0,0.0,56.114999999999995,0.0
pjxuqwbj854,0.0,0.0,56.0,181.0,0.3093922480998758,79.34545454545454,0.0
pjxuqwbj857,0.0,0.0,0.0,0.0,0.0,41.56315789473685,0.0
pjxuqwbj858,0.0,0.0,0.0,0.0,0.0,50.1875,0.0
pjxuqwbj861,0.0,0.0,0.0,0.0,0.0,53.70434782608696,0.0
pjxuqwbj870,0.0,0.0,0.0,0.0,0.0,68.94117647058823,0.0
pjxuqwbj871,0.0,0.0,0.0,0.0,0.0,48.214999999999996,0.0
pjxuqwbj873,0.0,0.0,0.0,0.0,0.0,42.59285714285714,0.0
pjxuqwbj876,0.0,0.0,0.0,0.0,0.0,48.7125,0.0
pjxuqwbj877,0.0,0.0,0.0,0.0,0.0,64.725,0.0
pjxuqwbj878,0.0,0.0,0.0,0.0,0.0,44.24666666666667,0.0
pjxuqwbj879,0.0,0.0,110.0,391.0,0.2813299160785188,92.55357142857143,0.0
pjxuqwbj881,0.0,0.0,0.0,0.0,0.0,90.93928571428572,0.0
pjxuqwbj883,0.0,0.0,0.0,0.0,0.0,47.873684210526314,0.0
pjxuqwbj890,0.0,0.0,0.0,0.0,0.0,52.59166666666667,0.0
pjxuqwbj892,0.0,0.0,37.0,142.0,0.2605633619321576,59.0,0.0
pjxuqwbj894,0.0,0.0,36.0,132.0,0.27272725206611725,62.1888888888889,0.0
pjxuqwbj898,0.0,0.0,167.0,653.0,0.25574272196412373,74.49090909090908,0.0
pjxuqwbj903,0.0,0.0,0.0,0.0,0.0,54.96363636363637,0.0
pjxuqwbj904,0.0,0.0,0.0,0.0,0.0,82.66363636363637,0.0
pjxuqwbj905,0.0,0.0,0.0,0.0,0.0,44.22777777777778,0.0
pjxuqwbj906,0.0,0.0,70.0,423.0,0.16548462965757377,54.25714285714286,0.0
pjxuqwbj914,0.0,0.0,0.0,0.0,0.0,47.71764705882353,0.0
pjxuqwbj915,0.0,0.0,0.0,0.0,0.0,72.26944444444445,0.0
pjxuqwbj916,0.0,0.0,0.0,0.0,0.0,48.125,0.0
pjxuqwbj917,0.0,0.0,0.0,0.0,0.0,43.76111111111111,0.0
pjxuqwbj918,0.0,0.0,0.0,0.0,0.0,52.56470588235294,0.0
pjxuqwbj925,0.0,0.0,0.0,0.0,0.0,53.266666666666666,0.0
pjxuqwbj927,0.0,0.0,0.0,0.0,0.0,28.476,0.0
pjxuqwbj928,0.0,0.0,0.0,0.0,0.0,74.33999999999999,0.0
pjxuqwbj930,0.0,0.0,0.0,0.0,0.0,49.56666666666667,0.0
pjxuqwbj933,0.0,0.0,0.0,0.0,0.0,67.98709677419355,0.0
pjxuqwbj935,0.0,0.0,0.0,0.0,0.0,65.07600000000001,0.0
pjxuqwbj937,0.0,0.0,0.0,0.0,0.0,52.35,0.0
pjxuqwbj944,0.0,0.0,0.0,0.0,0.0,72.9047619047619,0.0
pjxuqwbj947,0.0,0.0,0.0,0.0,0.0,86.88787878787879,0.0
pjxuqwbj950,0.0,0.0,0.0,0.0,0.0,56.06363636363637,0.0
pjxuqwbj952,0.0,0.0,0.0,0.0,0.0,61.69523809523809,0.0
pjxuqwbj953,0.0,0.0,46.0,133.0,0.3458646356492755,71.03125,0.0
pjxuqwbj954,0.0,0.0,0.0,0.0,0.0,71.8,0.0
pjxuqwbj955,0.0,0.0,0.0,0.0,0.0,65.4470588235294,0.0
pjxuqwbj956,0.0,0.0,0.0,0.0,0.0,79.23636363636363,0.0
pjxuqwbj958,0.0,0.0,0.0,0.0,0.0,76.8,0.0
pjxuqwbj962,0.0,0.0,0.0,0.0,0.0,56.4375,0.0
pjxuqwbj967,0.0,0.0,0.0,0.0,0.0,77.13636363636364,0.0
pjxuqwbj974,0.0,0.0,0.0,0.0,0.0,49.50588235294118,0.0
pjxuqwbj976,0.0,0.0,0.0,0.0,0.0,51.544444444444444,0.0
pjxuqwbj980,0.0,0.0,0.0,0.0,0.0,43.51111111111111,0.0
pjxuqwbj985,0.0,0.0,0.0,0.0,0.0,49.79230769230769,0.0
pjxuqwbj986,0.0,0.0,355.0,1159.0,0.3062985305755088,61.66111111111112,0.0
pjxuqwbj988,0.0,0.0,76.0,287.0,0.2648083531425661,45.449999999999996,0.0
pjxuqwbj992,0.0,0.0,0.0,0.0,0.0,60.07777777777778,0.0
pjxuqwbj993,0.0,0.0,0.0,0.0,0.0,68.88888888888889,0.0
pjxuqwbj994,0.0,0.0,0.0,0.0,0.0,64.625,0.0
pjxuqwbj996,0.0,0.0,0.0,0.0,0.0,61.699999999999996,0.0
pjxuzvbj991,0.0,0.0,0.0,0.0,0.0,74.61025641025641,0.0
pjxuzvbj996,0.0,0.0,0.0,0.0,0.0,87.12962962962963,0.0
pjxuzxbj984,0.0,0.0,0.0,0.0,0.0,54.7,0.0
pjxuzxbj986,0.0,0.0,0.0,0.0,0.0,57.129999999999995,0.0
pjxuzxbj987,0.0,0.0,0.0,0.0,0.0,67.5,0.0
pjxuzxbj997,0.0,0.0,0.0,0.0,0.0,48.63181818181818,0.0
pjxvzxbj989,0.0,0.0,0.0,0.0,0.0,81.32727272727273,0.0
pjxvzxbj996,0.0,0.0,280.0,1003.0,0.2791625096793369,69.08181818181818,0.0
pjxvzxbj997,0.0,0.0,0.0,0.0,0.0,72.12727272727273,0.0
pjxwxxbj899,0.0,0.0,0.0,0.0,0.0,60.06,0.0
pjxwxxbj905,0.0,0.0,0.0,0.0,0.0,82.07000000000001,0.0
pjxwxxbj908,0.0,0.0,0.0,0.0,0.0,82.31,0.0
pjxwxxbj910,0.0,0.0,0.0,0.0,0.0,81.71111111111111,0.0
pjxwxxbj913,0.0,0.0,0.0,0.0,0.0,56.190909090909095,0.0
pjxwxxbj914,0.0,0.0,0.0,0.0,0.0,71.99230769230769,0.0
pjxwxxbj915,0.0,0.0,0.0,0.0,0.0,77.26363636363637,0.0
pjxwxxbj916,0.0,0.0,50.0,249.0,0.20080320478701988,73.64545454545454,0.0
pjxwxxbj918,0.0,0.0,0.0,0.0,0.0,70.56666666666666,0.0
pjxwxxbj924,0.0,0.0,0.0,0.0,0.0,72.95,0.0
pjxwxxbj928,0.0,0.0,0.0,0.0,0.0,86.46000000000001,0.0
pjxwxxbj930,0.0,0.0,0.0,0.0,0.0,86.87272727272727,0.0
pjxwxxbj934,0.0,0.0,0.0,0.0,0.0,64.72307692307692,0.0
pjxwxxbj938,0.0,0.0,0.0,0.0,0.0,69.38181818181819,0.0
pjxwxxbj940,0.0,0.0,0.0,0.0,0.0,77.60000000000001,0.0
pjxwxxbj941,0.0,0.0,0.0,0.0,0.0,83.41875,0.0
pjxwxxbj943,0.0,0.0,0.0,0.0,0.0,84.92222222222222,0.0
pjxwxxbj944,0.0,0.0,0.0,0.0,0.0,62.54545454545455,0.0
pjxwxxbj945,0.0,0.0,14.0,59.0,0.2372880953748991,77.15454545454546,0.0
pjxwxxbj946,0.0,0.0,0.0,0.0,0.0,65.86923076923077,0.0
pjxwxxbj949,0.0,0.0,0.0,0.0,0.0,78.78181818181818,0.0
pjxwxxbj951,0.0,0.0,0.0,0.0,0.0,86.69,0.0
pjxwxxbj953,0.0,0.0,0.0,0.0,0.0,81.10833333333333,0.0
pjxwxxbj960,0.0,0.0,0.0,0.0,0.0,32.72941176470588,0.0
pjxwxxbj963,0.0,0.0,0.0,0.0,0.0,76.675,0.0
pjxwxxbj964,0.0,0.0,0.0,0.0,0.0,86.9,0.0
pjxwxxbj967,0.0,0.0,0.0,0.0,0.0,88.3,0.0
pjxwxxbj970,0.0,0.0,65.0,299.0,0.21739129707721416,77.10833333333333,0.0
pjxwxxbj972,0.0,0.0,0.0,0.0,0.0,78.10909090909091,0.0
pjxwxxbj981,0.0,0.0,11.0,74.0,0.14864862856099614,72.83636363636364,0.0
pjxwxxbj983,0.0,0.0,0.0,0.0,0.0,56.82727272727273,0.0
pjxwxxbj992,0.0,0.0,0.0,0.0,0.0,84.5,0.0
pjxwxxbj993,0.0,0.0,0.0,0.0,0.0,38.75,0.0
pjxwxxbj995,0.0,0.0,0.0,0.0,0.0,77.08571428571429,0.0
pjxwzxbj985,0.0,0.0,0.0,0.0,0.0,68.0,0.0
pjxwzxbj986,0.0,0.0,0.0,0.0,0.0,67.75333333333333,0.0
