学号_统一,体育_打卡总次数,体育_打卡平均间隔天数,体育_最新体测总分
pjxuqwbj739,355.0,2.1977401129943503,50.4
pjxuqwbj745,406.0,1.8987654320987655,55.5
pjxuqwbj748,534.0,1.4596622889305817,59.8
pjxuqwbj750,158.0,3.8343949044585988,26.1
pjxuqwbj751,430.0,1.7972027972027973,40.8
pjxuqwbj755,629.0,1.2388535031847134,61.6
pjxuqwbj757,441.0,1.775,62.4
pjxuqwbj758,418.0,1.8177458033573142,64.4
pjxuqwbj760,627.0,1.2284345047923322,76.4
pjxuqwbj761,426.0,1.8352941176470587,62.75
pjxuqwbj763,636.0,1.1968503937007875,70.8
pjxuqwbj766,470.0,1.6673773987206824,64.4
pjxuqwbj767,348.0,2.2420749279538903,73.0
pjxuqwbj770,445.0,1.759009009009009,73.2
pjxuqwbj772,345.0,2.2761627906976742,48.8
pjxuqwbj773,391.0,1.994871794871795,52.7
pjxuqwbj774,405.0,1.9232673267326732,56.2
pjxuqwbj778,568.0,1.3721340388007055,64.2
pjxuqwbj781,320.0,2.404388714733542,48.45
pjxuqwbj783,360.0,2.0389972144846795,42.0
pjxuqwbj784,475.0,1.620253164556962,77.0
pjxuqwbj785,340.0,2.274336283185841,74.1
pjxuqwbj786,409.0,1.8897058823529411,75.0
pjxuqwbj787,449.0,1.7209821428571428,60.0
pjxuqwbj788,587.0,1.3139931740614335,80.25
pjxuqwbj796,436.0,1.7885057471264367,53.4
pjxuqwbj797,387.0,2.0207253886010363,65.75
pjxuqwbj799,148.0,5.149659863945578,68.0
pjxuqwbj800,464.0,1.6911447084233262,67.0
pjxuqwbj803,300.0,2.5551839464882944,68.0
pjxuqwbj804,335.0,2.302395209580838,66.0
pjxuqwbj805,568.0,1.3350970017636685,67.8
pjxuqwbj806,250.0,3.068273092369478,44.3
pjxuqwbj811,451.0,1.7333333333333334,68.2
pjxuqwbj812,442.0,1.7641723356009071,68.1
pjxuqwbj814,974.0,0.7800616649537513,60.4
pjxuqwbj818,504.0,1.5487077534791251,77.8
pjxuqwbj826,423.0,1.8412322274881516,81.2
pjxuqwbj829,436.0,1.7563218390804598,74.9
pjxuqwbj830,529.0,1.4734848484848484,44.0
pjxuqwbj831,473.0,1.6334745762711864,73.1
pjxuqwbj833,583.0,1.3195876288659794,69.3
pjxuqwbj837,571.0,1.356140350877193,54.5
pjxuqwbj838,341.0,2.2470588235294118,53.7
pjxuqwbj839,513.0,1.5234375,61.7
pjxuqwbj840,462.0,1.6637744034707158,66.15
pjxuqwbj845,311.0,2.4741935483870967,54.3
pjxuqwbj847,282.0,2.676156583629893,44.5
pjxuqwbj848,490.0,1.5848670756646217,60.0
pjxuqwbj850,416.0,1.855421686746988,64.9
pjxuqwbj853,347.0,2.2630057803468207,60.0
pjxuqwbj854,355.0,2.0451977401129944,77.4
pjxuqwbj857,415.0,1.8816425120772946,71.0
pjxuqwbj858,408.0,1.914004914004914,60.0
pjxuqwbj861,480.0,1.62839248434238,52.15
pjxuqwbj870,439.0,1.7808219178082192,62.2
pjxuqwbj871,409.0,1.9191176470588236,67.4
pjxuqwbj873,439.0,1.7762557077625571,57.5
pjxuqwbj876,443.0,1.760180995475113,34.7
pjxuqwbj877,273.0,2.7573529411764706,68.9
pjxuqwbj878,638.0,1.2213500784929356,61.6
pjxuqwbj879,419.0,1.8181818181818181,67.9
pjxuqwbj881,391.0,1.917948717948718,79.95
pjxuqwbj883,460.0,1.6949891067538125,52.5
pjxuqwbj890,419.0,1.8373205741626795,48.4
pjxuqwbj892,437.0,1.7821100917431192,66.15
pjxuqwbj894,457.0,1.706140350877193,74.4
pjxuqwbj898,441.0,1.7545454545454546,65.4
pjxuqwbj903,381.0,2.044736842105263,59.8
pjxuqwbj904,438.0,1.768878718535469,59.5
pjxuqwbj905,73.0,10.63888888888889,54.4
pjxuqwbj906,428.0,1.800936768149883,70.3
pjxuqwbj914,444.0,1.762979683972912,70.2
pjxuqwbj915,461.0,1.673913043478261,76.0
pjxuqwbj916,474.0,1.6300211416490487,71.0
pjxuqwbj917,408.0,1.9090909090909092,70.2
pjxuqwbj918,409.0,1.9093137254901962,56.5
pjxuqwbj925,395.0,1.9314720812182742,51.2
pjxuqwbj927,452.0,1.7228381374722839,67.0
pjxuqwbj928,406.0,1.9234567901234567,63.65
pjxuqwbj930,489.0,1.6045081967213115,60.75
pjxuqwbj933,473.0,1.6398305084745763,34.75
pjxuqwbj935,257.0,3.046875,79.75
pjxuqwbj937,332.0,2.3564954682779455,55.4
pjxuqwbj944,431.0,1.7744186046511627,61.6
pjxuqwbj947,480.0,1.6200417536534446,65.4
pjxuqwbj950,471.0,1.6595744680851063,60.25
pjxuqwbj952,560.0,1.3935599284436493,55.4
pjxuqwbj953,440.0,1.7084282460136675,66.6
pjxuqwbj954,306.0,1.9114754098360656,50.6
pjxuqwbj955,288.0,2.142857142857143,60.0
pjxuqwbj956,460.0,1.6949891067538125,71.1
pjxuqwbj958,258.0,2.972762645914397,52.0
pjxuqwbj962,433.0,1.7962962962962963,65.7
pjxuqwbj967,423.0,1.8483412322274881,72.0
pjxuqwbj974,353.0,2.2130681818181817,58.1
pjxuqwbj976,466.0,1.6602150537634408,62.1
pjxuqwbj980,254.0,3.0039525691699605,50.1
pjxuqwbj985,394.0,1.9516539440203562,42.5
pjxuqwbj986,505.0,1.5396825396825398,76.7
pjxuqwbj988,413.0,1.8762135922330097,61.8
pjxuqwbj992,362.0,2.155124653739612,57.2
pjxuqwbj993,467.0,1.6630901287553648,69.4
pjxuqwbj994,418.0,1.8633093525179856,73.4
pjxuqwbj996,462.0,1.6984815618221258,65.55
pjxuzsfj977,0.0,0.0,0.0
pjxuzsfj978,0.0,0.0,0.0
pjxuzsfj980,6.0,0.0,0.0
pjxuzsfj981,0.0,0.0,0.0
pjxuzsfj983,0.0,0.0,0.0
pjxuzsfj984,0.0,0.0,0.0
pjxuzsfj988,13.0,1.75,0.0
pjxuzsfj995,0.0,0.0,0.0
pjxuzvbj991,403.0,1.537313432835821,63.3
pjxuzvbj996,356.0,1.7830985915492958,57.5
pjxuzxbj984,330.0,1.7993920972644377,61.5
pjxuzxbj986,312.0,2.4790996784565915,74.4
pjxuzxbj987,238.0,3.2447257383966246,49.6
pjxuzxbj997,447.0,1.7466367713004485,63.7
pjxvzrfj975,29.0,9.035714285714286,0.0
pjxvzrfj978,3.0,75.0,0.0
pjxvzrfj981,0.0,0.0,0.0
pjxvzrfj997,1.0,0.0,0.0
pjxvztfj974,0.0,0.0,0.0
pjxvztfj976,1.0,0.0,0.0
pjxvztfj977,3.0,185.0,0.0
pjxvztfj980,0.0,0.0,0.0
pjxvztfj985,0.0,0.0,0.0
pjxvztfj990,0.0,0.0,0.0
pjxvztfj991,3.0,54.0,0.0
pjxvztfj992,0.0,0.0,0.0
pjxvztfj994,0.0,0.0,0.0
pjxvzxbj989,375.0,2.0614973262032086,62.65
pjxvzxbj996,394.0,1.9694656488549618,69.0
pjxvzxbj997,437.0,1.7637614678899083,53.1
pjxvzxfj970,4.0,191.33333333333334,0.0
pjxvzxfj972,6.0,8.4,0.0
pjxvzxfj980,0.0,0.0,0.0
pjxvzxfj982,6.0,114.0,0.0
pjxvzxfj987,7.0,78.83333333333333,0.0
pjxvzxfj988,20.0,11.526315789473685,0.0
pjxvzxfj998,0.0,0.0,0.0
pjxwxxbj899,355.0,2.1864406779661016,50.8
pjxwxxbj905,555.0,1.4115523465703972,81.0
pjxwxxbj907,435.0,1.792626728110599,60.0
pjxwxxbj908,350.0,2.2349570200573066,56.8
pjxwxxbj910,388.0,2.0,60.6
pjxwxxbj913,387.0,2.0259067357512954,35.2
pjxwxxbj914,444.0,1.7607223476297968,53.15
pjxwxxbj915,440.0,1.7722095671981777,83.6
pjxwxxbj916,531.0,1.471698113207547,88.9
pjxwxxbj918,485.0,1.615702479338843,71.6
pjxwxxbj924,383.0,2.0418848167539267,69.0
pjxwxxbj927,483.0,1.612033195020747,60.0
pjxwxxbj928,542.0,1.4417744916820703,55.2
pjxwxxbj930,375.0,2.0828877005347595,72.7
pjxwxxbj934,418.0,1.8273381294964028,45.1
pjxwxxbj938,293.0,2.6506849315068495,67.8
pjxwxxbj940,385.0,2.03125,62.2
pjxwxxbj941,435.0,1.792626728110599,55.1
pjxwxxbj943,485.0,1.5971074380165289,74.6
pjxwxxbj944,602.0,1.2778702163061564,60.8
pjxwxxbj945,478.0,1.6226415094339623,50.8
pjxwxxbj946,412.0,1.897810218978102,79.2
pjxwxxbj949,469.0,1.6666666666666667,73.9
pjxwxxbj951,447.0,1.748878923766816,48.4
pjxwxxbj953,443.0,1.757918552036199,85.4
pjxwxxbj960,446.0,1.750561797752809,54.7
pjxwxxbj963,385.0,2.03125,60.4
pjxwxxbj964,407.0,1.9211822660098523,65.0
pjxwxxbj967,474.0,1.653276955602537,72.4
pjxwxxbj970,556.0,1.4108108108108108,86.25
pjxwxxbj972,426.0,1.8211764705882354,54.5
pjxwxxbj981,450.0,1.7193763919821827,59.7
pjxwxxbj983,358.0,2.11484593837535,67.2
pjxwxxbj992,481.0,1.63125,75.4
pjxwxxbj993,361.0,2.1527777777777777,50.3
pjxwxxbj995,313.0,2.4775641025641026,60.0
pjxwzxbj985,330.0,1.8693009118541033,59.45
pjxwzxbj986,476.0,1.6252631578947367,61.6
pjxwzxbj987,419.0,1.8564593301435406,66.8
pjxwzxbj988,528.0,1.4686907020872866,58.2
pjxwzxbj989,497.0,1.5766129032258065,50.2
pjxwzxbj990,478.0,1.6352201257861636,62.6
pjxwzxbj993,387.0,2.005181347150259,63.3
pjxwzxbj996,532.0,1.4576271186440677,68.35
pjxwzxbj997,398.0,1.818639798488665,43.8
pjxwzxbj998,337.0,1.8303571428571428,76.4
pjxwzxfj975,0.0,0.0,0.0
pjxwzxfj977,1.0,0.0,0.0
pjxwzxfj981,2.0,79.0,0.0
pjxwzxfj983,0.0,0.0,0.0
pjxwzxfj984,3.0,251.0,0.0
pjxwzxfj987,0.0,0.0,0.0
pjxwzxfj991,4.0,35.0,0.0
pjxwzxfj992,57.0,6.25,0.0
pjxwzxfj993,1.0,0.0,0.0
pjxwzxfj994,2.0,360.0,0.0
pjxwzxkj985,351.0,2.202857142857143,65.9
pjxwzxkj989,438.0,1.791762013729977,55.8
pjxwzxkj991,536.0,1.4579439252336448,67.0
pjxwzxkj992,508.0,1.52465483234714,75.2
pjxwzxkj993,421.0,1.8571428571428572,51.4
pjxwzxkj996,291.0,2.6586206896551725,60.0
pjxwzxkj998,417.0,1.8725961538461537,67.3
pjxxxxbj901,911.0,0.8593406593406593,60.0
pjxxxxbj904,359.0,2.1815642458100557,60.0
pjxxxxbj907,210.0,3.6555023923444976,60.0
pjxxxxbj908,425.0,1.8349056603773586,60.0
pjxxxxbj910,476.0,1.6231578947368421,60.0
pjxxxxbj911,462.0,1.6420824295010845,60.0
pjxxxxbj912,521.0,1.4903846153846154,60.0
pjxxxxbj913,143.0,5.373239436619718,60.0
pjxxxxbj914,376.0,1.664,60.0
pjxxxxbj915,551.0,1.4018181818181819,60.0
pjxxxxbj916,372.0,2.105121293800539,60.0
pjxxxxbj917,452.0,1.6119733924611974,60.0
pjxxxxbj921,421.0,1.7,60.0
pjxxxxbj922,484.0,1.6024844720496894,67.2
pjxxxxbj923,382.0,1.900262467191601,60.0
pjxxxxbj930,477.0,1.634453781512605,60.0
pjxxxxbj932,461.0,1.673913043478261,60.0
pjxxxxbj933,342.0,2.2873900293255134,60.0
pjxxxxbj937,430.0,1.8205128205128205,60.0
pjxxxxbj941,405.0,1.9158415841584158,60.0
pjxxxxbj942,424.0,1.839243498817967,60.0
pjxxxxbj943,527.0,1.4714828897338403,60.0
pjxxxxbj944,406.0,1.8888888888888888,60.0
pjxxxxbj945,465.0,1.5775862068965518,60.0
pjxxxxbj953,520.0,1.5028901734104045,60.0
pjxxxxbj955,493.0,1.5873983739837398,60.0
pjxxxxbj957,442.0,1.7709750566893423,60.0
pjxxxxbj958,527.0,1.4809885931558935,62.2
pjxxxxbj963,303.0,2.480132450331126,60.0
pjxxxxbj966,411.0,1.9048780487804877,60.0
pjxxxxbj968,389.0,1.9974226804123711,60.0
pjxxxxbj970,343.0,2.2222222222222223,60.0
pjxxxxbj975,408.0,1.9090909090909092,60.0
pjxxxxbj980,591.0,1.3135593220338984,60.0
pjxxxxbj981,410.0,1.9095354523227384,60.0
pjxxxxbj986,466.0,1.6795698924731184,60.0
pjxxxxbj987,381.0,1.9078947368421053,60.0
pjxxxxbj988,353.0,2.065340909090909,60.0
pjxxxxbj989,437.0,1.7545871559633028,78.8
pjxxxxbj995,399.0,1.9547738693467336,60.0
pjxxxxbj997,232.0,3.380952380952381,60.0
pjxxztbj990,385.0,2.0260416666666665,70.3
pjxxztbj994,279.0,2.197841726618705,54.8
pjxxztbj995,394.0,1.9592875318066159,69.9
pjxxztbj998,305.0,2.0822368421052633,55.1
pjxxztfj972,0.0,0.0,0.0
pjxxztfj975,0.0,0.0,0.0
pjxxztfj982,4.0,0.0,0.0
pjxxztfj986,0.0,0.0,0.0
pjxxztfj988,0.0,0.0,0.0
pjxxztfj991,1.0,0.0,0.0
pjxxztfj992,0.0,0.0,0.0
pjxxztfj995,2.0,161.0,0.0
pjxxztfj997,34.0,17.363636363636363,0.0
pjxxzxbj995,302.0,2.006644518272425,59.6
pjxxzxbj998,297.0,1.9831081081081081,59.8
pjxxzxkj978,272.0,2.811808118081181,51.4
pjxxzxkj979,405.0,1.9282178217821782,49.7
pjxxzxkj981,462.0,1.6789587852494576,74.6
pjxxzxkj983,330.0,2.3738601823708207,43.9
pjxxzxkj987,512.0,1.512720156555773,60.15
pjxxzxkj990,529.0,1.4772727272727273,78.75
pjxxzxkj991,567.0,1.3657243816254416,59.35
pjxxzxkj995,433.0,1.8055555555555556,55.6
pjxxzxkj997,478.0,1.6331236897274632,56.0
pjxxzxkj998,305.0,2.4967105263157894,57.4
pjxyqwbj001,460.0,1.673202614379085,53.1
pjxyqwbj002,497.0,1.5584677419354838,71.4
pjxyqwbj003,440.0,1.7699316628701594,53.2
pjxyqwbj004,303.0,2.552980132450331,50.4
pjxyqwbj006,498.0,1.5553319919517103,74.0
pjxyqwbj007,374.0,2.096514745308311,48.6
pjxyqwbj013,443.0,1.7714932126696832,55.8
pjxyqwbj015,383.0,2.007853403141361,46.8
pjxyqwbj016,472.0,1.6496815286624205,51.95
pjxyqwbj018,383.0,2.0340314136125652,65.7
pjxyqwbj020,497.0,1.5745967741935485,75.6
pjxyqwbj022,524.0,1.4933078393881454,63.0
pjxyqwbj023,466.0,1.6623655913978495,65.2
pjxyqwbj027,189.0,4.047872340425532,58.6
pjxyqwbj031,421.0,1.8428571428571427,55.65
pjxyqwbj033,382.0,2.0551181102362204,50.0
pjxyqwbj034,495.0,1.5748987854251013,75.8
pjxyqwbj035,342.0,2.2521994134897363,45.55
pjxyqwbj036,329.0,2.143292682926829,60.0
pjxyqwbj038,331.0,2.3515151515151516,45.9
pjxyqwbj041,370.0,2.1192411924119243,35.55
pjxyqwbj043,394.0,1.9872773536895674,48.35
pjxyqwbj044,376.0,2.048,70.65
pjxyqwbj046,209.0,3.6634615384615383,40.2
pjxyqwbj047,279.0,2.7553956834532376,65.6
pjxyqwbj049,332.0,2.1842900302114803,53.8
pjxyqwbj050,314.0,2.466453674121406,66.35
pjxyqwbj052,340.0,2.2949852507374633,59.45
pjxyqwbj053,452.0,1.7139689578713968,81.8
pjxyqwbj054,434.0,1.7806004618937645,68.9
pjxyqwbj058,463.0,1.6926406926406927,76.55
pjxyqwbj059,482.0,1.6237006237006237,53.1
pjxyqwbj061,417.0,1.8822115384615385,51.6
pjxyqwbj062,423.0,1.8483412322274881,62.05
pjxyqwbj069,427.0,1.800469483568075,40.1
pjxyqwbj072,512.0,1.528375733855186,62.4
pjxyqwbj073,597.0,1.3053691275167785,68.6
pjxyqwbj077,665.0,1.1716867469879517,52.95
pjxyqwbj078,6.0,145.4,60.0
pjxyqwbj080,483.0,1.6141078838174274,64.7
pjxyqwbj082,384.0,2.0182767624020888,50.6
pjxyqwbj084,341.0,2.288235294117647,52.9
pjxyqwbj085,501.0,1.542,51.8
pjxyqwbj086,415.0,1.8599033816425121,60.0
pjxyqwbj087,396.0,1.9518987341772152,54.6
pjxyqwbj088,612.0,1.2782324058919803,82.0
pjxyqwbj089,501.0,1.56,74.8
pjxyqwbj090,433.0,1.8009259259259258,61.6
pjxyqwbj092,782.0,0.9961587708066582,83.1
pjxyqwbj095,586.0,1.3264957264957264,68.5
pjxyqwbj098,434.0,1.7806004618937645,66.8
pjxyqwbj100,428.0,1.8243559718969555,60.0
pjxyqwbj101,339.0,2.2928994082840237,45.35
pjxyqwbj104,534.0,1.4690431519699811,51.55
pjxyqwbj108,456.0,1.701098901098901,55.8
pjxyqwbj109,466.0,1.6709677419354838,47.8
pjxyqwbj112,453.0,1.7278761061946903,52.9
pjxyqwbj116,332.0,2.3625377643504533,51.3
pjxyqwbj117,463.0,1.6688311688311688,69.9
pjxyqwbj122,673.0,1.162202380952381,62.4
pjxyqwbj125,449.0,1.7410714285714286,57.1
pjxyqwbj126,452.0,1.7228381374722839,60.2
pjxyqwbj129,443.0,1.762443438914027,73.2
pjxyqwbj130,477.0,1.6197478991596639,75.8
pjxyqwbj133,334.0,2.3033033033033035,56.9
pjxyqwbj139,446.0,1.7573033707865169,36.25
pjxyqwbj146,621.0,1.2548387096774194,58.6
pjxyqwbj149,340.0,2.2949852507374633,67.4
pjxyqwbj150,435.0,1.794930875576037,41.0
pjxyqwbj153,187.0,3.8333333333333335,97.5
pjxyqwbj154,467.0,1.613733905579399,69.6
pjxyqwbj155,432.0,1.8120649651972158,73.0
pjxyqwbj156,383.0,2.0392670157068062,70.8
pjxyqwbj158,173.0,4.534883720930233,46.0
pjxyqwbj159,360.0,2.1727019498607243,45.4
pjxyqwbj163,395.0,1.982233502538071,65.4
pjxyqwbj164,738.0,1.0569877883310719,69.8
pjxyqwbj166,492.0,1.5926680244399185,75.95
pjxyqwbj169,397.0,1.957070707070707,56.3
pjxyqwbj171,191.0,3.9947368421052634,97.5
pjxyqwbj172,480.0,1.6200417536534446,57.4
pjxyqwbj174,165.0,4.323170731707317,77.5
pjxyqwbj181,515.0,1.509727626459144,59.8
pjxyqwbj185,360.0,1.7186629526462396,35.45
pjxyqwbj188,485.0,1.5929752066115703,61.2
pjxyqwbj190,501.0,1.564,60.0
pjxyqwbj191,448.0,1.7270693512304252,64.4
pjxyqwbj192,533.0,1.468045112781955,56.05
pjxyqwbj193,479.0,1.6338912133891212,53.9
pjxyqwbj197,603.0,1.2990033222591362,51.1
pjxyqwbj201,479.0,1.604602510460251,60.4
pjxyqwbj203,641.0,1.2203125,72.7
pjxyqwbj205,475.0,1.6476793248945147,76.1
pjxyqwbj207,431.0,1.7930232558139534,56.4
pjxyqwbj209,257.0,3.01171875,49.3
pjxyqwbj216,466.0,1.6666666666666667,47.0
pjxyqwbj219,443.0,1.7669683257918551,71.05
pjxyqwbj221,425.0,1.846698113207547,46.8
pjxyqwbj223,458.0,1.6695842450765865,56.3
pjxyqwbj224,275.0,2.8138686131386863,57.7
pjxyqwbj225,534.0,1.448405253283302,60.0
pjxyqwbj232,434.0,1.8036951501154734,61.95
pjxyqwbj236,456.0,1.7032967032967032,59.4
pjxyqwbj237,487.0,1.602880658436214,65.6
pjxyqwbj242,421.0,1.8595238095238096,77.3
pjxyqwbj243,496.0,1.5777777777777777,61.1
pjxyqwbj245,438.0,1.7871853546910754,70.1
pjxyqwbj248,411.0,1.8902439024390243,63.6
pjxyqwbj249,477.0,1.615546218487395,55.0
pjxyqwbj251,445.0,1.7635135135135136,58.8
pjxyqwbj252,404.0,1.9379652605459057,56.1
pjxyqwbj253,294.0,2.631399317406143,60.0
pjxyqwbj255,486.0,1.6103092783505155,74.0
pjxyqwbj261,451.0,1.731111111111111,57.6
pjxyqwbj262,384.0,2.0365535248041775,60.0
pjxyqwbj266,417.0,1.8533653846153846,78.2
pjxyqwbj267,539.0,1.4516728624535316,52.0
pjxyqwbj269,330.0,2.370820668693009,62.8
pjxyqwbj272,398.0,1.9521410579345089,47.4
pjxyqwbj274,492.0,1.5885947046843176,59.7
pjxyqwbj276,288.0,2.1881533101045294,45.5
pjxyqwbj277,424.0,1.846335697399527,47.2
pjxyqwbj278,467.0,1.6802575107296138,56.7
pjxyqwbj279,207.0,2.7718446601941746,77.7
pjxyqwbj282,480.0,1.6304801670146138,70.4
pjxyqwbj283,453.0,1.7300884955752212,60.6
pjxyqwbj285,356.0,2.16056338028169,32.8
pjxyqwbj288,290.0,2.57439446366782,48.2
pjxyqwbj293,347.0,1.7890173410404624,67.8
pjxyqwbj299,464.0,1.652267818574514,60.0
pjxyqwbj300,467.0,1.667381974248927,57.4
pjxyqwbj301,440.0,1.7722095671981777,60.8
pjxyqwbj302,525.0,1.4923664122137406,51.6
pjxyqwbj305,471.0,1.6531914893617021,52.7
pjxyqwbj307,464.0,1.676025917926566,60.0
pjxyqwbj309,439.0,1.7808219178082192,67.6
pjxyqwbj311,427.0,1.812206572769953,62.0
pjxyqwbj312,436.0,1.7816091954022988,62.0
pjxyqwbj315,423.0,1.853080568720379,42.9
pjxyqwbj316,346.0,2.263768115942029,50.9
pjxyqwbj318,545.0,1.4375,61.4
pjxyqwbj321,415.0,1.8888888888888888,51.1
pjxyqwbj322,505.0,1.5476190476190477,37.7
pjxyqwbj325,429.0,1.8060747663551402,69.65
pjxyqwbj326,454.0,1.7240618101545253,63.2
pjxyqwbj327,394.0,1.974554707379135,61.65
pjxyqwbj328,404.0,1.913151364764268,54.4
pjxyqwbj331,477.0,1.6365546218487395,73.4
pjxyqwbj333,311.0,2.4838709677419355,60.2
pjxyqwbj334,373.0,2.088709677419355,53.7
pjxyqwbj336,394.0,1.9669211195928753,72.2
pjxyqwbj338,495.0,1.582995951417004,70.2
pjxyqwbj339,363.0,2.157458563535912,58.4
pjxyqwbj340,279.0,2.805755395683453,67.0
pjxyqwbj341,446.0,1.752808988764045,75.8
pjxyqwbj344,343.0,2.280701754385965,61.1
pjxyqwbj347,431.0,1.8046511627906976,79.6
pjxyqwbj348,496.0,1.5494949494949495,51.7
pjxyqwbj351,548.0,1.4241316270566728,60.0
pjxyqwbj356,469.0,1.6175213675213675,65.0
pjxyqwbj358,385.0,1.9973958333333333,73.8
pjxyqwbj360,487.0,1.6090534979423867,60.0
pjxyqwbj361,528.0,1.476280834914611,68.8
pjxyqwbj362,413.0,1.8932038834951457,60.2
pjxyqwbj366,442.0,1.7392290249433107,59.6
pjxyqwbj367,429.0,1.7429906542056075,55.3
pjxyqwbj368,465.0,1.6788793103448276,50.6
pjxyqwbj369,398.0,1.942065491183879,61.6
pjxyqwbj375,799.0,0.9799498746867168,49.4
pjxyqwbj379,463.0,1.6926406926406927,67.9
pjxyqwbj380,312.0,2.3536977491961415,54.8
pjxyqwbj384,387.0,2.0155440414507773,66.35
pjxyqwbj385,403.0,1.9427860696517414,71.5
pjxyqwbj388,468.0,1.6702355460385439,67.8
pjxyqwbj391,353.0,2.221590909090909,54.2
pjxyqwbj393,504.0,1.554671968190855,76.8
pjxyqwbj394,549.0,1.4197080291970803,61.8
pjxyqwbj395,435.0,1.7995391705069124,69.75
pjxyqwbj396,470.0,1.6695095948827292,52.2
pjxyqwbj397,206.0,3.6926829268292685,60.0
pjxyqwbj398,390.0,1.961439588688946,70.4
pjxyqwbj400,457.0,1.712719298245614,64.0
pjxyqwbj401,436.0,1.767816091954023,63.1
pjxyqwbj402,377.0,2.0718085106382977,60.4
pjxyqwbj403,459.0,1.685589519650655,46.4
pjxyqwbj407,462.0,1.6963123644251628,87.4
pjxyqwbj408,536.0,1.4485981308411215,57.0
pjxyqwbj409,365.0,2.087912087912088,45.5
pjxyqwbj410,456.0,1.712087912087912,70.8
pjxyqwbj412,444.0,1.7133182844243793,30.5
pjxyqwbj417,515.0,1.5116731517509727,69.65
pjxyqwbj418,441.0,1.7727272727272727,55.4
pjxyqwbj421,671.0,1.1582089552238806,67.1
pjxyqwbj422,448.0,1.738255033557047,51.8
pjxyqwbj425,442.0,1.7732426303854876,60.0
pjxyqwbj428,446.0,1.7415730337078652,60.0
pjxyqwbj430,463.0,1.6926406926406927,64.5
pjxyqwbj431,419.0,1.8636363636363635,58.2
pjxyqwbj433,416.0,1.8867469879518073,60.95
pjxyqwbj435,411.0,1.9073170731707316,56.7
pjxyqwbj437,471.0,1.6595744680851063,78.0
pjxyqwbj441,436.0,1.7977011494252872,53.9
pjxyqwbj444,549.0,1.3813868613138687,38.0
pjxyqwbj445,557.0,1.3992805755395683,40.8
pjxyqwbj452,324.0,2.414860681114551,72.2
pjxyqwbj453,456.0,1.7032967032967032,65.4
pjxyqwbj454,319.0,2.4371069182389937,50.0
pjxyqwbj455,337.0,2.1339285714285716,59.9
pjxyqwbj456,496.0,1.5535353535353535,70.95
pjxyqwbj459,345.0,1.7325581395348837,69.7
pjxyqwbj461,408.0,1.9164619164619165,63.2
pjxyqwbj463,325.0,2.3858024691358026,58.9
pjxyqwbj464,493.0,1.5833333333333333,54.8
pjxyqwbj468,525.0,1.4923664122137406,66.15
pjxyqwbj469,434.0,1.8106235565819861,47.9
pjxyqwbj472,300.0,1.9866220735785953,68.6
pjxyqwbj476,449.0,1.7366071428571428,56.9
pjxyqwbj478,515.0,1.5233463035019454,49.8
pjxyqwbj479,423.0,1.8436018957345972,60.0
pjxyqwbj485,408.0,1.8845208845208845,56.6
pjxyqwbj486,428.0,1.8313817330210773,64.6
pjxyqwbj487,437.0,1.775229357798165,58.3
pjxyqwbj488,462.0,1.6941431670281997,63.7
pjxyqwbj492,296.0,2.640677966101695,59.1
pjxyqwbj497,452.0,1.7228381374722839,51.2
pjxyqwbj500,453.0,1.7057522123893805,67.25
pjxyqwbj506,423.0,1.853080568720379,57.95
pjxyqwbj508,501.0,1.542,53.2
pjxyqwbj509,314.0,2.4536741214057507,56.8
pjxyqwbj515,448.0,1.7427293064876956,35.3
pjxyqwbj518,547.0,1.4322344322344323,49.8
pjxyqwbj522,497.0,1.5705645161290323,46.2
pjxyqwbj523,316.0,2.403174603174603,60.5
pjxyqwbj524,523.0,1.496168582375479,77.1
pjxyqwbj525,403.0,1.9427860696517414,37.8
pjxyqwbj527,555.0,1.3772563176895307,58.15
pjxyqwbj530,382.0,2.0131233595800526,65.2
pjxyqwbj531,451.0,1.7377777777777779,62.6
pjxyqwbj532,415.0,1.8840579710144927,54.8
pjxyqwbj534,487.0,1.6090534979423867,79.5
pjxyqwbj535,508.0,1.5404339250493098,57.7
pjxyqwbj538,472.0,1.6624203821656052,81.2
pjxyqwbj540,452.0,1.7073170731707317,53.7
pjxyqwbj542,369.0,2.1168478260869565,53.3
pjxyqwbj548,397.0,1.9696969696969697,63.6
pjxyqwbj552,458.0,1.7045951859956237,32.6
pjxyqwbj554,457.0,1.706140350877193,57.2
pjxyqwbj555,339.0,1.7928994082840237,86.0
pjxyqwbj557,526.0,1.4742857142857142,83.6
pjxyqwbj560,413.0,1.854368932038835,48.6
pjxyqwbj563,669.0,1.1676646706586826,75.4
pjxyqwbj564,257.0,3.046875,61.1
pjxyqwbj566,403.0,1.9402985074626866,39.75
pjxyqwbj569,297.0,2.5777027027027026,70.6
pjxyqwbj570,806.0,0.9701863354037267,62.7
pjxyqwbj574,460.0,1.6971677559912854,74.4
pjxyqwbj577,591.0,1.323728813559322,61.4
pjxyqwbj579,440.0,1.6993166287015946,70.2
pjxyqwbj582,371.0,2.0837837837837836,66.0
pjxyqwbj584,422.0,1.843230403800475,51.4
pjxyqwbj585,351.0,2.0742857142857143,47.6
pjxyqwbj588,451.0,1.7333333333333334,66.0
