LOGIN_NAME(账号 登录名),XM(真实姓名),DEPARTMENT_NAME(院系名称),MAJOR_NAME(专业名称),CLASS_NAME(班级名称),ROLEID(角色 1老师 3学生 7管理员),BFB(综合表现)
pjxyqxbk705,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.62
pjxyqxbj460,同学|老师,人工智能学院,人工智能,2020039,3,99.66
pjxyqxbj459,同学|老师,微电子学院,集成电路设计与集成系统,2014022,3,98.31
pjxyqxbj455,同学|老师,通信工程学院,通信工程,2001016,3,99.64
pjxyqxbj454,同学|老师,电子工程学院,电子信息工程,2002019,3,99.72
pjxyqxbj452,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,98.84
pjxyqxbj451,同学|老师,微电子学院,微电子科学与工程,2014019,3,99.51
pjxyqxbl858,同学|老师,物理与光电工程学院,电子信息科学与技术,2005052,3,99.44
pjxyqxbl857,同学|老师,电子工程学院,电子信息工程,2002015,3,99.83
pjxyqxbl854,同学|老师,微电子学院,微电子科学与工程,2014012,3,99.2
pjxyqxbl847,同学|老师,物理与光电工程学院,电子科学与技术,2005012,3,99.61
pjxyqxbl843,同学|老师,物理与光电工程学院,电子科学与技术,2005012,3,98.27
pjxyqxbl839,同学|老师,微电子学院,集成电路设计与集成系统,2014021,3,99.71
pjxyqxbl837,同学|老师,电子工程学院,电磁场与无线技术,2002061,3,99.72
pjxyqxbl836,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.67
pjxyqxbl830,同学|老师,微电子学院,集成电路设计与集成系统,2014023,3,99.77
pjxyqxbl828,同学|老师,电子工程学院,电子信息工程,2002015,3,99.51
pjxyqxbl827,同学|老师,物理与光电工程学院,电子科学与技术,2005012,3,99.83
pjxyqxbl826,同学|老师,物理与光电工程学院,电子科学与技术,2005012,3,99.81
pjxyqxbl825,同学|老师,微电子学院,微电子科学与工程,2014012,3,99.8
pjxyqxbl821,同学|老师,通信工程学院,通信工程,2001013,3,99.78
pjxyqxbl817,同学|老师,物理与光电工程学院,光电信息科学与工程,2005031,3,99.9
pjxyqxbl816,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.55
pjxyqxbl815,同学|老师,物理与光电工程学院,电子科学与技术,2005012,3,99.76
pjxyqxbl812,同学|老师,通信工程学院,信息工程,2001051,3,99.8
pjxyqxbl810,同学|老师,通信工程学院,通信工程,2001011,3,99.68
pjxyqxbl808,同学|老师,微电子学院,集成电路设计与集成系统,2014021,3,99.55
pjxyqxbl807,同学|老师,物理与光电工程学院,光电信息科学与工程,2005031,3,99.38
pjxyqxbl806,同学|老师,微电子学院,微电子科学与工程,2014012,3,99.58
pjxyqxbl804,同学|老师,电子工程学院,电子信息工程,2002015,3,99.82
pjxyqxbl797,同学|老师,物理与光电工程学院,电子科学与技术,2005012,3,99.87
pjxyqxbl796,同学|老师,电子工程学院,电子信息工程,2002015,3,94.52
pjxyqxbl794,同学|老师,通信工程学院,通信工程,2001013,3,99.52
pjxyqxbl793,同学|老师,电子工程学院,电子信息工程,2002015,3,99.66
pjxyqxbl789,同学|老师,物理与光电工程学院,电子科学与技术,2005012,3,99.8
pjxyqxbl781,同学|老师,通信工程学院,通信工程,2001012,3,99.74
pjxyqxbl780,同学|老师,通信工程学院,通信工程,2001016,3,99.58
pjxyqxbl779,同学|老师,空间科学与技术学院,飞行器设计与工程,2016031,3,96.73
pjxyqxbl774,同学|老师,物理与光电工程学院,电子科学与技术,2005012,3,99.66
pjxyqxbl769,同学|老师,物理与光电工程学院,电子信息科学与技术,2005052,3,97.25
pjxyqxbl768,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.64
pjxyqxbl767,同学|老师,电子工程学院,电子信息工程,2002015,3,99.77
pjxyqxbl766,同学|老师,微电子学院,微电子科学与工程,2014012,3,98.93
pjxyqxbl765,同学|老师,物理与光电工程学院,电子信息科学与技术,2005052,3,99.74
pjxyqxbl763,同学|老师,空间科学与技术学院,探测制导与控制技术,2016011,3,99.27
pjxyqxbl759,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.5
pjxyqxbl758,同学|老师,通信工程学院,通信工程,2001011,3,99.66
pjxyqxbl757,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.66
pjxyqxbj448,同学|老师,微电子学院,集成电路设计与集成系统,2014022,3,99.68
pjxyqxbj443,同学|老师,电子工程学院,电子信息工程,2002012,3,99.83
pjxyqxbj440,同学|老师,通信工程学院,通信工程,2001011,3,99.92
pjxyqxbj439,同学|老师,通信工程学院,信息工程,2001051,3,99.6
pjxyqxbj433,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.61
pjxyqxbj432,同学|老师,电子工程学院,电子信息工程,2002012,3,99.7
pjxyqxbj430,同学|老师,空间科学与技术学院,空间科学与技术,2016021,3,99.16
pjxyqxbj428,同学|老师,通信工程学院,信息工程,2001051,3,99.67
pjxyqxbj422,同学|老师,通信工程学院,通信工程,2001015,3,99.68
pjxyqxbj419,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.61
pjxyqxbj418,同学|老师,通信工程学院,通信工程,2001017,3,99.3
pjxyqxbj417,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.57
pjxyqxbj415,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,95.13
pjxyqxbj412,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.67
pjxyqxbj410,同学|老师,通信工程学院,信息工程,2001051,3,98.96
pjxyqxbj405,同学|老师,通信工程学院,信息工程,2001051,3,99.72
pjxyqxbj404,同学|老师,电子工程学院,遥感科学与技术,2002071,3,99.79
pjxyqxbj403,同学|老师,通信工程学院,信息工程,2001051,3,99.54
pjxyqxbj400,同学|老师,通信工程学院,信息工程,2001052,3,99.82
pjxyqxbj399,同学|老师,空间科学与技术学院,探测制导与控制技术,2016011,3,99.75
pjxyqxbj397,同学|老师,通信工程学院,信息工程,2001052,3,99.73
pjxyqxbj395,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.59
pjxyqxbj392,同学|老师,通信工程学院,通信工程,2001017,3,99.7
pjxyqxbj391,同学|老师,微电子学院,集成电路设计与集成系统,2014028,3,99.84
pjxyqxbj384,同学|老师,通信工程学院,通信工程,2001012,3,99.59
pjxyqxbj379,同学|老师,电子工程学院,电子信息工程,2002012,3,99.59
pjxyqxbj374,同学|老师,空间科学与技术学院,空间科学与技术,2016021,3,88.79
pjxyqxbj371,同学|老师,电子工程学院,电子信息工程,2002012,3,99.6
pjxyqxbj370,同学|老师,物理与光电工程学院,电子科学与技术,2005018,3,99.55
pjxyqxbj365,同学|老师,电子工程学院,电子信息工程,2002012,3,99.7
pjxyqxbj361,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.84
pjxyqxbj359,同学|老师,电子工程学院,电子信息工程,2002012,3,99.7
pjxyqxbj358,同学|老师,空间科学与技术学院,探测制导与控制技术,2016011,3,98.95
pjxyqxbj355,同学|老师,物理与光电工程学院,电子科学与技术,2005018,3,99.81
pjxyqxbj353,同学|老师,微电子学院,集成电路设计与集成系统,2014021,3,99.71
pjxyqxbj352,同学|老师,电子工程学院,电子信息工程,2002012,3,99.46
pjxyqxbj348,同学|老师,通信工程学院,通信工程,2001017,3,99.87
pjxyqxbj347,同学|老师,空间科学与技术学院,探测制导与控制技术,2016011,3,98.72
pjxyqxbj345,同学|老师,通信工程学院,通信工程,2001012,3,99.59
pjxyqxbj340,同学|老师,通信工程学院,通信工程,2001011,3,99.87
pjxyqxbj337,同学|老师,电子工程学院,电子信息工程,2002012,3,99.78
pjxyqxbj334,同学|老师,物理与光电工程学院,光电信息科学与工程,2005031,3,99.59
pjxyqxbj333,同学|老师,电子工程学院,电磁场与无线技术,2002061,3,99.59
pjxyqxbj332,同学|老师,通信工程学院,信息工程,2001051,3,99.42
pjxyqxbj330,同学|老师,电子工程学院,电子信息工程,2002012,3,99.68
pjxyqxbj327,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.62
pjxyqxbj325,同学|老师,电子工程学院,电子信息工程,2002012,3,99.43
pjxyqxbj323,同学|老师,电子工程学院,电磁场与无线技术,2002061,3,99.36
pjxyqxbj320,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.78
pjxyqxbj319,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.59
pjxyqxbj317,同学|老师,电子工程学院,电子信息工程,2002012,3,99.14
pjxyqxbj315,同学|老师,电子工程学院,电子信息工程,2002012,3,99.32
pjxyqxbj314,同学|老师,电子工程学院,电子信息工程,2002012,3,99.87
pjxyqxbj312,同学|老师,通信工程学院,通信工程,2001016,3,99.45
pjxyqxbj305,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.81
pjxyqxbj301,同学|老师,微电子学院,微电子科学与工程,2014011,3,99.62
pjxyqxbj296,同学|老师,空间科学与技术学院,飞行器设计与工程,2016031,3,99.66
pjxyqxbj294,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,98.81
pjxyqxbj293,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.7
pjxyqxbj290,同学|老师,微电子学院,集成电路设计与集成系统,2014021,3,99.82
pjxyqxbj288,同学|老师,通信工程学院,通信工程,2001016,3,99.83
pjxyqxbj286,同学|老师,通信工程学院,信息工程,2001052,3,99.68
pjxyqxbj285,同学|老师,通信工程学院,通信工程,2001011,3,99.56
pjxyqxbj284,同学|老师,电子工程学院,电子信息工程,2002012,3,99.81
pjxyqxbj283,同学|老师,空间科学与技术学院,空间科学与技术,2016029,3,99.41
pjxyqxbj282,同学|老师,通信工程学院,通信工程,2001016,3,99.81
pjxyqxbj280,同学|老师,电子工程学院,电子信息工程,2002018,3,99.62
pjxyqxbj279,同学|老师,通信工程学院,通信工程,2001012,3,99.67
pjxyqxbj278,同学|老师,微电子学院,微电子科学与工程,2014011,3,99.63
pjxyqxbj277,同学|老师,微电子学院,微电子科学与工程,2014011,3,99.76
pjxyqxbj273,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.68
pjxyqxbj272,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.71
pjxyqxbj271,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.53
pjxyqxbj269,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.72
pjxyqxbj262,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.58
pjxyqxbj261,同学|老师,微电子学院,集成电路设计与集成系统,2014022,3,99.76
pjxyqxbj257,同学|老师,电子工程学院,遥感科学与技术,2002071,3,99.64
pjxyqxbj255,同学|老师,通信工程学院,通信工程,2001014,3,99.67
pjxyqxbj253,同学|老师,电子工程学院,电磁场与无线技术,2002061,3,99.69
pjxyqxbj251,同学|老师,通信工程学院,通信工程,2001016,3,99.17
pjxyqxbj250,同学|老师,通信工程学院,信息工程,2001051,3,99.79
pjxyqxbj243,同学|老师,电子工程学院,电子信息工程,2002012,3,99.85
pjxyqxbj242,同学|老师,微电子学院,集成电路设计与集成系统,2014023,3,99.43
pjxyqxbj241,同学|老师,微电子学院,集成电路设计与集成系统,2014023,3,99.66
pjxyqxbj240,同学|老师,微电子学院,微电子科学与工程,2014012,3,99.51
pjxyqxbj239,同学|老师,通信工程学院,信息工程,2001052,3,99.64
pjxyqxbj238,同学|老师,通信工程学院,通信工程,2001014,3,99.81
pjxyqxbj237,同学|老师,电子工程学院,电子信息工程,2002012,3,99.6
pjxyqxbj230,同学|老师,电子工程学院,电子信息工程,2002012,3,99.37
pjxyqxbj228,同学|老师,通信工程学院,通信工程,2001016,3,99.78
pjxyqxbj225,同学|老师,通信工程学院,通信工程,2001014,3,99.65
pjxyqxbj224,同学|老师,通信工程学院,通信工程,2001015,3,99.71
pjxyqxbj223,同学|老师,电子工程学院,电子信息工程,2002012,3,99.53
pjxyqxbj221,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.39
pjxyqxbj220,同学|老师,微电子学院,集成电路设计与集成系统,2014021,3,99.68
pjxyqxbj217,同学|老师,通信工程学院,通信工程,2001015,3,99.54
pjxyqxbj214,同学|老师,电子工程学院,电子信息工程,2002012,3,99.64
pjxyqxbj207,同学|老师,电子工程学院,电子信息工程,2002019,3,99.63
pjxyqxbj198,同学|老师,通信工程学院,通信工程,2001013,3,99.72
pjxyqxbj195,同学|老师,电子工程学院,电子信息工程,2002012,3,99.79
pjxyqxbj192,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.83
pjxyqxbj188,同学|老师,通信工程学院,通信工程,2001017,3,99.57
pjxyqxbj187,同学|老师,通信工程学院,通信工程,2001012,3,99.73
pjxyqxbj182,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.53
pjxyqxbj180,同学|老师,电子工程学院,信息对抗技术,2002031,3,98.58
pjxyqxbj174,同学|老师,空间科学与技术学院,飞行器设计与工程,2016031,3,99.72
pjxyqxbj173,同学|老师,微电子学院,微电子科学与工程,2014019,3,99.72
pjxyqxbj169,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.42
pjxyqxbj167,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.78
pjxyqxbj165,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.7
pjxyqxbj164,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.77
pjxyqxbj162,同学|老师,物理与光电工程学院,光电信息科学与工程,2005031,3,99.73
pjxyqxbj160,同学|老师,微电子学院,集成电路设计与集成系统,2014028,3,99.68
pjxyqxbj159,同学|老师,微电子学院,集成电路设计与集成系统,2014022,3,99.64
pjxyqxbj158,同学|老师,空间科学与技术学院,空间科学与技术,2016021,3,99.37
pjxyqxbj155,同学|老师,通信工程学院,通信工程,2001014,3,99.83
pjxyqxbj154,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.53
pjxyqxbj153,同学|老师,通信工程学院,通信工程,2001017,3,99.85
pjxyqxbj152,同学|老师,通信工程学院,通信工程,2001014,3,99.8
pjxyqxbj151,同学|老师,微电子学院,集成电路设计与集成系统,2014021,3,99.79
pjxyqxbj150,同学|老师,通信工程学院,通信工程,2001016,3,99.56
pjxyqxbj148,同学|老师,计算机科学与技术学院,软件工程,2003058,3,99.67
pjxyqxbj147,同学|老师,微电子学院,集成电路设计与集成系统,2014023,3,99.28
pjxyqxbj146,同学|老师,微电子学院,微电子科学与工程,2014012,3,99.6
pjxyqxbj145,同学|老师,电子工程学院,电子信息工程,2002018,3,99.74
pjxyqxbj144,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.78
pjxyqxbj139,同学|老师,物理与光电工程学院,应用物理学,2005049,3,99.74
pjxyqxbj132,同学|老师,电子工程学院,电子信息工程,2002012,3,99.75
pjxyqxbj131,同学|老师,微电子学院,微电子科学与工程,2014019,3,99.6
pjxyqxbj129,同学|老师,计算机科学与技术学院,计算机科学与技术,2003019,3,99.69
pjxyqxbj125,同学|老师,微电子学院,集成电路设计与集成系统,2014021,3,99.72
pjxyqxbj124,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.74
pjxyqxbj121,同学|老师,通信工程学院,通信工程,2001012,3,99.83
pjxyqxbj120,同学|老师,通信工程学院,通信工程,2001017,3,99.68
pjxyqxbj119,同学|老师,空间科学与技术学院,空间科学与技术,2016021,3,99.43
pjxyqxbj117,同学|老师,通信工程学院,信息工程,2001052,3,99.62
pjxyqxbj114,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.7
pjxyqxbj113,同学|老师,微电子学院,微电子科学与工程,2014011,3,99.06
pjxyqxbj106,同学|老师,通信工程学院,通信工程,2001011,3,99.79
pjxyqxbj105,同学|老师,通信工程学院,通信工程,2001015,3,99.78
pjxyqxbj103,同学|老师,通信工程学院,通信工程,2001014,3,99.71
pjxyqxbj102,同学|老师,物理与光电工程学院,光电信息科学与工程,2005031,3,92.21
pjxyqxbj100,同学|老师,物理与光电工程学院,光电信息科学与工程,2005031,3,97.94
pjxyqxbj098,同学|老师,微电子学院,微电子科学与工程,2014012,3,99.71
pjxyqxbj096,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.5
pjxyqxbj095,同学|老师,电子工程学院,电子信息工程,2002012,3,98.59
pjxyqxbj094,同学|老师,电子工程学院,电磁场与无线技术,2002061,3,99.39
pjxyqxbj093,同学|老师,通信工程学院,信息工程,2001052,3,99.79
pjxyqxbj092,同学|老师,空间科学与技术学院,探测制导与控制技术,2016011,3,99.71
pjxyqxbj089,同学|老师,空间科学与技术学院,飞行器设计与工程,2016031,3,99.1
pjxyqxbj088,同学|老师,微电子学院,集成电路设计与集成系统,2014023,3,99.66
pjxyqxbj086,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.17
pjxyqxbj084,同学|老师,空间科学与技术学院,探测制导与控制技术,2016011,3,99.64
pjxyqxbj082,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.76
pjxyqxbj080,同学|老师,电子工程学院,电磁场与无线技术,2002061,3,98.3
pjxyqxbj075,同学|老师,通信工程学院,通信工程,2001017,3,99.87
pjxyqxbj074,同学|老师,电子工程学院,电子信息工程,2002012,3,99.65
pjxyqxbj073,同学|老师,电子工程学院,电子信息工程,2002012,3,99.83
pjxyqxbj068,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.56
pjxyqxbj067,同学|老师,物理与光电工程学院,光电信息科学与工程,2005031,3,99.7
pjxyqxbj066,同学|老师,物理与光电工程学院,电波传播与天线,2005061,3,99.57
pjxyqxbj065,同学|老师,电子工程学院,电子信息工程,2002012,3,99.74
pjxyqxbj064,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.56
pjxyqxbj063,同学|老师,电子工程学院,遥感科学与技术,2002071,3,99.75
pjxyqxbj060,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.64
pjxyqxbj058,同学|老师,通信工程学院,通信工程,2001014,3,99.78
pjxyqxbj054,同学|老师,微电子学院,集成电路设计与集成系统,2014021,3,99.74
pjxyqxbj052,同学|老师,计算机科学与技术学院,软件工程,2003058,3,99.63
pjxyqxbj051,同学|老师,电子工程学院,电子信息工程,2002012,3,99.66
pjxyqxbj049,同学|老师,电子工程学院,电子信息工程,2002012,3,99.66
pjxyqxbj048,同学|老师,电子工程学院,电子信息工程,2002013,3,99.58
pjxyqxbj046,同学|老师,通信工程学院,信息工程,2001051,3,99.69
pjxyqxbj044,同学|老师,微电子学院,集成电路设计与集成系统,2014022,3,98.25
pjxyqxbj043,同学|老师,物理与光电工程学院,电子科学与技术,2005019,3,99.72
pjxyqxbj040,同学|老师,通信工程学院,通信工程,2001017,3,99.77
pjxyqxbj039,同学|老师,微电子学院,微电子科学与工程,2014011,3,99.63
pjxyqxbj038,同学|老师,微电子学院,集成电路设计与集成系统,2014022,3,99.84
pjxyqxbj035,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.54
pjxyqxbj034,同学|老师,电子工程学院,电子信息工程,2002013,3,99.7
pjxyqxbj032,同学|老师,电子工程学院,电子信息工程,2002013,3,99.72
pjxyqxbj031,同学|老师,微电子学院,集成电路设计与集成系统,2014023,3,99.79
pjxyqxbj029,同学|老师,电子工程学院,电磁场与无线技术,2002061,3,99.58
pjxyqxbj027,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.48
pjxyqxbj024,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.49
pjxyqxbj023,同学|老师,通信工程学院,通信工程,2001017,3,99.37
pjxyqxbj021,同学|老师,电子工程学院,遥感科学与技术,2002071,3,99.74
pjxyqxbj018,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.79
pjxyqxbj015,同学|老师,物理与光电工程学院,应用物理学,2005049,3,99.7
pjxyqxbj012,同学|老师,微电子学院,微电子科学与工程,2014011,3,99.76
pjxyqxbj008,同学|老师,通信工程学院,信息工程,2001051,3,99.82
pjxyqxbj007,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.7
pjxyqxbj006,同学|老师,物理与光电工程学院,电波传播与天线,2005061,3,98.13
pjxyqxbj002,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.85
pjxyqxbj001,同学|老师,微电子学院,微电子科学与工程,2014012,3,99.79
pjxyqxbk997,同学|老师,微电子学院,集成电路设计与集成系统,2014021,3,98.99
pjxyqxbk995,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.77
pjxyqxbk993,同学|老师,通信工程学院,通信工程,2001017,3,99.79
pjxyqxbk992,同学|老师,电子工程学院,电磁场与无线技术,2002061,3,99.7
pjxyqxbk991,同学|老师,微电子学院,集成电路设计与集成系统,2014023,3,99.75
pjxyqxbk987,同学|老师,微电子学院,集成电路设计与集成系统,2014021,3,99.5
pjxyqxbk981,同学|老师,物理与光电工程学院,电波传播与天线,2005061,3,98.71
pjxyqxbk980,同学|老师,电子工程学院,电子信息工程,2002013,3,99.59
pjxyqxbk978,同学|老师,电子工程学院,电磁场与无线技术,2002061,3,99.7
pjxyqxbk974,同学|老师,通信工程学院,通信工程,2001017,3,99.56
pjxyqxbk971,同学|老师,微电子学院,微电子科学与工程,2014011,3,99.65
pjxyqxbk969,同学|老师,通信工程学院,通信工程,2001014,3,99.91
pjxyqxbk965,同学|老师,微电子学院,微电子科学与工程,2014012,3,99.8
pjxyqxbk962,同学|老师,电子工程学院,电子信息工程,2002013,3,99.54
pjxyqxbk961,同学|老师,电子工程学院,电子信息工程,2002013,3,99.69
pjxyqxbk958,同学|老师,微电子学院,微电子科学与工程,2014011,3,99.76
pjxyqxbk957,同学|老师,微电子学院,集成电路设计与集成系统,2014022,3,99.66
pjxyqxbk954,同学|老师,微电子学院,集成电路设计与集成系统,2014022,3,99.5
pjxyqxbk953,同学|老师,电子工程学院,电子信息工程,2002013,3,99.79
pjxyqxbk951,同学|老师,微电子学院,集成电路设计与集成系统,2014023,3,99.77
pjxyqxbk950,同学|老师,通信工程学院,通信工程,2001013,3,99.57
pjxyqxbk947,同学|老师,微电子学院,集成电路设计与集成系统,2014023,3,99.69
pjxyqxbk945,同学|老师,通信工程学院,通信工程,2001017,3,99.73
pjxyqxbk943,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.66
pjxyqxbk941,同学|老师,物理与光电工程学院,电子科学与技术,2005019,3,99.51
pjxyqxbk939,同学|老师,通信工程学院,通信工程,2001014,3,98.94
pjxyqxbk937,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.69
pjxyqxbk936,同学|老师,物理与光电工程学院,电子科学与技术,2005018,3,99.53
pjxyqxbk935,同学|老师,网络与信息安全学院,网络空间安全,2018039,3,99.63
pjxyqxbk934,同学|老师,电子工程学院,遥感科学与技术,2002071,3,99.74
pjxyqxbk929,同学|老师,通信工程学院,通信工程,2001018,3,99.7
pjxyqxbk927,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.87
pjxyqxbk926,同学|老师,通信工程学院,信息工程,2001052,3,99.66
pjxyqxbk923,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.72
pjxyqxbk918,同学|老师,物理与光电工程学院,光电信息科学与工程,2005031,3,99.46
pjxyqxbk916,同学|老师,物理与光电工程学院,电子科学与技术,2005019,3,99.24
pjxyqxbk915,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.68
pjxyqxbk911,同学|老师,微电子学院,微电子科学与工程,2014011,3,99.8
pjxyqxbk910,同学|老师,通信工程学院,通信工程,2001013,3,99.46
pjxyqxbk909,同学|老师,微电子学院,微电子科学与工程,2014011,3,99.7
pjxyqxbk908,同学|老师,微电子学院,微电子科学与工程,2014019,3,99.71
pjxyqxbk907,同学|老师,电子工程学院,电子信息工程,2002013,3,99.7
pjxyqxbk905,同学|老师,通信工程学院,通信工程,2001019,3,99.55
pjxyqxbk903,同学|老师,通信工程学院,通信工程,2001012,3,98.61
pjxyqxbk902,同学|老师,微电子学院,集成电路设计与集成系统,2014023,3,99.88
pjxyqxbk900,同学|老师,电子工程学院,电子信息工程,2002019,3,99.86
pjxyqxbk899,同学|老师,电子工程学院,电子信息工程,2002013,3,99.69
pjxyqxbk898,同学|老师,通信工程学院,通信工程,2001015,3,99.72
pjxyqxbk895,同学|老师,微电子学院,微电子科学与工程,2014019,3,99.38
pjxyqxbk894,同学|老师,通信工程学院,通信工程,2001015,3,99.26
pjxyqxbk889,同学|老师,通信工程学院,通信工程,2001011,3,97.45
pjxyqxbk885,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.77
pjxyqxbk882,同学|老师,微电子学院,集成电路设计与集成系统,2014021,3,99.86
pjxyqxbk880,同学|老师,通信工程学院,通信工程,2001018,3,99.73
pjxyqxbk878,同学|老师,电子工程学院,电子信息工程,2002013,3,99.81
pjxyqxbk873,同学|老师,通信工程学院,通信工程,2001017,3,99.82
pjxyqxbk872,同学|老师,电子工程学院,电子信息工程,2002013,3,99.56
pjxyqxbk869,同学|老师,通信工程学院,通信工程,2001012,3,99.69
pjxyqxbk868,同学|老师,物理与光电工程学院,电子信息科学与技术,2005051,3,99.43
pjxyqxbk867,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.77
pjxyqxbk865,同学|老师,通信工程学院,通信工程,2001014,3,99.84
pjxyqxbk863,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.5
pjxyqxbk861,同学|老师,微电子学院,微电子科学与工程,2014012,3,99.71
pjxyqxbk855,同学|老师,微电子学院,微电子科学与工程,2014013,3,99.67
pjxyqxbk854,同学|老师,通信工程学院,通信工程,2001016,3,99.53
pjxyqxbk853,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.46
pjxyqxbk852,同学|老师,微电子学院,集成电路设计与集成系统,2014022,3,99.74
pjxyqxbk848,同学|老师,电子工程学院,电子信息工程,2002013,3,99.71
pjxyqxbk847,同学|老师,通信工程学院,通信工程,2001017,3,99.63
pjxyqxbk846,同学|老师,电子工程学院,电子信息工程,2002013,3,99.85
pjxyqxbk844,同学|老师,微电子学院,微电子科学与工程,2014011,3,99.83
pjxyqxbk843,同学|老师,物理与光电工程学院,应用物理学,2005049,3,99.76
pjxyqxbk841,同学|老师,电子工程学院,电子信息工程,2002018,3,99.6
pjxyqxbk840,同学|老师,通信工程学院,通信工程,2001015,3,99.63
pjxyqxbk839,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.47
pjxyqxbk836,同学|老师,微电子学院,集成电路设计与集成系统,2014028,3,99.67
pjxyqxbk835,同学|老师,电子工程学院,电子信息工程,2002013,3,99.41
pjxyqxbk828,同学|老师,通信工程学院,通信工程,2001012,3,99.6
pjxyqxbk827,同学|老师,通信工程学院,通信工程,2001015,3,99.71
pjxyqxbk826,同学|老师,微电子学院,集成电路设计与集成系统,2014023,3,99.78
pjxyqxbk825,同学|老师,物理与光电工程学院,光电信息科学与工程,2005031,3,99.15
pjxyqxbk823,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,99.59
pjxyqxbk822,同学|老师,通信工程学院,通信工程,2001011,3,99.73
pjxyqxbk820,同学|老师,电子工程学院,电子信息工程,2002013,3,99.72
pjxyqxbk816,同学|老师,通信工程学院,信息工程,2001051,3,99.51
pjxyqxbk813,同学|老师,物理与光电工程学院,电子科学与技术,2005011,3,95.61
pjxyqxbk812,同学|老师,空间科学与技术学院,探测制导与控制技术,2016011,3,99.7
pjxyqxbk811,同学|老师,通信工程学院,通信工程,2001015,3,99.6
pjxyqxbk810,同学|老师,通信工程学院,通信工程,2001015,3,99.81
pjxyqxbk807,同学|老师,通信工程学院,信息工程,2001052,3,99.92
pjxyqxbk804,同学|老师,电子工程学院,电子信息工程,2002013,3,99.04
pjxyqxbk803,同学|老师,通信工程学院,通信工程,2001015,3,99.7
pjxyqxbk801,同学|老师,电子工程学院,电子信息工程,2002013,3,99.76
