WID(wid),XSBH(学生编号),TJNY(统计年月),SWLJSC(上网累计时长),XXPJZ(学校平均值),XN(学年),XQ(学期),TBRQ(同步日期),TBLX(同步类型),CZRQ(操作日期),CZZ(操作者),CZZXM(操作者姓名)
E89FF60539F04C4CE053C97975CA80DF,pjxyqwbk868,2022-09-01,313.59,,,,,,,,同学|老师
E89FF60539F94C4CE053C97975CA80DF,pjxyqwbj385,2022-09-01,362.45,,,,,,,,同学|老师
ECA0DF04FC936F1AE053C97975CAB1EB,pjxyqxbj305,2022-10-01,646.26,,,,,,,,同学|老师
ECA0DF04FCBF6F1AE053C97975CAB1EB,pjxyqxbj125,2022-10-01,347.77,,,,,,,,同学|老师
ECA0DF04FCCD6F1AE053C97975CAB1EB,pjxyqxbl793,2022-10-01,602.67,,,,,,,,同学|老师
ECA0DF04FCE06F1AE053C97975CAB1EB,pjxyqwbj590,2022-10-01,947.9,,,,,,,,同学|老师
ECA0DF0503F16F1AE053C97975CAB1EB,pjxyqxbk067,2022-10-01,4.15,,,,,,,,同学|老师
ECA0DF04FE8D6F1AE053C97975CAB1EB,pjwrqxbj956,2022-10-01,423.32,,,,,,,,同学|老师
ECA0DF04FE9F6F1AE053C97975CAB1EB,pjxyqxbl738,2022-10-01,423.5,,,,,,,,同学|老师
ECA0DF04FEA66F1AE053C97975CAB1EB,pjxyqwbk810,2022-10-01,78.41,,,,,,,,同学|老师
ECA0DF04FECC6F1AE053C97975CAB1EB,pjxyqwbk664,2022-10-01,459.54,,,,,,,,同学|老师
ECA0DF05052E6F1AE053C97975CAB1EB,pjxyqxbj688,2022-11-01,288.92,,,,,,,,同学|老师
E89FF6053F854C4CE053C97975CA80DF,pjxyqxbj831,2022-09-01,566.39,,,,,,,,同学|老师
E89FF6053A154C4CE053C97975CA80DF,pjxyqxbj528,2022-09-01,579.39,,,,,,,,同学|老师
ECA0DF04FA1A6F1AE053C97975CAB1EB,pjxyqxbk497,2022-10-01,571.42,,,,,,,,同学|老师
ECA0DF04FA1C6F1AE053C97975CAB1EB,pjxyqxbj885,2022-10-01,548.63,,,,,,,,同学|老师
ECA0DF04FA236F1AE053C97975CAB1EB,pjxyqxbk679,2022-10-01,430.7,,,,,,,,同学|老师
ECA0DF04FA256F1AE053C97975CAB1EB,pjxyqxbj554,2022-10-01,479.63,,,,,,,,同学|老师
ECA0DF04FA2C6F1AE053C97975CAB1EB,pjxyqwbj312,2022-10-01,450.93,,,,,,,,同学|老师
ECA0DF04FA396F1AE053C97975CAB1EB,pjwrqxbj916,2022-10-01,582.34,,,,,,,,同学|老师
ECA0DF04FA456F1AE053C97975CAB1EB,pjxyqxbl746,2022-10-01,354.58,,,,,,,,同学|老师
ECA0DF04FA576F1AE053C97975CAB1EB,pjxuqwbj526,2022-10-01,476.03,,,,,,,,同学|老师
ECA0DF04FA586F1AE053C97975CAB1EB,pjxyqxbk388,2022-10-01,387.81,,,,,,,,同学|老师
ECA0DF04FA746F1AE053C97975CAB1EB,pjxyqwbj041,2022-10-01,557.95,,,,,,,,同学|老师
ECA0DF0503F96F1AE053C97975CAB1EB,pjxsqxbj760,2022-10-01,14.64,,,,,,,,同学|老师
ECA0DF0504056F1AE053C97975CAB1EB,pjxyqxbl766,2022-11-01,218.54,,,,,,,,同学|老师
ECA0DF0504136F1AE053C97975CAB1EB,pjxsqxbj994,2022-11-01,626.61,,,,,,,,同学|老师
ECA0DF05041E6F1AE053C97975CAB1EB,pjxyqxbj074,2022-11-01,393.92,,,,,,,,同学|老师
ECA0DF05042C6F1AE053C97975CAB1EB,pjxyqwbj487,2022-11-01,241.61,,,,,,,,同学|老师
ECA0DF05043F6F1AE053C97975CAB1EB,pjxuqwbj495,2022-11-01,160.26,,,,,,,,同学|老师
E89FF60534C24C4CE053C97975CA80DF,pjxyqwbj497,2022-09-01,237.48,,,,,,,,同学|老师
E89FF60534CF4C4CE053C97975CA80DF,pjxyqxbj770,2022-09-01,946.69,,,,,,,,同学|老师
E89FF60534D14C4CE053C97975CA80DF,pjxyqxbl891,2022-09-01,565.67,,,,,,,,同学|老师
E89FF60534D34C4CE053C97975CA80DF,pjxyqwbj624,2022-09-01,164.87,,,,,,,,同学|老师
ECA0DF0505666F1AE053C97975CAB1EB,pjxuqwbj726,2022-11-01,428.5,,,,,,,,同学|老师
ECA0DF0505826F1AE053C97975CAB1EB,pjxyqwbj002,2022-11-01,406.66,,,,,,,,同学|老师
ECA0DF0505856F1AE053C97975CAB1EB,pjxuqwbj485,2022-11-01,513.71,,,,,,,,同学|老师
E89FF60536844C4CE053C97975CA80DF,pjxyqwbk656,2022-09-01,1078.8,,,,,,,,同学|老师
E89FF60536894C4CE053C97975CA80DF,pjxrqxbj944,2022-09-01,1897.24,,,,,,,,同学|老师
E89FF60536914C4CE053C97975CA80DF,pjxuqwbj528,2022-09-01,176.13,,,,,,,,同学|老师
ECA0DF0500476F1AE053C97975CAB1EB,pjxyqwbk527,2022-09-01,932.27,,,,,,,,同学|老师
ECA0DF05005C6F1AE053C97975CAB1EB,pjxyqwbk865,2022-10-01,399.15,,,,,,,,同学|老师
ECA0DF05006A6F1AE053C97975CAB1EB,pjxuqwbj491,2022-09-01,277.2,,,,,,,,同学|老师
ECA0DF0500726F1AE053C97975CAB1EB,pjxuqwbj787,2022-09-01,812.17,,,,,,,,同学|老师
ECA0DF04FA7E6F1AE053C97975CAB1EB,pjxyqxbl821,2022-10-01,640.63,,,,,,,,同学|老师
ECA0DF04FA806F1AE053C97975CAB1EB,pjxyqxbk209,2022-10-01,327.02,,,,,,,,同学|老师
ECA0DF04FA826F1AE053C97975CAB1EB,pjxyqwbj958,2022-10-01,908.93,,,,,,,,同学|老师
ECA0DF04FA926F1AE053C97975CAB1EB,pjxsqxbj884,2022-10-01,787.45,,,,,,,,同学|老师
ECA0DF0502086F1AE053C97975CAB1EB,pjxyqxbj676,2022-09-01,71.66,,,,,,,,同学|老师
ECA0DF0502176F1AE053C97975CAB1EB,pjxyqwbj542,2022-09-01,7.93,,,,,,,,同学|老师
ECA0DF05021A6F1AE053C97975CAB1EB,pjxyqwbk804,2022-09-01,26.6,,,,,,,,同学|老师
ECA0DF0502256F1AE053C97975CAB1EB,pjxyqwbk727,2022-09-01,18.05,,,,,,,,同学|老师
E89FF60534EF4C4CE053C97975CA80DF,pjxyqxbj667,2022-09-01,134.12,,,,,,,,同学|老师
E89FF60534F34C4CE053C97975CA80DF,pjxyqxbk713,2022-09-01,441.24,,,,,,,,同学|老师
E89FF6053C0C4C4CE053C97975CA80DF,pjxyqwbj852,2022-09-01,3283.98,,,,,,,,同学|老师
E89FF6053C104C4CE053C97975CA80DF,pjxyqwbk622,2022-09-01,2851.84,,,,,,,,同学|老师
E89FF605369F4C4CE053C97975CA80DF,pjxyqxbk826,2022-09-01,559.22,,,,,,,,同学|老师
E89FF60536AD4C4CE053C97975CA80DF,pjxyqxbk855,2022-09-01,484.97,,,,,,,,同学|老师
E89FF60536B74C4CE053C97975CA80DF,pjxyqxbk101,2022-09-01,338.54,,,,,,,,同学|老师
E89FF60536C34C4CE053C97975CA80DF,pjxyqxbj857,2022-09-01,263.68,,,,,,,,同学|老师
E89FF60536E14C4CE053C97975CA80DF,pjxyqxbj569,2022-09-01,579.51,,,,,,,,同学|老师
E89FF60536814C4CE053C97975CA80DF,pjxyqxbk331,2022-09-01,1012.29,,,,,,,,同学|老师
E89FF6053DC74C4CE053C97975CA80DF,pjxqqxbj977,2022-09-01,871.19,,,,,,,,同学|老师
E89FF605311E4C4CE053C97975CA80DF,pjxxzxkj990,2022-09-01,708.04,,,,,,,,同学|老师
E89FF605313E4C4CE053C97975CA80DF,pjwrqxbj916,2022-09-01,2160.13,,,,,,,,同学|老师
E89FF605316F4C4CE053C97975CA80DF,pjxyqxbj195,2022-09-01,542.43,,,,,,,,同学|老师
ECA0DF0502566F1AE053C97975CAB1EB,pjxyqxbk068,2022-09-01,2.43,,,,,,,,同学|老师
ECA0DF0502686F1AE053C97975CAB1EB,pjxyqxbk269,2022-09-01,36.46,,,,,,,,同学|老师
E89FF60532F74C4CE053C97975CA80DF,pjxyqxbj521,2022-09-01,571.88,,,,,,,,同学|老师
E89FF60532FD4C4CE053C97975CA80DF,pjxyqwbj253,2022-09-01,378.12,,,,,,,,同学|老师
E89FF60533004C4CE053C97975CA80DF,pjxyqxbk629,2022-09-01,373.54,,,,,,,,同学|老师
E89FF60533014C4CE053C97975CA80DF,pjxyqxbl781,2022-09-01,393.9,,,,,,,,同学|老师
E89FF60533054C4CE053C97975CA80DF,pjxyqxbj277,2022-09-01,328.71,,,,,,,,同学|老师
E89FF60533064C4CE053C97975CA80DF,pjxyqxbk046,2022-09-01,578.13,,,,,,,,同学|老师
E89FF605330D4C4CE053C97975CA80DF,pjxyqwbj966,2022-09-01,237.06,,,,,,,,同学|老师
E89FF605331B4C4CE053C97975CA80DF,pjxyqxbj315,2022-09-01,826.69,,,,,,,,同学|老师
E89FF60533314C4CE053C97975CA80DF,pjxuqwbj519,2022-09-01,716.0,,,,,,,,同学|老师
E89FF6053C2A4C4CE053C97975CA80DF,pjxyqxbj743,2022-09-01,214.4,,,,,,,,同学|老师
E89FF6053C534C4CE053C97975CA80DF,pjxsqxbj778,2022-09-01,322.91,,,,,,,,同学|老师
E89FF6053C564C4CE053C97975CA80DF,pjxyqwbj527,2022-09-01,3815.38,,,,,,,,同学|老师
E89FF6053C5E4C4CE053C97975CA80DF,pjxyqxbl821,2022-09-01,361.29,,,,,,,,同学|老师
E89FF6053C5F4C4CE053C97975CA80DF,pjxyqxbj443,2022-09-01,580.57,,,,,,,,同学|老师
ECA0DF04FCE76F1AE053C97975CAB1EB,pjxuqwbj545,2022-10-01,350.24,,,,,,,,同学|老师
ECA0DF04FCF86F1AE053C97975CAB1EB,pjxyqwbj564,2022-10-01,136.93,,,,,,,,同学|老师
ECA0DF04FCFB6F1AE053C97975CAB1EB,pjxyqxbj895,2022-10-01,484.7,,,,,,,,同学|老师
E89FF6053E244C4CE053C97975CA80DF,pjxyqwbj033,2022-09-01,46.51,,,,,,,,同学|老师
E89FF605318A4C4CE053C97975CA80DF,pjxyqxbl774,2022-09-01,521.82,,,,,,,,同学|老师
E89FF605385C4C4CE053C97975CA80DF,pjxuqwbj644,2022-09-01,219.7,,,,,,,,同学|老师
E89FF60538774C4CE053C97975CA80DF,pjxuqwbj870,2022-09-01,604.93,,,,,,,,同学|老师
E89FF60538784C4CE053C97975CA80DF,pjxyqwbj020,2022-09-01,1292.86,,,,,,,,同学|老师
E89FF605387B4C4CE053C97975CA80DF,pjxyqxbk601,2022-09-01,892.54,,,,,,,,同学|老师
E89FF605388B4C4CE053C97975CA80DF,pjxyqxbj167,2022-09-01,447.36,,,,,,,,同学|老师
E89FF60538904C4CE053C97975CA80DF,pjxyqxbk974,2022-09-01,1940.16,,,,,,,,同学|老师
E89FF60538994C4CE053C97975CA80DF,pjxyqxbj490,2022-09-01,140.28,,,,,,,,同学|老师
E89FF60538AD4C4CE053C97975CA80DF,pjxyqxbk368,2022-09-01,999.31,,,,,,,,同学|老师
E89FF60533374C4CE053C97975CA80DF,pjxyqwbk870,2022-09-01,325.32,,,,,,,,同学|老师
E89FF605334E4C4CE053C97975CA80DF,pjxwxxbj908,2022-09-01,256.64,,,,,,,,同学|老师
E89FF60533524C4CE053C97975CA80DF,pjxyqxbl939,2022-09-01,678.95,,,,,,,,同学|老师
E89FF60533574C4CE053C97975CA80DF,pjxyqwbj328,2022-09-01,316.09,,,,,,,,同学|老师
E89FF6053A1F4C4CE053C97975CA80DF,pjxyqxbj948,2022-09-01,261.02,,,,,,,,同学|老师
E89FF6053A2D4C4CE053C97975CA80DF,pjxyqxbl990,2022-09-01,1964.53,,,,,,,,同学|老师
E89FF6053A544C4CE053C97975CA80DF,pjxxxxbj986,2022-09-01,1247.81,,,,,,,,同学|老师
E89FF6053A5F4C4CE053C97975CA80DF,pjxpqxbj945,2022-09-01,2567.87,,,,,,,,同学|老师
E89FF6053A614C4CE053C97975CA80DF,pjxyqxbj334,2022-09-01,124.71,,,,,,,,同学|老师
E89FF6053A624C4CE053C97975CA80DF,pjxyqwbj872,2022-09-01,167.28,,,,,,,,同学|老师
ECA0DF04FD096F1AE053C97975CAB1EB,pjxyqxbk748,2022-10-01,485.87,,,,,,,,同学|老师
ECA0DF04FD146F1AE053C97975CAB1EB,pjxpqxbj918,2022-10-01,44.37,,,,,,,,同学|老师
ECA0DF04FD176F1AE053C97975CAB1EB,pjxsqxbj796,2022-10-01,658.71,,,,,,,,同学|老师
ECA0DF04FD286F1AE053C97975CAB1EB,pjxyqxbk343,2022-10-01,314.79,,,,,,,,同学|老师
ECA0DF04FD2B6F1AE053C97975CAB1EB,pjxyqwbj305,2022-10-01,93.5,,,,,,,,同学|老师
ECA0DF04FD2E6F1AE053C97975CAB1EB,pjxyqwbj347,2022-10-01,236.68,,,,,,,,同学|老师
ECA0DF04FD306F1AE053C97975CAB1EB,pjxyqwbj497,2022-10-01,200.29,,,,,,,,同学|老师
ECA0DF04FD356F1AE053C97975CAB1EB,pjxsqxbj863,2022-10-01,396.31,,,,,,,,同学|老师
ECA0DF04FD406F1AE053C97975CAB1EB,pjxyqwbk812,2022-10-01,619.15,,,,,,,,同学|老师
ECA0DF05044E6F1AE053C97975CAB1EB,pjxyqwbj674,2022-11-01,618.97,,,,,,,,同学|老师
ECA0DF04FF006F1AE053C97975CAB1EB,pjxyqwbj788,2022-10-01,31.95,,,,,,,,同学|老师
ECA0DF04FF196F1AE053C97975CAB1EB,pjxyqwbj925,2022-10-01,638.67,,,,,,,,同学|老师
ECA0DF04FF316F1AE053C97975CAB1EB,pjxyqxbl779,2022-10-01,14.22,,,,,,,,同学|老师
ECA0DF0505A46F1AE053C97975CAB1EB,pjwtqxbj928,2022-11-01,373.3,,,,,,,,同学|老师
E89FF6053FBB4C4CE053C97975CA80DF,pjxyqxbk079,2022-09-01,2491.6,,,,,,,,同学|老师
E89FF6053FBD4C4CE053C97975CA80DF,pjxyqwbj923,2022-09-01,1453.72,,,,,,,,同学|老师
E89FF6053FC34C4CE053C97975CA80DF,pjwtqxbj968,2022-09-01,147.32,,,,,,,,同学|老师
E89FF6053FDF4C4CE053C97975CA80DF,pjxyqxbl984,2022-09-01,9.22,,,,,,,,同学|老师
E89FF6053FEB4C4CE053C97975CA80DF,pjxyqwbj691,2022-09-01,2273.09,,,,,,,,同学|老师
E89FF6053FF04C4CE053C97975CA80DF,pjxyqxbk426,2022-09-01,7.92,,,,,,,,同学|老师
E89FF6053A714C4CE053C97975CA80DF,pjxrqxbj958,2022-09-01,780.33,,,,,,,,同学|老师
E89FF6053A7A4C4CE053C97975CA80DF,pjxyqxbk261,2022-09-01,1200.23,,,,,,,,同学|老师
E89FF6053A7C4C4CE053C97975CA80DF,pjxyqwbj397,2022-09-01,316.35,,,,,,,,同学|老师
E89FF6053A804C4CE053C97975CA80DF,pjxwxxbj905,2022-09-01,229.35,,,,,,,,同学|老师
E89FF6053A824C4CE053C97975CA80DF,pjxyqwbj174,2022-09-01,924.49,,,,,,,,同学|老师
E89FF6053A8F4C4CE053C97975CA80DF,pjxyqxbj400,2022-09-01,607.87,,,,,,,,同学|老师
ECA0DF04FA966F1AE053C97975CAB1EB,pjxyqxbj570,2022-10-01,1037.79,,,,,,,,同学|老师
ECA0DF04FA9F6F1AE053C97975CAB1EB,pjxyqwbj279,2022-10-01,191.23,,,,,,,,同学|老师
ECA0DF04FABC6F1AE053C97975CAB1EB,pjxyqxbk900,2022-10-01,403.08,,,,,,,,同学|老师
ECA0DF04FAC16F1AE053C97975CAB1EB,pjxyqxbj957,2022-10-01,277.35,,,,,,,,同学|老师
ECA0DF04FAC46F1AE053C97975CAB1EB,pjxyqxbl774,2022-10-01,315.24,,,,,,,,同学|老师
ECA0DF04FAD66F1AE053C97975CAB1EB,pjxrqxbj918,2022-10-01,927.1,,,,,,,,同学|老师
ECA0DF05047D6F1AE053C97975CAB1EB,pjxwxxbj992,2022-11-01,555.78,,,,,,,,同学|老师
ECA0DF0504806F1AE053C97975CAB1EB,pjxyqxbk454,2022-11-01,366.47,,,,,,,,同学|老师
ECA0DF0504846F1AE053C97975CAB1EB,pjxyqxbk287,2022-11-01,335.42,,,,,,,,同学|老师
ECA0DF0504936F1AE053C97975CAB1EB,pjxyqxbk997,2022-11-01,945.51,,,,,,,,同学|老师
ECA0DF0504946F1AE053C97975CAB1EB,pjxyqxbj853,2022-11-01,277.11,,,,,,,,同学|老师
ECA0DF05049B6F1AE053C97975CAB1EB,pjxyqwbk631,2022-11-01,514.98,,,,,,,,同学|老师
ECA0DF0504A06F1AE053C97975CAB1EB,pjxyqxbk391,2022-11-01,340.57,,,,,,,,同学|老师
ECA0DF0504A26F1AE053C97975CAB1EB,pjxyqxbk573,2022-11-01,695.47,,,,,,,,同学|老师
E89FF605352F4C4CE053C97975CA80DF,pjxyqxbl913,2022-09-01,407.59,,,,,,,,同学|老师
E89FF60535424C4CE053C97975CA80DF,pjxyqxbk335,2022-09-01,686.93,,,,,,,,同学|老师
ECA0DF0505C56F1AE053C97975CAB1EB,pjxsqxbj909,2022-11-01,656.52,,,,,,,,同学|老师
ECA0DF0505C66F1AE053C97975CAB1EB,pjxyqwbk812,2022-11-01,814.81,,,,,,,,同学|老师
ECA0DF0505C76F1AE053C97975CAB1EB,pjxyqwbk736,2022-11-01,379.56,,,,,,,,同学|老师
ECA0DF0505C86F1AE053C97975CAB1EB,pjxyqxbj973,2022-11-01,568.36,,,,,,,,同学|老师
ECA0DF0505FC6F1AE053C97975CAB1EB,pjxuqwbj927,2022-11-01,597.0,,,,,,,,同学|老师
E89FF60536FC4C4CE053C97975CA80DF,pjxyqwbj671,2022-09-01,283.96,,,,,,,,同学|老师
ECA0DF0500A86F1AE053C97975CAB1EB,pjxyqwbj772,2022-09-01,290.5,,,,,,,,同学|老师
ECA0DF0500A96F1AE053C97975CAB1EB,pjxyqwbj047,2022-09-01,248.65,,,,,,,,同学|老师
ECA0DF0500AA6F1AE053C97975CAB1EB,pjxyqwbk710,2022-09-01,189.12,,,,,,,,同学|老师
ECA0DF0500AB6F1AE053C97975CAB1EB,pjxyqxbk388,2022-09-01,206.38,,,,,,,,同学|老师
ECA0DF0500B06F1AE053C97975CAB1EB,pjxyqwbj897,2022-09-01,109.09,,,,,,,,同学|老师
ECA0DF0500B36F1AE053C97975CAB1EB,pjxuqwbj853,2022-09-01,334.21,,,,,,,,同学|老师
ECA0DF0500B76F1AE053C97975CAB1EB,pjxyqxbk305,2022-09-01,138.95,,,,,,,,同学|老师
ECA0DF0500C36F1AE053C97975CAB1EB,pjxpqxbj975,2022-09-01,173.68,,,,,,,,同学|老师
ECA0DF0500D16F1AE053C97975CAB1EB,pjxyqwbj769,2022-09-01,343.66,,,,,,,,同学|老师
ECA0DF0500D56F1AE053C97975CAB1EB,pjxyqwbk923,2022-09-01,248.21,,,,,,,,同学|老师
ECA0DF0500D96F1AE053C97975CAB1EB,pjxyqxbj317,2022-09-01,129.76,,,,,,,,同学|老师
ECA0DF0500E26F1AE053C97975CAB1EB,pjwrqxbj884,2022-09-01,107.47,,,,,,,,同学|老师
ECA0DF0500E96F1AE053C97975CAB1EB,pjxuqwbj525,2022-09-01,271.65,,,,,,,,同学|老师
ECA0DF0500EC6F1AE053C97975CAB1EB,pjxuqwbj745,2022-09-01,115.85,,,,,,,,同学|老师
ECA0DF0501036F1AE053C97975CAB1EB,pjxyqxbk210,2022-09-01,188.76,,,,,,,,同学|老师
ECA0DF05010A6F1AE053C97975CAB1EB,pjxyqxbk743,2022-09-01,234.6,,,,,,,,同学|老师
ECA0DF04FAFF6F1AE053C97975CAB1EB,pjxuqwbj676,2022-10-01,846.85,,,,,,,,同学|老师
ECA0DF0502976F1AE053C97975CAB1EB,pjwtqxbj933,2022-09-01,0.07,,,,,,,,同学|老师
E89FF60535604C4CE053C97975CA80DF,pjxyqxbk643,2022-09-01,519.57,,,,,,,,同学|老师
E89FF605356A4C4CE053C97975CA80DF,pjxyqwbj347,2022-09-01,140.08,,,,,,,,同学|老师
E89FF605356E4C4CE053C97975CA80DF,pjxuqwbj674,2022-09-01,107.11,,,,,,,,同学|老师
E89FF60535734C4CE053C97975CA80DF,pjxyqwbj108,2022-09-01,25.78,,,,,,,,同学|老师
E89FF605358B4C4CE053C97975CA80DF,pjxyqxbj452,2022-09-01,1059.79,,,,,,,,同学|老师
E89FF60535934C4CE053C97975CA80DF,pjxyqxbk597,2022-09-01,111.95,,,,,,,,同学|老师
E89FF6053C674C4CE053C97975CA80DF,pjxyqwbj261,2022-09-01,156.89,,,,,,,,同学|老师
E89FF6053C694C4CE053C97975CA80DF,pjxwxxbj949,2022-09-01,160.3,,,,,,,,同学|老师
E89FF6053C744C4CE053C97975CA80DF,pjxyqwbj018,2022-09-01,809.59,,,,,,,,同学|老师
E89FF6053C7D4C4CE053C97975CA80DF,pjxuqwbj781,2022-09-01,373.3,,,,,,,,同学|老师
E89FF6053C7E4C4CE053C97975CA80DF,pjxuqwbj814,2022-09-01,262.06,,,,,,,,同学|老师
E89FF6053C7F4C4CE053C97975CA80DF,pjxyqxbj146,2022-09-01,330.51,,,,,,,,同学|老师
E89FF60537124C4CE053C97975CA80DF,pjxyqxbk094,2022-09-01,504.27,,,,,,,,同学|老师
E89FF60537234C4CE053C97975CA80DF,pjxyqwbk562,2022-09-01,73.36,,,,,,,,同学|老师
E89FF60537464C4CE053C97975CA80DF,pjxyqxbl904,2022-09-01,399.03,,,,,,,,同学|老师
E89FF605374C4C4CE053C97975CA80DF,pjxyqxbj533,2022-09-01,475.66,,,,,,,,同学|老师
E89FF60537504C4CE053C97975CA80DF,pjxyqwbj820,2022-09-01,3322.76,,,,,,,,同学|老师
ECA0DF05010C6F1AE053C97975CAB1EB,pjxyqxbj021,2022-09-01,168.92,,,,,,,,同学|老师
E89FF60531904C4CE053C97975CA80DF,pjxyqxbk160,2022-09-01,664.84,,,,,,,,同学|老师
E89FF60531AF4C4CE053C97975CA80DF,pjxyqwbj412,2022-09-01,472.64,,,,,,,,同学|老师
E89FF60531B54C4CE053C97975CA80DF,pjxyqxbk015,2022-09-01,190.11,,,,,,,,同学|老师
E89FF60531B64C4CE053C97975CA80DF,pjxyqxbj147,2022-09-01,411.09,,,,,,,,同学|老师
E89FF60531B84C4CE053C97975CA80DF,pjxqzxbj996,2022-09-01,19.51,,,,,,,,同学|老师
E89FF60531D04C4CE053C97975CA80DF,pjxyqwbj410,2022-09-01,991.91,,,,,,,,同学|老师
E89FF60531DC4C4CE053C97975CA80DF,pjxyqxbk978,2022-09-01,391.25,,,,,,,,同学|老师
E89FF60531ED4C4CE053C97975CA80DF,pjwtqxbj979,2022-09-01,382.32,,,,,,,,同学|老师
E89FF60531EE4C4CE053C97975CA80DF,pjxuqwbj586,2022-09-01,278.01,,,,,,,,同学|老师
E89FF60531F54C4CE053C97975CA80DF,pjxsqxbj995,2022-09-01,258.3,,,,,,,,同学|老师
E89FF605335D4C4CE053C97975CA80DF,pjxyqxbk951,2022-09-01,560.68,,,,,,,,同学|老师
E89FF60533604C4CE053C97975CA80DF,pjxyqwbj311,2022-09-01,444.1,,,,,,,,同学|老师
E89FF60533724C4CE053C97975CA80DF,pjxyqxbk328,2022-09-01,479.27,,,,,,,,同学|老师
E89FF605337F4C4CE053C97975CA80DF,pjxyqxbj174,2022-09-01,473.25,,,,,,,,同学|老师
E89FF60533874C4CE053C97975CA80DF,pjxsqxbj885,2022-09-01,376.58,,,,,,,,同学|老师
E89FF605338E4C4CE053C97975CA80DF,pjxyqwbj267,2022-09-01,147.59,,,,,,,,同学|老师
E89FF605339E4C4CE053C97975CA80DF,pjxyqxbj757,2022-09-01,1109.04,,,,,,,,同学|老师
E89FF60533A04C4CE053C97975CA80DF,pjxyqxbk346,2022-09-01,820.67,,,,,,,,同学|老师
E89FF6053C814C4CE053C97975CA80DF,pjxuqwbj478,2022-09-01,344.93,,,,,,,,同学|老师
E89FF6053C824C4CE053C97975CA80DF,pjxuqwbj873,2022-09-01,59.72,,,,,,,,同学|老师
E89FF6053C904C4CE053C97975CA80DF,pjxyqwbj739,2022-09-01,211.68,,,,,,,,同学|老师
E89FF6053C974C4CE053C97975CA80DF,pjxyqwbj687,2022-09-01,131.7,,,,,,,,同学|老师
E89FF6053C9F4C4CE053C97975CA80DF,pjxyqxbk481,2022-09-01,258.11,,,,,,,,同学|老师
E89FF6053CA74C4CE053C97975CA80DF,pjxyqxbl826,2022-09-01,466.89,,,,,,,,同学|老师
E89FF6053CA84C4CE053C97975CA80DF,pjxyqxbk224,2022-09-01,293.65,,,,,,,,同学|老师
E89FF6053CAD4C4CE053C97975CA80DF,pjxsqxbj801,2022-09-01,233.99,,,,,,,,同学|老师
E89FF6053CB04C4CE053C97975CA80DF,pjxyqxbk457,2022-09-01,1087.21,,,,,,,,同学|老师
E89FF6053CBA4C4CE053C97975CA80DF,pjxuqwbj622,2022-09-01,938.18,,,,,,,,同学|老师
E89FF6053CC04C4CE053C97975CA80DF,pjxrqxbj939,2022-09-01,335.11,,,,,,,,同学|老师
E89FF6053CC14C4CE053C97975CA80DF,pjxxxxbj980,2022-09-01,1061.51,,,,,,,,同学|老师
E89FF6053CC44C4CE053C97975CA80DF,pjxqzxbj994,2022-09-01,381.56,,,,,,,,同学|老师
E89FF6053CC64C4CE053C97975CA80DF,pjxyqxbk840,2022-09-01,174.58,,,,,,,,同学|老师
E89FF6053CCE4C4CE053C97975CA80DF,pjxyqxbk941,2022-09-01,411.73,,,,,,,,同学|老师
E89FF6053CD34C4CE053C97975CA80DF,pjxyqxbl987,2022-09-01,850.04,,,,,,,,同学|老师
E89FF6053CD44C4CE053C97975CA80DF,pjxyqwbk607,2022-09-01,189.58,,,,,,,,同学|老师
ECA0DF04FD606F1AE053C97975CAB1EB,pjxuqwbj933,2022-10-01,242.23,,,,,,,,同学|老师
ECA0DF04FD7F6F1AE053C97975CAB1EB,pjxyqwbj400,2022-10-01,958.31,,,,,,,,同学|老师
ECA0DF04FD806F1AE053C97975CAB1EB,pjxyqwbj421,2022-10-01,501.87,,,,,,,,同学|老师
E89FF6053E784C4CE053C97975CA80DF,pjwrqxbj974,2022-09-01,319.6,,,,,,,,同学|老师
E89FF6053E8D4C4CE053C97975CA80DF,pjxyqwbj791,2022-09-01,168.42,,,,,,,,同学|老师
E89FF6053EA24C4CE053C97975CA80DF,pjxsqxbj796,2022-09-01,2165.5,,,,,,,,同学|老师
E89FF60531FB4C4CE053C97975CA80DF,pjxyqxbl757,2022-09-01,659.14,,,,,,,,同学|老师
E89FF60538D84C4CE053C97975CA80DF,pjxyqwbj156,2022-09-01,16.19,,,,,,,,同学|老师
E89FF60538DB4C4CE053C97975CA80DF,pjxwzxkj985,2022-09-01,353.77,,,,,,,,同学|老师
E89FF60538E34C4CE053C97975CA80DF,pjxyqxbk307,2022-09-01,205.36,,,,,,,,同学|老师
E89FF60538F74C4CE053C97975CA80DF,pjxrqxbj969,2022-09-01,1376.22,,,,,,,,同学|老师
E89FF605390D4C4CE053C97975CA80DF,pjxyqxbk182,2022-09-01,5431.02,,,,,,,,同学|老师
E89FF605391B4C4CE053C97975CA80DF,pjxyqxbk863,2022-09-01,629.13,,,,,,,,同学|老师
E89FF605391D4C4CE053C97975CA80DF,pjxwzxbj996,2022-09-01,483.75,,,,,,,,同学|老师
E89FF60533AE4C4CE053C97975CA80DF,pjxyqxbj740,2022-09-01,243.93,,,,,,,,同学|老师
E89FF60533C54C4CE053C97975CA80DF,pjxyqxbk472,2022-09-01,348.74,,,,,,,,同学|老师
