学号_统一,学业_总修读学分,学业_学分加权平均分,学业_挂科学分占比,学业_绝对挂科门数,学业_奖学金累计总额
pjxuqwbj483,175.0,72.87028155026962,0.10857142236734729,8,0.0
pjxuqwbj485,160.5,87.17631855599261,0.0,2,600.0
pjxuqwbj488,152.0,82.34144195122092,0.026315787742382385,3,0.0
pjxuqwbj489,155.0,79.95999484129065,0.045161287408949195,2,0.0
pjxuqwbj490,220.7,59.74172814944594,0.2886270825270919,31,0.0
pjxuqwbj491,167.0,77.14550436254464,0.0688622713256125,3,600.0
pjxuqwbj492,160.5,85.93145882046986,0.0,2,2200.0
pjxuqwbj495,151.7,80.83783250904203,0.0,1,600.0
pjxuqwbj496,214.0,70.26214624943242,0.2219626064503455,15,0.0
pjxuqwbj497,278.5,54.0908418638836,0.4330340957617919,59,0.0
pjxuqwbj498,161.3,81.45194783310924,0.0,3,0.0
pjxuqwbj499,161.7,85.01978447620381,0.0,1,10600.0
pjxuqwbj500,155.7,90.32947396727849,0.0,1,11600.0
pjxuqwbj503,183.0,76.44097942945469,0.08469944892352738,5,0.0
pjxuqwbj505,176.2,84.70601108365432,0.0,1,1200.0
pjxuqwbj507,157.0,84.16050419359846,0.0,1,600.0
pjxuqwbj508,156.0,77.28525145607362,0.05128204799474051,2,600.0
pjxuqwbj511,171.2,69.17815016482767,0.1349298986606368,16,0.0
pjxuqwbj512,152.0,84.04473131284662,0.0,1,0.0
pjxuqwbj515,154.5,84.59416928193079,0.01294498298090725,1,3700.0
pjxuqwbj516,162.5,84.06707174971866,0.0,1,0.0
pjxuqwbj517,166.5,82.73513016605824,0.03003002822642473,5,600.0
pjxuqwbj519,152.0,90.06841512707794,0.0,0,2400.0
pjxuqwbj525,151.7,87.80091708629419,0.0,2,3200.0
pjxuqwbj526,183.0,81.85955836833014,0.0,1,0.0
pjxuqwbj527,157.0,83.2235615781171,0.0,0,1800.0
pjxuqwbj528,152.0,89.64933620728051,0.0,0,1200.0
pjxuqwbj529,170.0,74.62470149266463,0.06470587854671303,8,0.0
pjxuqwbj535,185.5,71.65929532833987,0.15902964102266084,13,0.0
pjxuqwbj536,160.5,85.82304761227118,0.0,0,1600.0
pjxuqwbj537,156.0,89.76313527159388,0.0,3,1800.0
pjxuqwbj538,189.5,68.1277008903588,0.21635882763277955,21,0.0
pjxuqwbj539,156.0,84.11089204417358,0.0,1,2200.0
pjxuqwbj540,153.5,79.54527169086178,0.0390879453362902,2,0.0
pjxuqwbj545,141.6,86.1264063470052,0.01836158062418216,2,600.0
pjxuqwbj546,142.2,82.88185071154355,0.0,0,600.0
pjxuqwbj547,183.0,86.48906631207288,0.0,0,1800.0
pjxuqwbj551,162.5,87.74830229241216,0.0,4,0.0
pjxuqwbj552,169.2,86.02895472642112,0.01182033027066606,9,21000.0
pjxuqwbj558,197.3,72.81854674006351,0.17486060948501725,15,0.0
pjxuqwbj559,148.0,89.79931825680282,0.0,0,3500.0
pjxuqwbj562,162.7,83.47387317308709,0.0,1,600.0
pjxuqwbj564,163.2,84.74968843445536,0.0,1,1200.0
pjxuqwbj565,185.0,81.52756316067226,0.0,4,0.0
pjxuqwbj566,178.0,72.1365128013195,0.1123595442494638,10,0.0
pjxuqwbj568,151.7,91.64139145409418,0.0,0,11100.0
pjxuqwbj571,156.0,87.73845591420155,0.0,0,3600.0
pjxuqwbj572,157.7,93.1724734830391,0.0,1,3300.0
pjxuqwbj573,152.2,89.71024377725074,0.013140603604428147,1,6800.0
pjxuqwbj574,148.0,87.81553460705848,0.0,0,3600.0
pjxuqwbj580,152.2,89.16293763712632,0.0,0,2100.0
pjxuqwbj581,152.0,84.97499440953985,0.0,1,2200.0
pjxuqwbj582,156.5,81.45430789429342,0.028753991772907873,4,600.0
pjxuqwbj583,152.0,95.09275690179231,0.0,3,25000.0
pjxuqwbj584,160.2,80.68913354000415,0.02496878745513187,4,1200.0
pjxuqwbj585,152.0,86.88157323147544,0.0,0,600.0
pjxuqwbj586,162.9,79.9048446958352,0.07489256753268461,6,0.0
pjxuqwbj588,162.0,77.51234089429994,0.03703703475080032,3,0.0
pjxuqwbj589,159.3,82.256115363709,0.0,7,1200.0
pjxuqwbj591,153.0,92.98888281118413,0.0,0,2700.0
pjxuqwbj593,221.0,58.349318626727666,0.28959274707725124,25,0.0
pjxuqwbj594,168.1,75.54490924777458,0.059488396223176906,12,0.0
pjxuqwbj600,152.0,87.40986267040377,0.0,4,1000.0
pjxuqwbj605,182.0,74.63186403121627,0.13461537721893532,9,0.0
pjxuqwbj606,171.2,92.78153663659249,0.0,6,28500.0
pjxuqwbj608,146.5,84.62183722717835,0.0,1,0.0
pjxuqwbj609,151.8,81.61000779907721,0.013175229698601468,1,0.0
pjxuqwbj610,146.0,84.35341887990282,0.0,0,6800.0
pjxuqwbj615,156.2,82.03776683497011,0.0032010241228537695,4,0.0
pjxuqwbj618,156.5,79.47092143955774,0.06389775949535083,6,0.0
pjxuqwbj619,157.0,83.07897560006525,0.0,0,0.0
pjxuqwbj621,167.5,75.24118953783943,0.10149253125417723,11,0.0
pjxuqwbj622,160.0,78.34874510320343,0.012499999218750049,3,0.0
pjxuqwbj624,152.0,86.92959954410529,0.0,0,3200.0
pjxuqwbj631,273.0,55.44651811551216,0.4256410100497799,41,0.0
pjxuqwbj632,171.1,72.19461880802929,0.08825247876958044,25,0.0
pjxuqwbj633,157.6,82.55963943149496,0.006345177262361849,6,600.0
pjxuqwbj634,153.5,86.4306132618493,0.02605863022419347,3,1600.0
pjxuqwbj637,174.0,68.82700753867772,0.14942527876866213,10,0.0
pjxuqwbj638,168.4,81.08313057701125,0.04750593542126274,3,600.0
pjxuqwbj639,207.7,65.69571181050979,0.24602791304632102,27,0.0
pjxuqwbj641,154.0,85.57726717030732,0.0,0,600.0
pjxuqwbj642,152.0,91.72433607076736,0.0,0,4100.0
pjxuqwbj643,155.7,87.2100136666658,0.0,0,600.0
pjxuqwbj644,152.5,93.53835452207511,0.0,1,3000.0
pjxuqwbj647,161.0,89.82794473118355,0.0,3,2500.0
pjxuqwbj648,161.0,86.14657850021251,0.012422359476872083,1,1200.0
pjxuqwbj650,146.5,89.11535227881554,0.0,1,3600.0
pjxuqwbj651,259.7,60.66422561939833,0.34462840413444734,37,0.0
pjxuqwbj654,180.0,75.16388471311751,0.10833332731481515,7,600.0
pjxuqwbj655,163.0,78.52330806605471,0.04294478264142438,4,0.0
pjxuqwbj658,199.5,64.37117471823686,0.2481202883147725,24,0.0
pjxuqwbj659,151.0,87.87880212723165,0.013245032235428328,1,2200.0
pjxuqwbj661,161.3,91.27711771375587,0.0,0,2200.0
pjxuqwbj663,173.2,91.90905935859935,0.0,0,3200.0
pjxuqwbj665,201.0,66.02686238672327,0.22388058587658777,34,0.0
pjxuqwbj666,152.0,97.26512517992597,0.0,0,18500.0
pjxuqwbj673,148.0,89.53310205857419,0.0,0,3100.0
pjxuqwbj674,183.0,92.62403865442413,0.0,0,15000.0
pjxuqwbj676,150.6,82.4375775273853,0.02656042320315915,1,600.0
pjxuqwbj677,158.0,81.97088088791892,0.0,0,3200.0
pjxuqwbj678,159.7,82.25202991533939,0.0,1,2200.0
pjxuqwbj679,162.0,80.2172789989334,0.03703703475080032,3,5000.0
pjxuqwbj686,155.7,83.60693104643988,0.0,2,1200.0
pjxuqwbj687,146.5,85.6102330641479,0.0,0,1800.0
pjxuqwbj691,156.2,88.42637077936168,0.0,0,15000.0
pjxuqwbj692,169.2,74.95803339491529,0.1182033027066606,8,0.0
pjxuqwbj694,210.9,67.6785174168555,0.2498814485594382,21,0.0
pjxuqwbj695,167.5,76.40536857281381,0.04955223584762771,14,0.0
pjxuqwbj698,158.0,87.43037421326746,0.0,2,1200.0
pjxuqwbj699,159.5,76.38745602586482,0.02194357229193904,1,0.0
pjxuqwbj701,161.0,77.22608215987067,0.031055898692180204,5,600.0
pjxuqwbj705,171.0,77.27660366803487,0.058479528743887205,8,0.0
pjxuqwbj708,172.1,76.12724717447722,0.09645554349473891,15,0.0
pjxuqwbj711,159.0,75.1534543928645,0.08176100114710684,6,0.0
pjxuqwbj712,154.0,79.40908575265676,0.03896103643110153,4,600.0
pjxuqwbj713,152.5,81.31015860261255,0.0,1,1200.0
pjxuqwbj714,157.0,90.87324261953869,0.0,0,16000.0
pjxuqwbj715,148.7,84.9394697417976,0.0,0,0.0
pjxuqwbj717,157.0,85.68534486080605,0.0,0,0.0
pjxuqwbj719,146.5,84.16518196824697,0.0,0,1200.0
pjxuqwbj721,148.8,86.32391892984415,0.0006720429655885104,2,1800.0
pjxuqwbj723,168.5,74.95726558117117,0.056379818612473674,5,1200.0
pjxuqwbj724,149.5,88.44815461885253,0.0,0,2200.0
pjxuqwbj726,145.5,88.21305235649125,0.0,1,600.0
pjxuqwbj731,183.0,90.56065078903546,0.0,0,3200.0
pjxuqwbj733,145.5,95.20342988292578,0.0,0,6000.0
pjxuqwbj734,164.0,78.02255621813681,0.07317072724568736,4,0.0
pjxuqwbj735,183.0,87.02731764878045,0.0,0,600.0
pjxuqwbj738,146.5,89.45869696527666,0.0,2,10500.0
pjxuqwbj739,151.2,81.78107924728312,0.0,1,0.0
pjxuqwbj745,146.5,86.21637636748285,0.0,0,1200.0
pjxuqwbj748,152.0,85.98486276415377,0.0,0,1000.0
pjxuqwbj750,203.3,67.00540742718114,0.19281848535078774,27,0.0
pjxuqwbj751,152.0,88.94604677986534,0.0,0,1200.0
pjxuqwbj755,183.0,92.34097856060227,0.0,5,9800.0
pjxuqwbj757,166.9,74.58717348189494,0.09047333190693038,10,0.0
pjxuqwbj758,158.0,79.47467851426086,0.0,1,0.0
pjxuqwbj760,172.5,74.25332902879252,0.09565216836799023,6,600.0
pjxuqwbj761,152.0,86.55788904224414,0.0,0,0.0
pjxuqwbj763,169.0,77.02011378579208,0.04733727530548667,5,0.0
pjxuqwbj766,158.0,83.12942511839081,0.0,0,1200.0
pjxuqwbj767,171.3,71.38703611284086,0.14886163754456289,11,0.0
pjxuqwbj770,152.0,87.85262579916936,0.0,0,1600.0
pjxuqwbj772,152.0,79.60262634193248,0.026315787742382385,7,0.0
pjxuqwbj773,195.4,65.91606622742752,0.19703171970154965,14,0.0
pjxuqwbj774,152.0,91.57433608063577,0.0,1,1800.0
pjxuqwbj778,154.0,83.6792153455055,0.01298701214370051,3,1800.0
pjxuqwbj781,163.1,79.3598970349542,0.015941139427275326,15,0.0
pjxuqwbj783,152.0,91.20920452571022,0.0,0,1600.0
pjxuqwbj784,148.0,87.62296705250223,0.0,1,1600.0
pjxuqwbj785,158.0,83.3955643420529,0.0,3,1600.0
pjxuqwbj786,246.4,60.45048455963942,0.39366881519201236,44,0.0
pjxuqwbj787,166.0,74.31505576415326,0.060240960226448176,2,600.0
pjxuqwbj788,156.0,88.02499435737215,0.0,1,5000.0
pjxuqwbj796,164.0,74.50182472549848,0.11280487117043468,7,0.0
pjxuqwbj797,162.5,85.41168705158849,0.0,2,1600.0
pjxuqwbj799,209.7,63.938003627181516,0.23938959278065844,42,0.0
pjxuqwbj800,169.5,86.25604210878807,0.05309734200015681,3,6800.0
pjxuqwbj803,163.0,76.77177443117948,0.04294478264142438,3,1200.0
pjxuqwbj804,155.5,78.7588373788529,0.01607716938410486,14,0.0
pjxuqwbj805,150.0,88.39932744004483,0.0,1,16500.0
pjxuqwbj806,170.6,75.7256696526571,0.07033997243024781,8,0.0
pjxuqwbj811,173.5,78.56137875726924,0.0,1,5000.0
pjxuqwbj812,155.7,86.90750886913881,0.0,0,1000.0
pjxuqwbj814,154.0,89.23895524422367,0.0,1,1000.0
pjxuqwbj818,161.5,91.2359076634113,0.0,0,3700.0
pjxuqwbj826,146.5,84.51262221756845,0.0,10,1800.0
pjxuqwbj829,155.7,88.66794549338822,0.0,0,9000.0
pjxuqwbj830,173.7,79.18825105421698,0.05181346851966215,7,600.0
pjxuqwbj831,155.1,79.33655194477421,0.058671820846433215,4,0.0
pjxuqwbj833,152.0,88.09341525701215,0.0,0,6800.0
pjxuqwbj837,152.0,91.92762553107727,0.0,0,7600.0
pjxuqwbj838,152.0,84.27959971844739,0.0,6,0.0
pjxuqwbj839,187.0,84.91336444313559,0.010695186593840288,3,600.0
pjxuqwbj840,160.5,91.68971391341347,0.0,0,16000.0
pjxuqwbj845,158.8,77.12908834199695,0.015743072056481608,11,0.0
pjxuqwbj847,174.2,78.27554085674278,0.054535014090986565,16,0.0
pjxuqwbj848,148.5,84.74679563994641,0.0,0,600.0
pjxuqwbj850,179.0,88.55921292965292,0.0,0,600.0
pjxuqwbj853,189.4,68.31784222186683,0.17476239837579735,14,0.0
pjxuqwbj854,162.5,83.3366102562086,0.0,0,600.0
pjxuqwbj857,173.5,90.1844328423958,0.0,1,1800.0
pjxuqwbj858,146.0,82.80273405460726,0.0,4,6600.0
pjxuqwbj861,195.4,67.73541106778858,0.17911974518322696,25,0.0
pjxuqwbj870,156.0,83.82050744740337,0.0,1,10000.0
pjxuqwbj871,148.0,83.85945379328015,0.013513512600438338,1,600.0
pjxuqwbj873,148.5,84.86666095174,0.0,3,0.0
pjxuqwbj876,167.5,87.2340246427448,0.0,0,3500.0
pjxuqwbj877,196.0,64.55356813502203,0.20153060196272438,22,0.0
pjxuqwbj878,146.3,81.07860006298016,0.0,4,1200.0
pjxuqwbj879,152.0,89.89933619083315,0.0,0,9200.0
pjxuqwbj881,152.0,85.84473119442558,0.0,0,600.0
pjxuqwbj883,166.0,82.19517577137495,0.012048192045289636,1,600.0
pjxuqwbj890,228.2,63.87905066261829,0.31332163394734297,31,0.0
pjxuqwbj892,181.0,85.37900080779,0.0,1,1200.0
pjxuqwbj894,160.0,80.21874498632843,0.024999998437500098,1,1200.0
pjxuqwbj898,160.5,84.36074240743038,0.0,1,1200.0
pjxuqwbj903,157.0,82.20827501858122,0.04140127124832667,6,600.0
pjxuqwbj904,152.0,88.49867838824484,0.0,0,2600.0
pjxuqwbj905,145.5,78.2453554470546,0.0,1,600.0
pjxuqwbj906,160.5,88.93644305691943,0.0,0,11200.0
pjxuqwbj914,159.0,83.80879976045284,0.0,0,600.0
pjxuqwbj915,152.0,90.12170459725627,0.0,0,2400.0
pjxuqwbj916,180.5,78.45927543161909,0.10526315206298327,8,600.0
pjxuqwbj917,149.0,82.38522937011884,0.0,2,600.0
pjxuqwbj918,148.0,81.01012966147772,0.013513512600438338,1,600.0
pjxuqwbj925,176.1,78.73310171873358,0.08517887080188127,11,0.0
pjxuqwbj927,163.0,81.92944282641454,0.03680981369264947,3,0.0
pjxuqwbj928,156.0,83.37819978344874,0.0,0,6800.0
pjxuqwbj930,158.0,85.55126040814808,0.012658227046947655,1,1600.0
pjxuqwbj933,216.7,66.26534073533269,0.2676511182440647,28,0.0
pjxuqwbj935,227.2,67.69057800657667,0.2992957614746584,30,0.0
pjxuqwbj937,184.2,74.28989824701965,0.10586318643522333,9,0.0
pjxuqwbj944,156.7,81.11996929674734,0.03828972314679495,2,0.0
pjxuqwbj947,152.0,94.11907275532415,0.0,0,1500.0
pjxuqwbj950,146.5,84.0839533048496,0.0,0,1800.0
pjxuqwbj952,187.0,74.56470189493572,0.10160427264148275,6,0.0
pjxuqwbj953,159.0,82.75974322265765,0.01886792334164004,1,1200.0
pjxuqwbj954,191.4,66.98118772303094,0.18025077428156874,13,0.0
pjxuqwbj955,163.7,88.47525421653914,0.0,13,1000.0
pjxuqwbj956,160.5,87.68286058050712,0.0,0,2400.0
pjxuqwbj958,164.2,82.55602420487064,0.0,0,0.0
pjxuqwbj962,160.8,76.11317934619531,0.06840795594477886,4,600.0
pjxuqwbj967,152.0,85.22565228778603,0.0,3,600.0
pjxuqwbj974,156.3,80.4740831430529,0.03838771347487437,7,0.0
pjxuqwbj976,150.0,84.84132767724482,0.026666664888889007,1,1200.0
pjxuqwbj980,277.5,53.20684492948307,0.4281080926807895,42,0.0
pjxuqwbj985,162.7,82.09587694555151,0.0,3,0.0
pjxuqwbj986,171.5,90.06063614806786,0.0,0,6800.0
pjxuqwbj988,146.0,81.24999443493189,0.013698629198724027,1,600.0
pjxuqwbj992,203.0,65.5694548980564,0.23152708219078413,16,0.0
pjxuqwbj993,145.5,91.48452979487767,0.0,0,6800.0
pjxuqwbj994,157.0,82.43884825230265,0.0,0,600.0
pjxuqwbj996,146.0,88.0424597231192,0.0,0,1600.0
pjxuzsfj977,70.5,84.53190290327618,0.0,0,0.0
pjxuzsfj978,65.5,83.17555982052521,0.0,0,0.0
pjxuzsfj980,67.5,82.57035813772471,0.0,0,600.0
pjxuzsfj981,71.5,82.13285564575445,0.04195803608978516,1,0.0
pjxuzsfj983,65.5,84.86258246372786,0.0,0,600.0
pjxuzsfj984,65.5,85.07632288911101,0.0,0,0.0
pjxuzsfj988,69.5,82.24459248279244,0.043165461415041524,1,0.0
pjxuzsfj995,68.5,74.66422267675581,0.0437956140444359,1,0.0
pjxuzvbj991,234.4,57.75554361111162,0.3779863319971701,46,0.0
pjxuzvbj996,218.9,63.61900120516212,0.35906805120748964,29,0.0
pjxuzxbj984,184.8,71.91558052404866,0.1542207708754994,8,0.0
pjxuzxbj986,178.6,73.98151881402471,0.1153415388946507,9,0.0
pjxuzxbj987,217.2,66.85957334900675,0.27624308120427804,27,0.0
pjxuzxbj997,170.9,76.58513302603083,0.08191924623058829,6,600.0
pjxvzrfj975,61.5,80.38210075087792,0.0,0,0.0
pjxvzrfj978,69.5,77.05754286941828,0.1151078971067774,2,0.0
pjxvzrfj981,61.5,76.63413388062864,0.0,0,0.0
pjxvzrfj997,67.0,79.44774933615682,0.08208953998663582,2,0.0
pjxvztfj974,59.0,92.27964537633129,0.0,0,1500.0
pjxvztfj976,59.0,91.2372726716487,0.0,0,0.0
pjxvztfj977,59.0,83.97456203820983,0.0,0,0.0
pjxvztfj980,68.5,72.77371200383766,0.1386861111407137,2,0.0
pjxvztfj985,59.0,88.61015447285517,0.0,0,1000.0
pjxvztfj990,59.0,86.72032428469079,0.0,0,600.0
pjxvztfj991,59.0,79.09320693335475,0.0,0,0.0
pjxvztfj992,59.0,81.41524043809484,0.0,0,0.0
pjxvztfj994,106.0,52.23112714800687,0.4150943004628018,13,0.0
pjxvzxbj989,172.7,69.17428667201582,0.14823392309010291,8,0.0
pjxvzxbj996,146.5,83.63002842115846,0.0,0,600.0
pjxvzxbj997,146.0,86.48972010344383,0.0,0,1200.0
pjxvzxfj970,61.5,87.56909145218025,0.0,0,600.0
pjxvzxfj972,64.5,78.2015382633274,0.04651162069587276,1,0.0
pjxvzxfj980,85.0,67.42940383183485,0.27647055570934637,6,0.0
pjxvzxfj982,65.5,77.49617137463032,0.06106869296661176,1,0.0
pjxvzxfj987,83.5,65.4730460511322,0.2634730223385602,6,0.0
pjxvzxfj988,61.5,84.68291305968893,0.0,0,600.0
pjxvzxfj998,61.5,87.5772215321591,0.0,0,600.0
pjxwxxbj899,230.8,67.4545031432191,0.2383015494670039,18,0.0
pjxwxxbj905,207.8,72.98796568874081,0.1458132749849242,13,600.0
pjxwxxbj907,177.1,81.2156927602658,0.05138339630810862,5,1200.0
pjxwxxbj908,303.0,57.08316643289881,0.4141914054722309,46,0.0
pjxwxxbj910,189.5,75.37255538931106,0.06332453491691109,7,600.0
pjxwxxbj913,216.0,71.94351518780022,0.17824073248885497,16,0.0
pjxwxxbj914,208.5,75.58273018787865,0.14868104802488977,11,0.0
pjxwxxbj915,181.5,86.95481614574015,0.0,0,3000.0
pjxwxxbj916,175.5,80.35384157527969,0.0,1,1800.0
pjxwxxbj918,179.6,84.46380376036728,0.0005567928420493963,3,3000.0
pjxwxxbj924,241.1,64.00580406446271,0.2720862599715363,31,0.0
pjxwxxbj927,158.1,82.8937328972971,0.0006325110289366839,2,2200.0
pjxwxxbj928,187.5,88.43306195023669,0.0,0,4100.0
pjxwxxbj930,217.0,69.47741615311446,0.19124423081823821,15,0.0
pjxwxxbj934,196.6,76.68209172522423,0.0971515718641113,9,1000.0
pjxwxxbj938,288.0,59.46249793532994,0.38541665328414404,40,0.0
pjxwxxbj940,189.0,75.81586900445137,0.07142856764928214,5,1200.0
pjxwxxbj941,262.3,61.55127481695483,0.32596262577344165,45,0.0
pjxwxxbj943,267.5,64.25158638311827,0.3252336327015465,24,0.0
pjxwxxbj944,214.5,70.22750255349638,0.12121211556120673,15,0.0
pjxwxxbj945,182.5,81.20602294761518,0.0,5,1800.0
pjxwxxbj946,177.5,89.77238930859778,0.0,0,5000.0
pjxwxxbj949,211.7,73.95417695067658,0.16532828694717588,11,0.0
pjxwxxbj951,180.5,77.58669930267594,0.016620497694155252,2,1200.0
pjxwxxbj953,191.5,76.99947378592826,0.046997386579770935,6,1200.0
pjxwxxbj960,195.5,74.00613432193687,0.08184142803880164,8,0.0
pjxwxxbj963,201.5,73.55483505931339,0.11910669384085887,15,0.0
pjxwxxbj964,201.0,75.80298130333426,0.10696516880770304,7,0.0
pjxwxxbj967,280.0,62.12428349556131,0.35178570172193924,30,0.0
pjxwxxbj970,179.5,88.18328199536033,0.0,0,12000.0
pjxwxxbj972,204.0,74.65440810517607,0.117647053056517,8,0.0
pjxwxxbj981,194.5,77.6462685014772,0.04627249119421639,3,600.0
pjxwxxbj983,192.5,75.39895712213209,0.07792207387417797,19,0.0
pjxwxxbj992,183.5,83.85885101586643,0.016348772951020548,2,2100.0
pjxwxxbj993,304.2,57.52136563046136,0.4230769091690694,38,0.0
pjxwxxbj995,263.5,59.83680987336586,0.30740036784059327,35,0.0
pjxwzxbj985,153.0,81.06600777346354,0.0,1,2100.0
pjxwzxbj986,177.0,74.91468503306864,0.1242937782884871,6,0.0
pjxwzxbj987,151.0,84.63708048761056,0.0,1,0.0
pjxwzxbj988,157.0,78.83566376842906,0.025477705383585642,2,0.0
pjxwzxbj989,167.0,77.55867799049832,0.0838323303094413,4,0.0
pjxwzxbj990,151.3,88.98545347088873,0.0,0,15000.0
pjxwzxbj993,266.0,58.28533615468662,0.3496240470066148,41,600.0
pjxwzxbj996,156.0,82.66537931632183,0.01923076799802769,1,600.0
pjxwzxbj997,153.0,83.78300105993456,0.0,2,6600.0
pjxwzxbj998,187.9,73.75784599479266,0.18094730277023402,11,0.0
pjxwzxfj975,71.0,72.86618692025536,0.09154928288038269,2,0.0
pjxwzxfj977,71.5,77.53845069392298,0.09790208420949871,2,0.0
pjxwzxfj981,73.5,75.41495572585636,0.12244896293211388,3,0.0
pjxwzxfj983,67.5,81.63702494266296,0.04444443786008328,1,0.0
pjxwzxfj984,64.5,76.48836023436274,0.0,0,1500.0
pjxwzxfj987,90.5,61.618777721682015,0.2872927859344988,8,0.0
pjxwzxfj991,115.5,53.47185684226348,0.49783545473286106,18,0.0
pjxwzxfj992,83.5,66.37124953637729,0.22754488292875652,7,0.0
pjxwzxfj993,71.0,76.28167939694656,0.09154928288038269,2,0.0
pjxwzxfj994,70.5,74.5319043217157,0.08510637090689774,2,0.0
pjxwzxkj985,150.0,84.79866101342259,0.0,2,0.0
pjxwzxkj989,150.3,90.24616831362817,0.0,0,6200.0
pjxwzxkj991,150.0,87.99466080035594,0.0,0,0.0
pjxwzxkj992,150.0,90.14466065702263,0.0,0,6800.0
pjxwzxkj993,152.0,90.07302038993286,0.0,0,13600.0
pjxwzxkj996,219.5,60.13986058588335,0.3075170702725708,24,0.0
pjxwzxkj998,154.0,84.8103841032218,0.02597402428740102,2,600.0
pjxxxxbj901,174.1,86.6392827892428,0.0,0,0.0
pjxxxxbj904,174.1,85.57954706608001,0.0,3,0.0
pjxxxxbj907,181.1,87.00662136904354,0.01656543254746369,2,0.0
pjxxxxbj908,174.1,87.83916784381574,0.0,0,0.0
pjxxxxbj910,196.9,80.87556724857454,0.07110207866419102,8,0.0
pjxxxxbj911,174.1,91.91383733981405,0.0,0,600.0
pjxxxxbj912,178.1,89.87141550413165,0.0,0,0.0
pjxxxxbj913,178.1,84.32397056013642,0.022459291271235752,3,600.0
pjxxxxbj914,174.1,93.64272868220974,0.0,0,3600.0
pjxxxxbj915,182.1,89.92256507838742,0.021965951566943902,2,30100.0
pjxxxxbj916,174.1,89.15048310450987,0.0,3,0.0
pjxxxxbj917,176.1,90.64337929339129,0.0,0,1200.0
pjxxxxbj921,174.1,90.98678397548628,0.0,0,1800.0
pjxxxxbj922,184.1,85.94676339235397,0.0,0,0.0
pjxxxxbj923,188.1,90.55076605259084,0.021265283292648415,1,0.0
pjxxxxbj930,174.1,86.85525061141581,0.0,2,1000.0
pjxxxxbj932,174.1,90.4727116328138,0.0,0,0.0
pjxxxxbj933,178.1,81.18191571129053,0.022459291271235752,4,0.0
pjxxxxbj937,178.1,90.3250931878106,0.011229645635617876,3,1600.0
pjxxxxbj941,174.1,86.39172392925192,0.0,0,0.0
pjxxxxbj942,174.1,90.5812699264061,0.0,0,1600.0
pjxxxxbj943,174.1,87.6295182292063,0.0,0,1200.0
pjxxxxbj944,174.4,83.31708237860765,0.0,0,0.0
pjxxxxbj945,178.1,87.12352121709596,0.022459291271235752,1,0.0
pjxxxxbj953,174.1,90.43824868246705,0.0,0,2600.0
pjxxxxbj955,178.1,88.58449811428983,0.022459291271235752,2,0.0
pjxxxxbj957,174.1,90.91326301474652,0.0,0,2700.0
pjxxxxbj958,188.1,92.07336033634448,0.0,0,14600.0
pjxxxxbj963,174.1,92.1401440470911,0.0,4,600.0
pjxxxxbj966,174.1,91.06777190880115,0.0,1,600.0
pjxxxxbj968,181.1,83.2142416778442,0.01656543254746369,1,0.0
pjxxxxbj970,174.1,92.15737552226447,0.0,0,600.0
pjxxxxbj975,178.1,85.6052731271604,0.0,1,600.0
pjxxxxbj980,174.1,84.98046611255221,0.0,2,600.0
pjxxxxbj981,180.1,85.09272153843857,0.0,0,0.0
pjxxxxbj986,174.1,92.15450360973558,0.0,0,0.0
pjxxxxbj987,176.1,92.00510550794404,0.0,0,1600.0
pjxxxxbj988,176.1,89.5207217762225,0.0,1,1200.0
pjxxxxbj989,180.1,95.49027787394348,0.0,0,2600.0
pjxxxxbj995,174.1,87.49453834034817,0.0,7,0.0
pjxxxxbj997,174.1,91.7041877252046,0.0,1,1200.0
pjxxztbj990,154.1,82.00453718335255,0.01946787673797036,1,1200.0
pjxxztbj994,155.5,76.63086323917278,0.057877809782777505,9,600.0
pjxxztbj995,169.8,73.45935963136868,0.11778562321639438,10,0.0
pjxxztbj998,176.8,72.29128550388656,0.16968324832108322,10,0.0
pjxxztfj972,71.0,78.999988873241,0.0,0,600.0
pjxxztfj975,71.0,78.64787624677798,0.0,0,0.0
pjxxztfj982,79.0,76.21518022592655,0.10126580996635316,3,0.0
pjxxztfj986,74.0,80.02701621256537,0.04054053506208986,1,0.0
pjxxztfj988,100.0,67.52499324750067,0.2599999740000026,9,0.0
pjxxztfj991,71.5,80.99998867133026,0.0,0,0.0
pjxxztfj992,79.0,73.0949274563383,0.1139240362121473,3,600.0
pjxxztfj995,72.0,82.63887741126702,0.0,0,1000.0
pjxxztfj997,81.0,68.34567057460856,0.14814812985825557,4,0.0
pjxxzxbj995,171.5,70.06238658528359,0.13994168280223424,8,0.0
pjxxzxbj998,212.5,67.10305566573855,0.22823528337716315,21,0.0
pjxxzxkj978,194.5,65.99948246789293,0.24935731365772165,22,0.0
pjxxzxkj979,144.0,78.92221674151271,0.0,0,0.0
pjxxzxkj981,162.0,82.30061220366592,0.0493827130010671,2,1800.0
pjxxzxkj983,144.0,82.6840220358318,0.0,0,0.0
pjxxzxkj987,146.0,87.70478851337064,0.0,0,600.0
pjxxzxkj990,144.0,91.56110475270106,0.0,1,6600.0
pjxxzxkj991,149.0,81.46845090815765,0.03355704472771512,7,0.0
pjxxzxkj995,166.0,84.36144070111803,0.0,0,1200.0
pjxxzxkj997,144.0,86.99860506954131,0.0,1,600.0
