学号_统一,生活_门禁刷卡总次数,生活_晚归异常次数,生活_网络使用累计时长,生活_单次网络平均使用时长
pjxuqwbj610,80.0,0.0,2685.29,383.61285714285714
pjxuqwbj615,0.0,0.0,1278.1,213.01666666666665
pjxuqwbj618,0.0,0.0,1959.49,279.9271428571429
pjxuqwbj619,0.0,0.0,6176.6,882.3714285714286
pjxuqwbj621,0.0,0.0,1046.95,209.39000000000001
pjxuqwbj622,0.0,0.0,5424.26,774.8942857142857
pjxuqwbj624,28.0,1.0,1956.4099999999999,326.0683333333333
pjxuqwbj631,0.0,0.0,2253.71,321.9585714285714
pjxuqwbj632,0.0,0.0,1770.69,252.9557142857143
pjxuqwbj633,0.0,0.0,1108.63,158.3757142857143
pjxuqwbj634,0.0,0.0,1564.77,223.53857142857143
pjxuqwbj637,0.0,0.0,3108.99,444.14142857142855
pjxuqwbj638,0.0,0.0,2564.8,366.40000000000003
pjxuqwbj639,0.0,0.0,3631.91,518.8442857142857
pjxuqwbj641,2.0,0.0,1876.26,268.03714285714284
pjxuqwbj642,0.0,0.0,2060.15,294.3071428571429
pjxuqwbj643,0.0,0.0,1168.8600000000001,166.98000000000002
pjxuqwbj644,0.0,0.0,2468.24,352.60571428571427
pjxuqwbj647,0.0,0.0,2353.4,336.2
pjxuqwbj648,2.0,0.0,1672.08,238.8685714285714
pjxuqwbj650,48.0,0.0,2882.54,411.7914285714286
pjxuqwbj651,0.0,0.0,6160.18,880.0257142857143
pjxuqwbj654,10.0,0.0,3070.79,438.6842857142857
pjxuqwbj655,1.0,0.0,1907.71,272.53000000000003
pjxuqwbj658,0.0,0.0,4236.94,605.2771428571428
pjxuqwbj659,18.0,0.0,2568.0899999999997,366.86999999999995
pjxuqwbj661,0.0,0.0,1495.0700000000002,213.5814285714286
pjxuqwbj663,1.0,0.0,3687.74,460.9675
pjxuqwbj665,0.0,0.0,3243.99,463.4271428571428
pjxuqwbj666,1.0,0.0,1763.3899999999999,251.91285714285712
pjxuqwbj673,26.0,0.0,2848.99,406.9985714285714
pjxuqwbj674,92.0,4.0,1398.0,199.71428571428572
pjxuqwbj676,0.0,0.0,6203.89,886.2700000000001
pjxuqwbj677,0.0,0.0,914.42,130.63142857142856
pjxuqwbj678,4.0,0.0,5414.11,773.4442857142857
pjxuqwbj679,0.0,0.0,2414.11,344.8728571428572
pjxuqwbj686,0.0,0.0,2418.2,345.45714285714286
pjxuqwbj687,2.0,0.0,3771.98,538.8542857142858
pjxuqwbj691,0.0,0.0,4027.96,575.4228571428572
pjxuqwbj692,0.0,0.0,4830.5,690.0714285714286
pjxuqwbj694,191.0,0.0,2278.9700000000003,325.56714285714287
pjxuqwbj695,0.0,0.0,2158.4300000000003,308.3471428571429
pjxuqwbj698,3.0,0.0,3165.21,452.17285714285714
pjxuqwbj699,0.0,0.0,1440.1100000000001,205.73000000000002
pjxuqwbj701,0.0,0.0,1843.4299999999998,263.34714285714284
pjxuqwbj705,0.0,0.0,1135.9099999999999,162.27285714285713
pjxuqwbj708,0.0,0.0,3195.32,456.4742857142857
pjxuqwbj711,0.0,0.0,6364.55,909.2214285714286
pjxuqwbj712,0.0,0.0,1642.16,234.59428571428572
pjxuqwbj713,0.0,0.0,3875.84,553.6914285714286
pjxuqwbj714,2.0,0.0,2629.52,375.6457142857143
pjxuqwbj715,1.0,0.0,2269.76,324.2514285714286
pjxuqwbj717,2.0,0.0,1498.85,214.12142857142857
pjxuqwbj719,0.0,0.0,1897.72,237.215
pjxuqwbj721,0.0,0.0,2240.43,320.06142857142856
pjxuqwbj723,0.0,0.0,2109.1800000000003,301.3114285714286
pjxuqwbj724,7.0,0.0,4493.3,641.9
pjxuqwbj726,0.0,0.0,2356.4700000000003,336.6385714285715
pjxuqwbj731,74.0,2.0,2544.95,363.5642857142857
pjxuqwbj733,3.0,0.0,1024.92,146.41714285714286
pjxuqwbj734,0.0,0.0,3168.41,452.63
pjxuqwbj735,129.0,28.0,3785.7200000000003,540.8171428571429
pjxuqwbj738,0.0,0.0,7137.47,1019.6385714285715
pjxuqwbj739,0.0,0.0,1804.3700000000001,257.76714285714286
pjxuqwbj745,0.0,0.0,2925.49,417.9271428571428
pjxuqwbj748,0.0,0.0,3637.1,519.5857142857143
pjxuqwbj750,0.0,0.0,669.73,223.24333333333334
pjxuqwbj751,0.0,0.0,3579.66,511.38
pjxuqwbj755,292.0,16.0,2159.24,308.4628571428571
pjxuqwbj757,0.0,0.0,2481.45,354.49285714285713
pjxuqwbj758,8.0,0.0,1660.07,237.15285714285713
pjxuqwbj760,1.0,0.0,2658.04,379.71999999999997
pjxuqwbj761,1.0,0.0,1765.25,252.17857142857142
pjxuqwbj763,0.0,0.0,3058.69,436.9557142857143
pjxuqwbj766,0.0,0.0,797.31,113.90142857142857
pjxuqwbj767,0.0,0.0,1393.56,199.07999999999998
pjxuqwbj770,0.0,0.0,1283.05,183.29285714285714
pjxuqwbj772,1.0,0.0,3740.83,534.4042857142857
pjxuqwbj773,0.0,0.0,7265.25,908.15625
pjxuqwbj774,2.0,0.0,2531.19,361.59857142857146
pjxuqwbj778,0.0,0.0,4265.34,609.3342857142858
pjxuqwbj781,0.0,0.0,3370.0299999999997,481.43285714285713
pjxuqwbj783,0.0,0.0,1820.49,260.07
pjxuqwbj784,0.0,0.0,3667.93,523.99
pjxuqwbj785,0.0,0.0,1342.43,191.7757142857143
pjxuqwbj786,19.0,5.0,2366.14,338.02
pjxuqwbj787,0.0,0.0,4871.5,695.9285714285714
pjxuqwbj788,0.0,0.0,4150.43,592.9185714285715
pjxuqwbj796,0.0,0.0,951.96,135.99428571428572
pjxuqwbj797,0.0,0.0,4464.72,637.8171428571429
pjxuqwbj799,0.0,0.0,1236.78,176.68285714285713
pjxuqwbj800,0.0,0.0,2979.6800000000003,425.66857142857145
pjxuqwbj803,1.0,0.0,1521.71,507.2366666666667
pjxuqwbj804,1.0,0.0,3896.6,556.6571428571428
pjxuqwbj805,8.0,1.0,3736.92,533.8457142857143
pjxuqwbj806,0.0,0.0,1214.96,173.56571428571428
pjxuqwbj811,0.0,0.0,2947.33,368.41625
pjxuqwbj812,1.0,0.0,6256.48,893.7828571428571
pjxuqwbj814,0.0,0.0,2641.85,377.40714285714284
pjxuqwbj818,0.0,0.0,2021.44,288.77714285714285
pjxuqwbj826,10.0,0.0,7711.389999999999,1101.6271428571429
pjxuqwbj829,2.0,0.0,2652.82,378.9742857142857
pjxuqwbj830,3445.0,15.0,2487.32,355.3314285714286
pjxuqwbj831,0.0,0.0,2678.96,535.792
pjxuqwbj833,1.0,0.0,3115.55,445.0785714285715
pjxuqwbj837,3.0,0.0,2284.76,326.39428571428573
pjxuqwbj838,1.0,0.0,1286.6399999999999,183.80571428571426
pjxuqwbj839,59.0,20.0,7666.02,958.2525
pjxuqwbj840,1.0,1.0,1298.99,185.57
pjxuqwbj845,0.0,0.0,2148.92,306.98857142857145
pjxuqwbj847,0.0,0.0,2270.4900000000002,324.3557142857143
pjxuqwbj848,0.0,0.0,4690.03,670.0042857142856
pjxuqwbj850,115.0,4.0,2501.4,357.34285714285716
pjxuqwbj853,0.0,0.0,4283.85,611.9785714285715
pjxuqwbj854,7.0,0.0,1515.24,216.46285714285713
pjxuqwbj857,0.0,0.0,1660.99,237.28428571428572
pjxuqwbj858,10.0,0.0,3124.88,446.4114285714286
pjxuqwbj861,0.0,0.0,719.67,102.80999999999999
pjxuqwbj870,0.0,0.0,4221.91,527.73875
pjxuqwbj871,1.0,0.0,2822.39,403.1985714285714
pjxuqwbj873,6.0,0.0,1382.81,197.5442857142857
pjxuqwbj876,0.0,0.0,5919.42,845.6314285714286
pjxuqwbj877,0.0,0.0,2354.26,336.3228571428572
pjxuqwbj878,0.0,0.0,2572.19,367.4557142857143
pjxuqwbj879,4.0,0.0,7107.2699999999995,888.4087499999999
pjxuqwbj881,29.0,1.0,1031.59,147.36999999999998
pjxuqwbj883,7.0,0.0,1268.42,181.20285714285714
pjxuqwbj890,0.0,0.0,2103.23,300.4614285714286
pjxuqwbj892,24.0,5.0,5665.110000000001,708.1387500000001
pjxuqwbj894,0.0,0.0,2826.47,403.78142857142853
pjxuqwbj898,5.0,0.0,2981.63,425.94714285714286
pjxuqwbj903,0.0,0.0,1523.99,190.49875
pjxuqwbj904,2.0,0.0,2321.89,331.6985714285714
pjxuqwbj905,4.0,0.0,2858.34,408.3342857142857
pjxuqwbj906,21.0,1.0,5262.719999999999,751.8171428571428
pjxuqwbj914,0.0,0.0,3464.34,494.9057142857143
pjxuqwbj915,1.0,0.0,5570.13,795.7328571428571
pjxuqwbj916,0.0,0.0,2344.89,334.9842857142857
pjxuqwbj917,3.0,0.0,4489.75,641.3928571428571
pjxuqwbj918,0.0,0.0,6886.12,983.7314285714285
pjxuqwbj925,39.0,0.0,369.63,52.80428571428571
pjxuqwbj927,0.0,0.0,3570.04,510.0057142857143
pjxuqwbj928,5.0,0.0,2204.53,314.9328571428572
pjxuqwbj930,2.0,0.0,1745.52,249.35999999999999
pjxuqwbj933,0.0,0.0,1674.4,239.20000000000002
pjxuqwbj935,0.0,0.0,4717.8,673.9714285714286
pjxuqwbj937,1.0,0.0,5369.85,767.1214285714286
pjxuqwbj944,0.0,0.0,4905.29,700.7557142857142
pjxuqwbj947,2.0,0.0,2403.57,343.3671428571429
pjxuqwbj950,0.0,0.0,599.21,85.60142857142857
pjxuqwbj952,4.0,0.0,4605.09,657.87
pjxuqwbj953,2.0,0.0,1895.8600000000001,270.83714285714285
pjxuqwbj954,1.0,0.0,148.63,21.232857142857142
pjxuqwbj955,0.0,0.0,2034.99,290.71285714285716
pjxuqwbj956,10.0,0.0,1190.6100000000001,170.08714285714288
pjxuqwbj958,2.0,0.0,4017.75,573.9642857142857
pjxuqwbj962,1.0,0.0,2051.98,293.14
pjxuqwbj967,1.0,0.0,3659.81,522.83
pjxuqwbj974,0.0,0.0,1182.1399999999999,168.87714285714284
pjxuqwbj976,3.0,0.0,3264.5699999999997,466.3671428571428
pjxuqwbj980,0.0,0.0,5673.6,709.2
pjxuqwbj985,0.0,0.0,17659.6,2522.7999999999997
pjxuqwbj986,0.0,0.0,7827.88,1118.2685714285715
pjxuqwbj988,2.0,0.0,1155.33,165.04714285714286
pjxuqwbj992,0.0,0.0,2014.85,287.8357142857143
pjxuqwbj993,21.0,0.0,1249.97,178.56714285714287
pjxuqwbj994,56.0,0.0,714.6,102.08571428571429
pjxuqwbj996,0.0,0.0,1368.49,195.49857142857144
pjxuzvbj991,5.0,0.0,1426.56,475.52
pjxuzvbj996,1.0,0.0,1082.8700000000001,360.9566666666667
pjxuzxbj984,0.0,0.0,1064.19,354.73
pjxuzxbj986,0.0,0.0,2401.99,343.14142857142855
pjxuzxbj987,0.0,0.0,3007.7200000000003,375.96500000000003
pjxuzxbj997,0.0,0.0,6714.86,839.3575
pjxvztfj977,0.0,0.0,0.11,0.11
pjxvztfj992,0.0,0.0,103.22,103.22
pjxvzxbj989,0.0,0.0,4198.14,599.7342857142858
pjxvzxbj996,0.0,0.0,1993.74,284.82
pjxvzxbj997,7.0,1.0,3561.33,508.76142857142855
pjxwxxbj899,5.0,0.0,6422.39,917.4842857142858
pjxwxxbj905,7.0,0.0,1275.47,182.21
pjxwxxbj907,0.0,0.0,2381.6800000000003,340.24000000000007
pjxwxxbj908,0.0,0.0,1918.7199999999998,274.1028571428571
pjxwxxbj910,0.0,0.0,4555.45,650.7785714285714
pjxwxxbj913,0.0,0.0,256.89,32.11125
pjxwxxbj914,2.0,1.0,3378.02,482.57428571428574
pjxwxxbj915,0.0,0.0,2371.77,338.82428571428574
pjxwxxbj916,1.0,0.0,1825.56,260.7942857142857
pjxwxxbj918,0.0,0.0,1394.13,199.1614285714286
pjxwxxbj924,0.0,0.0,1930.2,275.74285714285713
pjxwxxbj927,1.0,0.0,5725.1,817.8714285714286
pjxwxxbj928,0.0,0.0,2144.42,306.3457142857143
pjxwxxbj930,0.0,0.0,2164.94,309.27714285714285
pjxwxxbj934,23.0,1.0,333.54,47.64857142857143
pjxwxxbj938,0.0,0.0,2235.9,319.4142857142857
pjxwxxbj940,0.0,0.0,3265.85,408.23125
pjxwxxbj941,0.0,0.0,4072.58,581.7971428571428
pjxwxxbj943,0.0,0.0,5208.32,744.0457142857142
pjxwxxbj944,0.0,0.0,2367.8,338.25714285714287
pjxwxxbj945,0.0,0.0,7957.68,1136.8114285714287
pjxwxxbj946,0.0,0.0,2124.52,303.5028571428571
pjxwxxbj949,0.0,0.0,1705.3,243.6142857142857
pjxwxxbj951,0.0,0.0,2235.77,319.3957142857143
pjxwxxbj953,0.0,0.0,2025.1,289.3
pjxwxxbj960,2.0,0.0,870.04,124.29142857142857
pjxwxxbj963,1.0,0.0,1178.72,168.38857142857142
pjxwxxbj964,0.0,0.0,1944.97,277.85285714285715
pjxwxxbj967,0.0,0.0,2007.58,286.79714285714283
pjxwxxbj970,0.0,0.0,2905.57,415.0814285714286
pjxwxxbj972,5.0,0.0,1505.03,215.00428571428571
pjxwxxbj981,23.0,1.0,2579.13,368.44714285714286
pjxwxxbj983,0.0,0.0,2925.3199999999997,417.9028571428571
pjxwxxbj992,0.0,0.0,3569.66,509.95142857142855
pjxwxxbj993,0.0,0.0,139.21,69.605
pjxwxxbj995,1.0,0.0,7122.16,1017.4514285714286
pjxwzxbj985,0.0,0.0,5176.82,739.5457142857142
pjxwzxbj986,0.0,0.0,4052.94,578.9914285714286
pjxwzxbj987,5.0,0.0,4249.04,607.0057142857142
pjxwzxbj988,0.0,0.0,4545.86,649.4085714285713
pjxwzxbj989,0.0,0.0,4718.5599999999995,674.0799999999999
pjxwzxbj990,0.0,0.0,2996.89,428.1271428571428
pjxwzxbj993,0.0,0.0,3059.01,437.0014285714286
pjxwzxbj996,1.0,0.0,3754.4,536.3428571428572
pjxwzxbj997,0.0,0.0,3274.87,467.8385714285714
pjxwzxbj998,1.0,0.0,1977.54,395.508
pjxwzxfj975,0.0,0.0,2662.16,532.432
pjxwzxfj981,0.0,0.0,0.37,0.37
pjxwzxfj984,0.0,0.0,1.34,1.34
pjxwzxkj985,6.0,0.0,2793.65,399.09285714285716
pjxwzxkj989,0.0,0.0,1555.81,222.25857142857143
pjxwzxkj991,0.0,0.0,3143.64,449.09142857142854
pjxwzxkj992,0.0,0.0,2284.16,326.3085714285714
pjxwzxkj993,8.0,0.0,2896.79,413.82714285714286
pjxwzxkj996,0.0,0.0,4421.73,631.6757142857142
pjxwzxkj998,2.0,0.0,5775.9,721.9875
pjxxxxbj901,0.0,0.0,3517.0299999999997,502.43285714285713
pjxxxxbj904,0.0,0.0,1535.43,255.905
pjxxxxbj907,0.0,0.0,1886.97,269.56714285714287
pjxxxxbj908,0.0,0.0,5301.34,757.3342857142858
pjxxxxbj910,0.0,0.0,2221.83,317.4042857142857
pjxxxxbj911,2.0,0.0,4106.48,513.31
pjxxxxbj912,0.0,0.0,4501.3,643.0428571428572
pjxxxxbj913,0.0,0.0,1685.6599999999999,210.70749999999998
pjxxxxbj914,0.0,0.0,2975.38,425.05428571428575
pjxxxxbj915,0.0,0.0,2139.12,305.5885714285714
pjxxxxbj916,0.0,0.0,1419.37,202.76714285714283
pjxxxxbj917,34.0,0.0,2870.78,410.1114285714286
pjxxxxbj921,0.0,0.0,1812.5,258.92857142857144
pjxxxxbj922,1.0,0.0,1670.01,238.57285714285715
pjxxxxbj923,0.0,0.0,5034.31,629.28875
pjxxxxbj930,0.0,0.0,1958.9,279.84285714285716
pjxxxxbj932,0.0,0.0,1424.51,203.50142857142856
pjxxxxbj933,0.0,0.0,2299.95,328.5642857142857
pjxxxxbj937,0.0,0.0,2007.09,286.72714285714284
pjxxxxbj941,0.0,0.0,4062.4,580.3428571428572
pjxxxxbj942,0.0,0.0,3013.73,430.53285714285715
pjxxxxbj943,0.0,0.0,571.83,81.69000000000001
pjxxxxbj944,0.0,0.0,1109.56,184.92666666666665
pjxxxxbj945,0.0,0.0,2402.39,343.1985714285714
pjxxxxbj953,5.0,0.0,1561.34,223.04857142857142
pjxxxxbj955,0.0,0.0,5026.54,718.0771428571428
pjxxxxbj957,0.0,0.0,1801.12,257.30285714285714
pjxxxxbj958,0.0,0.0,1325.53,189.36142857142858
pjxxxxbj963,0.0,0.0,219.74,27.4675
pjxxxxbj966,0.0,0.0,2118.88,302.69714285714286
pjxxxxbj968,0.0,0.0,1438.86,205.55142857142854
pjxxxxbj970,0.0,0.0,2266.48,323.78285714285715
pjxxxxbj975,0.0,0.0,3022.14,431.7342857142857
pjxxxxbj980,1.0,0.0,5336.05,762.2928571428572
pjxxxxbj981,0.0,0.0,3614.82,516.4028571428572
pjxxxxbj986,0.0,0.0,7203.33,900.41625
pjxxxxbj987,0.0,0.0,2160.39,308.6271428571428
pjxxxxbj988,0.0,0.0,5047.69,721.0985714285714
pjxxxxbj989,0.0,0.0,1752.18,250.3114285714286
pjxxxxbj995,0.0,0.0,2063.06,294.72285714285715
pjxxxxbj997,0.0,0.0,5225.83,746.5471428571428
pjxxztbj990,36.0,0.0,2052.2799999999997,256.53499999999997
pjxxztbj994,0.0,0.0,6114.57,1222.914
pjxxztbj995,3.0,0.0,5507.68,786.8114285714286
pjxxztbj998,0.0,0.0,1676.85,558.9499999999999
pjxxzxbj995,0.0,0.0,3192.64,638.528
pjxxzxbj998,0.0,0.0,966.51,322.17
pjxxzxkj978,3.0,0.0,6706.64,958.0914285714287
pjxxzxkj979,8.0,0.0,2591.96,370.28000000000003
pjxxzxkj981,0.0,0.0,4389.47,627.0671428571429
pjxxzxkj983,1.0,0.0,4863.3,694.7571428571429
pjxxzxkj987,0.0,0.0,4559.54,651.3628571428571
pjxxzxkj990,0.0,0.0,3601.34,514.4771428571429
pjxxzxkj991,3.0,0.0,3615.93,516.5614285714286
pjxxzxkj995,1.0,0.0,2743.71,391.9585714285714
pjxxzxkj997,38.0,0.0,2224.59,317.79857142857145
pjxxzxkj998,2.0,0.0,1106.21,158.03
pjxyqwbj001,0.0,0.0,2463.69,351.9557142857143
pjxyqwbj002,0.0,0.0,2042.92,291.8457142857143
pjxyqwbj003,0.0,0.0,1424.99,203.57
pjxyqwbj004,0.0,0.0,2131.4900000000002,304.49857142857144
pjxyqwbj006,0.0,0.0,1477.83,211.1185714285714
pjxyqwbj007,0.0,0.0,4567.5,652.5
pjxyqwbj013,0.0,0.0,1089.23,155.6042857142857
pjxyqwbj015,4.0,0.0,1464.94,209.27714285714288
pjxyqwbj016,0.0,0.0,1840.03,262.8614285714286
pjxyqwbj018,0.0,0.0,5035.78,719.3971428571429
pjxyqwbj020,0.0,0.0,7872.78,984.0975
pjxyqwbj022,0.0,0.0,4739.14,677.0200000000001
pjxyqwbj023,0.0,0.0,1293.71,184.81571428571428
pjxyqwbj027,2.0,0.0,4330.62,618.66
pjxyqwbj031,0.0,0.0,3066.94,438.13428571428574
pjxyqwbj033,0.0,0.0,1156.94,144.6175
pjxyqwbj034,0.0,0.0,1071.95,153.1357142857143
pjxyqwbj035,0.0,0.0,4457.2,636.7428571428571
pjxyqwbj036,10.0,0.0,9751.86,1218.9825
pjxyqwbj038,0.0,0.0,3812.75,544.6785714285714
pjxyqwbj041,0.0,0.0,2373.76,339.10857142857145
pjxyqwbj043,0.0,0.0,149.95,24.991666666666664
pjxyqwbj044,0.0,0.0,2089.4,298.4857142857143
pjxyqwbj046,0.0,0.0,2599.7,371.38571428571424
pjxyqwbj047,0.0,0.0,4419.45,631.35
pjxyqwbj049,0.0,0.0,3658.14,457.2675
pjxyqwbj050,0.0,0.0,2290.7200000000003,327.2457142857143
pjxyqwbj052,0.0,0.0,4344.87,620.6957142857143
pjxyqwbj053,1.0,0.0,2425.88,346.55428571428575
pjxyqwbj054,0.0,0.0,2277.65,325.37857142857143
pjxyqwbj058,0.0,0.0,2342.87,334.69571428571425
pjxyqwbj059,1.0,0.0,2168.42,309.7742857142857
pjxyqwbj061,0.0,0.0,7073.95,1010.5642857142857
pjxyqwbj062,0.0,0.0,1066.27,152.3242857142857
pjxyqwbj069,4.0,0.0,4940.04,705.72
pjxyqwbj072,26.0,0.0,1751.74,250.24857142857144
pjxyqwbj073,0.0,0.0,3439.77,491.3957142857143
pjxyqwbj077,0.0,0.0,1358.19,194.02714285714288
pjxyqwbj078,0.0,0.0,3407.45,486.7785714285714
pjxyqwbj080,0.0,0.0,5613.8,801.9714285714286
pjxyqwbj082,0.0,0.0,702.58,100.36857142857143
pjxyqwbj084,0.0,0.0,485.38,69.34
pjxyqwbj085,0.0,0.0,4535.8099999999995,647.972857142857
pjxyqwbj086,0.0,0.0,1730.12,247.16
pjxyqwbj087,0.0,0.0,1140.41,190.06833333333336
pjxyqwbj088,2.0,0.0,3077.71,439.67285714285714
pjxyqwbj089,0.0,0.0,1618.18,231.16857142857143
pjxyqwbj090,0.0,0.0,4706.08,672.2971428571428
pjxyqwbj092,0.0,0.0,3293.13,470.44714285714286
pjxyqwbj095,0.0,0.0,5363.7699999999995,766.2528571428571
pjxyqwbj098,12.0,0.0,1256.43,179.49
pjxyqwbj100,0.0,0.0,5353.42,764.7742857142857
pjxyqwbj101,0.0,0.0,1688.31,241.18714285714285
pjxyqwbj104,3.0,0.0,1770.3400000000001,252.9057142857143
pjxyqwbj108,0.0,0.0,625.37,89.33857142857143
pjxyqwbj109,1.0,0.0,1562.24,195.28
pjxyqwbj112,1.0,0.0,6269.84,895.6914285714286
pjxyqwbj116,0.0,0.0,3358.3,479.75714285714287
pjxyqwbj117,1.0,0.0,6390.7,912.9571428571428
pjxyqwbj122,2.0,0.0,2683.52,383.36
pjxyqwbj125,1.0,0.0,2426.5,303.3125
pjxyqwbj126,8.0,0.0,1858.57,265.51
pjxyqwbj129,0.0,0.0,2624.59,374.9414285714286
pjxyqwbj130,0.0,0.0,6325.96,903.7085714285714
pjxyqwbj133,0.0,0.0,788.3800000000001,112.6257142857143
pjxyqwbj139,1.0,0.0,6257.36,782.17
pjxyqwbj146,0.0,0.0,4052.59,578.9414285714286
pjxyqwbj149,0.0,0.0,3447.44,492.49142857142857
pjxyqwbj150,0.0,0.0,7633.72,954.215
pjxyqwbj153,0.0,0.0,7393.07,924.13375
pjxyqwbj154,1.0,0.0,3176.67,453.81
pjxyqwbj155,3.0,0.0,3336.21,476.6014285714286
pjxyqwbj156,0.0,0.0,367.79,52.541428571428575
pjxyqwbj158,0.0,0.0,5364.87,766.41
pjxyqwbj159,3.0,2.0,490.24,70.03428571428572
pjxyqwbj163,0.0,0.0,1925.98,275.14
pjxyqwbj164,0.0,0.0,6219.110000000001,777.3887500000001
pjxyqwbj166,0.0,0.0,2285.0,326.42857142857144
pjxyqwbj169,0.0,0.0,981.7,140.24285714285716
pjxyqwbj171,5.0,0.0,1933.28,276.18285714285713
pjxyqwbj172,0.0,0.0,2491.67,355.95285714285717
pjxyqwbj174,0.0,0.0,4768.3,681.1857142857143
pjxyqwbj181,1.0,0.0,4997.9,624.7375
pjxyqwbj185,0.0,0.0,955.99,191.198
pjxyqwbj188,0.0,0.0,397.94,56.848571428571425
pjxyqwbj190,0.0,0.0,1813.65,259.09285714285716
pjxyqwbj191,0.0,0.0,2037.87,291.1242857142857
pjxyqwbj192,1.0,0.0,2271.66,324.5228571428571
pjxyqwbj193,0.0,0.0,1709.1599999999999,213.64499999999998
pjxyqwbj197,0.0,0.0,1168.47,166.92428571428573
pjxyqwbj201,0.0,0.0,1129.92,161.41714285714286
pjxyqwbj203,0.0,0.0,1593.15,227.59285714285716
pjxyqwbj205,0.0,0.0,5747.18,821.0257142857143
pjxyqwbj207,0.0,0.0,2668.7799999999997,381.2542857142857
pjxyqwbj209,0.0,0.0,577.81,82.5442857142857
pjxyqwbj216,24.0,1.0,3048.53,435.50428571428574
pjxyqwbj219,0.0,0.0,2617.26,373.89428571428573
pjxyqwbj221,4.0,0.0,714.58,102.08285714285715
pjxyqwbj223,0.0,0.0,1651.9899999999998,235.9985714285714
pjxyqwbj224,0.0,0.0,2778.0299999999997,396.8614285714285
pjxyqwbj225,3.0,0.0,1895.76,270.8228571428571
pjxyqwbj232,3.0,0.0,3568.73,509.81857142857143
pjxyqwbj236,0.0,0.0,2274.44,324.92
pjxyqwbj237,0.0,0.0,2989.03,427.00428571428574
pjxyqwbj242,0.0,0.0,2449.94,349.99142857142857
pjxyqwbj243,0.0,0.0,3042.92,434.70285714285717
pjxyqwbj245,1.0,0.0,3916.7599999999998,559.5371428571428
pjxyqwbj248,0.0,0.0,1359.97,194.28142857142856
pjxyqwbj249,0.0,0.0,4489.75,641.3928571428571
pjxyqwbj251,0.0,0.0,5611.54,801.6485714285715
pjxyqwbj252,0.0,0.0,1773.59,253.36999999999998
pjxyqwbj253,0.0,0.0,1705.31,243.6157142857143
pjxyqwbj255,0.0,0.0,2880.16,411.45142857142855
pjxyqwbj261,2.0,0.0,1014.75,144.96428571428572
pjxyqwbj262,0.0,0.0,861.15,123.02142857142857
pjxyqwbj266,1.0,0.0,2277.93,325.4185714285714
pjxyqwbj267,0.0,0.0,1224.62,174.94571428571427
pjxyqwbj269,1.0,0.0,1370.15,228.35833333333335
pjxyqwbj272,1.0,0.0,3230.95,461.5642857142857
pjxyqwbj274,0.0,0.0,2064.01,294.85857142857145
pjxyqwbj276,0.0,0.0,2283.79,456.758
pjxyqwbj277,7.0,1.0,10802.63,1543.232857142857
pjxyqwbj278,1.0,0.0,1989.58,284.2257142857143
pjxyqwbj279,0.0,0.0,4581.42,654.4885714285714
pjxyqwbj282,1.0,0.0,1583.89,197.98625
pjxyqwbj283,1.0,0.0,1236.34,176.61999999999998
pjxyqwbj285,0.0,0.0,1157.25,165.32142857142858
pjxyqwbj288,0.0,0.0,3378.1400000000003,482.5914285714286
pjxyqwbj293,0.0,0.0,2416.16,483.23199999999997
pjxyqwbj299,0.0,0.0,2099.01,299.85857142857145
pjxyqwbj300,0.0,0.0,2269.78,324.25428571428574
pjxyqwbj301,0.0,0.0,2441.4,348.7714285714286
pjxyqwbj302,0.0,0.0,1632.76,233.25142857142856
pjxyqwbj305,0.0,0.0,1127.28,140.91
pjxyqwbj307,0.0,0.0,2426.7400000000002,346.6771428571429
pjxyqwbj309,0.0,0.0,5522.23,788.89
pjxyqwbj311,5.0,0.0,2237.9300000000003,319.70428571428573
pjxyqwbj312,1.0,0.0,2605.9700000000003,372.2814285714286
pjxyqwbj315,2.0,0.0,3763.9300000000003,537.7042857142858
pjxyqwbj316,0.0,0.0,2559.73,365.67571428571426
pjxyqwbj318,0.0,0.0,2578.92,368.4171428571429
pjxyqwbj321,1.0,0.0,4677.96,668.28
pjxyqwbj322,0.0,0.0,3698.07,528.2957142857143
pjxyqwbj325,0.0,0.0,2649.0299999999997,378.43285714285713
pjxyqwbj326,0.0,0.0,1064.8600000000001,118.31777777777779
pjxyqwbj327,0.0,0.0,2448.99,349.85571428571427
pjxyqwbj328,0.0,0.0,614.29,87.75571428571428
pjxyqwbj331,0.0,0.0,1145.9,163.70000000000002
pjxyqwbj333,0.0,0.0,1280.36,182.9085714285714
pjxyqwbj334,0.0,0.0,2760.6800000000003,394.3828571428572
pjxyqwbj336,9.0,0.0,1292.04,161.505
pjxyqwbj338,26.0,1.0,2737.14,391.02
pjxyqwbj339,0.0,0.0,1078.75,154.10714285714286
pjxyqwbj340,0.0,0.0,3476.52,496.6457142857143
pjxyqwbj341,1.0,0.0,3219.66,459.95142857142855
pjxyqwbj344,0.0,0.0,1637.43,233.91857142857143
pjxyqwbj347,0.0,0.0,1931.6,275.9428571428571
pjxyqwbj348,6.0,0.0,851.17,121.59571428571428
pjxyqwbj351,0.0,0.0,4935.7,705.1
pjxyqwbj356,0.0,0.0,2186.66,312.38
pjxyqwbj358,0.0,0.0,5660.76,808.6800000000001
