BZ(备注),XZNJ(现在年级),XB(性别),XB(性别)_含义,DWDM(院系代码),ZYDM(专业代码),BJDM(班级代码),SYDDM(生源地代码),CPXN(测评学年),CPXQ(测评学期),CPXQ(测评学期)_含义,CJF(成绩分),CJPM(成绩排名),SZF(素质分),SZFPM(素质分排名),NLF(能力分),NLFPM(能力分排名),XSPF(学生评分),BZRPF(班主任评分),FJF(附加分),ZCJ(总成绩),ZYNJPM(专业年级排名),DJ(等级),CZRQ(操作日期),CZZ(操作者),SZNLF(素质+能力分),SZNLFPM(素质+能力分排名),ZYNJRS(专业年级人数),BY1(备用1),BY2(备用2),TSTAMP(时间戳),XH(学号),PDXN(评定学年),PDXQ(评定学期),DYF(德育分),DYCJPM(德育成绩排名),ZYF(智育分),ZYCJPM(智育成绩排名),TYF(体育分),TYCJPM(体育成绩排名),ZHJNF(综合技能分),FZSZCJPM(发展素质成绩排名),QTPF(其它评分),JF(加分),JFLY(加分理由),KF(扣分),KFLY(扣分理由),ZF(总分),BJPM(班级排名),BJRS(班级人数),BJPMBL(班级排名比例),ZYPM(专业排名),ZYRS(专业人数),ZYPMBL(专业排名比例),XNZPM(学年总排名)
,2020,1,第一学期,529,2901,2005011,230000.0,2023,1,第一学期,,,,,,,,,,76.576,66,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj415,,,,,,,,,,,,,,,,,34,106,,,,,
,2020,2,第二学期,529,2901,2005011,230000.0,2023,1,第一学期,,,,,,,,,,76.261,74,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj964,,,,,,,,,,,,,,,,,38,106,,,,,
,2020,1,第一学期,529,2901,2005011,430000.0,2023,1,第一学期,,,,,,,,,,76.016,77,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj635,,,,,,,,,,,,,,,,,40,106,,,,,
,2020,1,第一学期,529,2901,2005011,510000.0,2023,1,第一学期,,,,,,,,,,75.988,79,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj554,,,,,,,,,,,,,,,,,42,106,,,,,
,2020,1,第一学期,529,2901,2005011,360000.0,2023,1,第一学期,,,,,,,,,,75.736,85,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk813,,,,,,,,,,,,,,,,,43,106,,,,,
,2020,1,第一学期,529,2901,2005011,320000.0,2023,1,第一学期,,,,,,,,,,75.512,91,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj955,,,,,,,,,,,,,,,,,45,106,,,,,
,2020,1,第一学期,529,2901,2005011,320000.0,2023,1,第一学期,,,,,,,,,,75.421,94,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj905,,,,,,,,,,,,,,,,,47,106,,,,,
,2020,1,第一学期,529,2901,2005011,350000.0,2023,1,第一学期,,,,,,,,,,75.274,99,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk674,,,,,,,,,,,,,,,,,50,106,,,,,
,2020,1,第一学期,529,2901,2005011,370000.0,2023,1,第一学期,,,,,,,,,,75.218,100,,10:10:58,rslm,,,250,,,05:32:00,pjxuqwbj678,,,,,,,,,,,,,,,,,51,106,,,,,
,2020,1,第一学期,529,2901,2005011,370000.0,2023,1,第一学期,,,,,,,,,,75.078,104,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj018,,,,,,,,,,,,,,,,,53,106,,,,,
,2020,1,第一学期,529,2901,2005011,150000.0,2023,1,第一学期,,,,,,,,,,75.057,105,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj739,,,,,,,,,,,,,,,,,54,106,,,,,
,2020,1,第一学期,529,2901,2005011,340000.0,2023,1,第一学期,,,,,,,,,,74.945,109,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk863,,,,,,,,,,,,,,,,,57,106,,,,,
,2020,2,第二学期,529,2901,2005011,150000.0,2023,1,第一学期,,,,,,,,,,74.637,121,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj788,,,,,,,,,,,,,,,,,62,106,,,,,
,2020,2,第二学期,529,2901,2005011,340000.0,2023,1,第一学期,,,,,,,,,,74.504,123,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk923,,,,,,,,,,,,,,,,,63,106,,,,,
,2020,1,第一学期,529,2901,2005011,520000.0,2023,1,第一学期,,,,,,,,,,74.427,125,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk767,,,,,,,,,,,,,,,,,65,106,,,,,
,2020,1,第一学期,529,2901,2005011,450000.0,2023,1,第一学期,,,,,,,,,,74.224,128,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj969,,,,,,,,,,,,,,,,,66,106,,,,,
,2020,1,第一学期,529,2901,2005011,150000.0,2023,1,第一学期,,,,,,,,,,74.175,129,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj761,,,,,,,,,,,,,,,,,67,106,,,,,
,2020,1,第一学期,529,2901,2005011,340000.0,2023,1,第一学期,,,,,,,,,,74.175,129,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk915,,,,,,,,,,,,,,,,,67,106,,,,,
,2020,2,第二学期,529,2901,2005011,610000.0,2023,1,第一学期,,,,,,,,,,73.776,139,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj628,,,,,,,,,,,,,,,,,70,106,,,,,
,2020,1,第一学期,529,2901,2005011,410000.0,2023,1,第一学期,,,,,,,,,,72.978,157,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj452,,,,,,,,,,,,,,,,,77,106,,,,,
,2020,1,第一学期,529,2901,2005011,350000.0,2023,1,第一学期,,,,,,,,,,72.873,161,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk669,,,,,,,,,,,,,,,,,79,106,,,,,
,2020,1,第一学期,529,2901,2005011,610000.0,2023,1,第一学期,,,,,,,,,,72.635,163,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj633,,,,,,,,,,,,,,,,,80,106,,,,,
,2020,1,第一学期,529,2901,2005011,410000.0,2023,1,第一学期,,,,,,,,,,72.112,169,,10:10:58,rslm,,,250,,,05:32:00,pjwtqxbj988,,,,,,,,,,,,,,,,,81,106,,,,,
,2020,1,第一学期,529,2901,2005011,450000.0,2023,1,第一学期,,,,,,,,,,71.69,173,,10:10:58,rslm,,,250,,,05:32:00,pjxtzxbj997,,,,,,,,,,,,,,,,,82,106,,,,,
,2020,1,第一学期,529,2901,2005011,430000.0,2023,1,第一学期,,,,,,,,,,71.506,178,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk703,,,,,,,,,,,,,,,,,83,106,,,,,
,2020,1,第一学期,529,2901,2005011,520000.0,2023,1,第一学期,,,,,,,,,,71.445,180,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk779,,,,,,,,,,,,,,,,,84,106,,,,,
,2020,1,第一学期,529,2901,2005011,370000.0,2023,1,第一学期,,,,,,,,,,70.339,191,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj007,,,,,,,,,,,,,,,,,88,106,,,,,
,2020,1,第一学期,529,2901,2005011,140000.0,2023,1,第一学期,,,,,,,,,,69.142,196,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj327,,,,,,,,,,,,,,,,,89,106,,,,,
,2020,1,第一学期,529,2901,2005011,540000.0,2023,1,第一学期,,,,,,,,,,67.539,204,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk733,,,,,,,,,,,,,,,,,90,106,,,,,
,2020,1,第一学期,529,2901,2005011,330000.0,2023,1,第一学期,,,,,,,,,,56.248,212,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj192,,,,,,,,,,,,,,,,,91,106,,,,,
,2020,1,第一学期,529,2901,2005011,640000.0,2023,1,第一学期,,,,,,,,,,55.524,215,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj271,,,,,,,,,,,,,,,,,93,106,,,,,
,2020,1,第一学期,529,2901,2005011,230000.0,2023,1,第一学期,,,,,,,,,,54.943,217,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj412,,,,,,,,,,,,,,,,,94,106,,,,,
,2020,1,第一学期,529,2901,2005011,430000.0,2023,1,第一学期,,,,,,,,,,54.859,218,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk700,,,,,,,,,,,,,,,,,95,106,,,,,
,2020,1,第一学期,529,2901,2005011,440000.0,2023,1,第一学期,,,,,,,,,,51.327,231,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj645,,,,,,,,,,,,,,,,,98,106,,,,,
,2020,1,第一学期,529,2901,2005011,360000.0,2023,1,第一学期,,,,,,,,,,49.973,235,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk823,,,,,,,,,,,,,,,,,100,106,,,,,
,2020,1,第一学期,529,2901,2005012,510000.0,2023,1,第一学期,,,,,,,,,,82.555,6,,10:10:58,rslm,,,250,,,05:32:00,pjwtqxbj935,,,,,,,,,,,,,,,,,3,110,,,,,
,2020,1,第一学期,529,2901,2005012,130000.0,2023,1,第一学期,,,,,,,,,,81.331,11,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk506,,,,,,,,,,,,,,,,,4,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,80.986,12,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk160,,,,,,,,,,,,,,,,,5,110,,,,,
,2020,1,第一学期,529,2901,2005012,140000.0,2023,1,第一学期,,,,,,,,,,80.461,14,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj370,,,,,,,,,,,,,,,,,6,110,,,,,
,2020,2,第二学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,79.621,22,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl827,,,,,,,,,,,,,,,,,8,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,79.59,24,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl797,,,,,,,,,,,,,,,,,9,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,78.414,36,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk182,,,,,,,,,,,,,,,,,12,110,,,,,
,2020,2,第二学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,77.906,41,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk231,,,,,,,,,,,,,,,,,13,110,,,,,
,2020,1,第一学期,529,2901,2005012,130000.0,2023,1,第一学期,,,,,,,,,,77.767,44,,10:10:58,rslm,,,250,,,05:32:00,pjwtqxbj998,,,,,,,,,,,,,,,,,14,110,,,,,
,2020,2,第二学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,77.582,45,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl815,,,,,,,,,,,,,,,,,15,110,,,,,
,2020,1,第一学期,529,2901,2005012,620000.0,2023,1,第一学期,,,,,,,,,,77.276,52,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk592,,,,,,,,,,,,,,,,,17,110,,,,,
,2020,2,第二学期,529,2901,2005012,130000.0,2023,1,第一学期,,,,,,,,,,77.171,53,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk525,,,,,,,,,,,,,,,,,18,110,,,,,
,2020,2,第二学期,529,2901,2005012,650000.0,2023,1,第一学期,,,,,,,,,,76.788,61,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl701,,,,,,,,,,,,,,,,,20,110,,,,,
,2020,1,第一学期,529,2901,2005012,210000.0,2023,1,第一学期,,,,,,,,,,76.485,69,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk434,,,,,,,,,,,,,,,,,23,110,,,,,
,2020,2,第二学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,75.918,82,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk218,,,,,,,,,,,,,,,,,28,110,,,,,
,2020,2,第二学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,75.743,84,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl989,,,,,,,,,,,,,,,,,29,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,75.645,86,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk005,,,,,,,,,,,,,,,,,30,110,,,,,
,2020,1,第一学期,529,2901,2005012,630000.0,2023,1,第一学期,,,,,,,,,,75.603,88,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk297,,,,,,,,,,,,,,,,,31,110,,,,,
,2020,2,第二学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,75.582,89,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk230,,,,,,,,,,,,,,,,,32,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,74.924,110,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk068,,,,,,,,,,,,,,,,,35,110,,,,,
,2020,2,第二学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,74.742,116,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk036,,,,,,,,,,,,,,,,,39,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,74.721,118,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl955,,,,,,,,,,,,,,,,,40,110,,,,,
,2020,1,第一学期,529,2901,2005012,650000.0,2023,1,第一学期,,,,,,,,,,74.665,120,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl684,,,,,,,,,,,,,,,,,41,110,,,,,
,2020,1,第一学期,529,2901,2005012,220000.0,2023,1,第一学期,,,,,,,,,,74.525,122,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl774,,,,,,,,,,,,,,,,,42,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,74.357,126,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl965,,,,,,,,,,,,,,,,,43,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,74.336,127,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk098,,,,,,,,,,,,,,,,,44,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,74.084,132,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk150,,,,,,,,,,,,,,,,,46,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,74.021,134,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl921,,,,,,,,,,,,,,,,,47,110,,,,,
,2020,1,第一学期,529,2901,2005012,630000.0,2023,1,第一学期,,,,,,,,,,73.86,138,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk302,,,,,,,,,,,,,,,,,50,110,,,,,
,2020,1,第一学期,529,2901,2005012,620000.0,2023,1,第一学期,,,,,,,,,,73.503,146,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk594,,,,,,,,,,,,,,,,,52,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,73.482,147,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk039,,,,,,,,,,,,,,,,,53,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,73.379,150,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl826,,,,,,,,,,,,,,,,,54,110,,,,,
,2020,1,第一学期,529,2901,2005012,620000.0,2023,1,第一学期,,,,,,,,,,73.076,153,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk609,,,,,,,,,,,,,,,,,56,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,73.076,153,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl847,,,,,,,,,,,,,,,,,56,110,,,,,
,2020,2,第二学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,72.53,165,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl945,,,,,,,,,,,,,,,,,62,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,72.236,167,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl789,,,,,,,,,,,,,,,,,64,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,71.928,170,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl993,,,,,,,,,,,,,,,,,66,110,,,,,
,2020,1,第一学期,529,2901,2005012,420000.0,2023,1,第一学期,,,,,,,,,,71.746,172,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk343,,,,,,,,,,,,,,,,,68,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,71.606,176,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl992,,,,,,,,,,,,,,,,,70,110,,,,,
,2020,1,第一学期,529,2901,2005012,510000.0,2023,1,第一学期,,,,,,,,,,71.564,177,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk403,,,,,,,,,,,,,,,,,71,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,70.976,185,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl878,,,,,,,,,,,,,,,,,73,110,,,,,
,2020,1,第一学期,529,2901,2005012,350000.0,2023,1,第一学期,,,,,,,,,,70.094,192,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk632,,,,,,,,,,,,,,,,,76,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,70.003,193,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk195,,,,,,,,,,,,,,,,,77,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,69.345,195,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk015,,,,,,,,,,,,,,,,,78,110,,,,,
,2020,1,第一学期,529,2901,2005012,420000.0,2023,1,第一学期,,,,,,,,,,69.142,196,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk346,,,,,,,,,,,,,,,,,79,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,69.132,198,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk166,,,,,,,,,,,,,,,,,80,110,,,,,
,2020,1,第一学期,529,2901,2005012,510000.0,2023,1,第一学期,,,,,,,,,,68.918,200,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk389,,,,,,,,,,,,,,,,,82,110,,,,,
,2020,1,第一学期,529,2901,2005012,610000.0,2023,1,第一学期,,,,,,,,,,68.512,201,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl843,,,,,,,,,,,,,,,,,83,110,,,,,
,2020,1,第一学期,529,2901,2005012,620000.0,2023,1,第一学期,,,,,,,,,,68.512,201,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk582,,,,,,,,,,,,,,,,,83,110,,,,,
,2020,1,第一学期,529,2901,2005012,130000.0,2023,1,第一学期,,,,,,,,,,68.491,203,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk497,,,,,,,,,,,,,,,,,85,110,,,,,
,2020,1,第一学期,529,2901,2005012,460000.0,2023,1,第一学期,,,,,,,,,,63.772,207,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk572,,,,,,,,,,,,,,,,,88,110,,,,,
,2020,2,第二学期,529,2901,2005012,370000.0,2023,1,第一学期,,,,,,,,,,61.509,209,,10:10:58,rslm,,,250,,,05:32:00,pjwtqxbj972,,,,,,,,,,,,,,,,,89,110,,,,,
,2020,1,第一学期,529,2901,2005012,340000.0,2023,1,第一学期,,,,,,,,,,54.761,220,,10:10:58,rslm,,,250,,,05:32:00,pjxuqwbj658,,,,,,,,,,,,,,,,,92,110,,,,,
,2020,1,第一学期,529,2901,2005012,650000.0,2023,1,第一学期,,,,,,,,,,54.642,222,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl686,,,,,,,,,,,,,,,,,94,110,,,,,
,2020,1,第一学期,529,2901,2005012,130000.0,2023,1,第一学期,,,,,,,,,,53.399,227,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk468,,,,,,,,,,,,,,,,,97,110,,,,,
,2020,1,第一学期,529,2901,2005012,130000.0,2023,1,第一学期,,,,,,,,,,49.143,236,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk460,,,,,,,,,,,,,,,,,102,110,,,,,
,2020,1,第一学期,529,2901,2005018,410000.0,2023,1,第一学期,,,,,,,,,,80.048,20,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj478,,,,,,,,,,,,,,,,,1,7,,,,,
,2020,1,第一学期,529,2901,2005018,130000.0,2023,1,第一学期,,,,,,,,,,78.746,32,,10:10:58,rslm,,,250,,,05:32:00,pjxsqxbj984,,,,,,,,,,,,,,,,,2,7,,,,,
,2020,1,第一学期,529,2901,2005018,130000.0,2023,1,第一学期,,,,,,,,,,75.792,83,,10:10:58,rslm,,,250,,,05:32:00,pjxuqwbj564,,,,,,,,,,,,,,,,,3,7,,,,,
,2020,1,第一学期,529,2901,2005018,640000.0,2023,1,第一学期,,,,,,,,,,75.386,95,,10:10:58,rslm,,,250,,,05:32:00,pjxuqwbj766,,,,,,,,,,,,,,,,,4,7,,,,,
,2020,1,第一学期,529,2901,2005018,610000.0,2023,1,第一学期,,,,,,,,,,52.591,229,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk253,,,,,,,,,,,,,,,,,7,7,,,,,
,2020,1,第一学期,529,2901,2005019,370000.0,2023,1,第一学期,,,,,,,,,,79.614,23,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj043,,,,,,,,,,,,,,,,,4,27,,,,,
,2020,2,第二学期,529,2901,2005019,410000.0,2023,1,第一学期,,,,,,,,,,79.313,28,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj522,,,,,,,,,,,,,,,,,5,27,,,,,
,2020,1,第一学期,529,2901,2005019,410000.0,2023,1,第一学期,,,,,,,,,,77.554,46,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj541,,,,,,,,,,,,,,,,,6,27,,,,,
,2020,2,第二学期,529,2901,2005019,340000.0,2023,1,第一学期,,,,,,,,,,76.976,55,,10:10:58,rslm,,,250,,,05:32:00,pjxuqwbj663,,,,,,,,,,,,,,,,,8,27,,,,,
,2020,2,第二学期,529,2901,2005019,130000.0,2023,1,第一学期,,,,,,,,,,76.803,60,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk531,,,,,,,,,,,,,,,,,9,27,,,,,
,2020,1,第一学期,529,2901,2005019,610000.0,2023,1,第一学期,,,,,,,,,,76.051,76,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj630,,,,,,,,,,,,,,,,,10,27,,,,,
,2020,1,第一学期,529,2901,2005019,140000.0,2023,1,第一学期,,,,,,,,,,75.487,92,,10:10:58,rslm,,,250,,,05:32:00,pjxyqwbj621,,,,,,,,,,,,,,,,,11,27,,,,,
,2020,1,第一学期,529,2901,2005019,340000.0,2023,1,第一学期,,,,,,,,,,75.095,102,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk941,,,,,,,,,,,,,,,,,12,27,,,,,
,2020,1,第一学期,529,2901,2005019,430000.0,2023,1,第一学期,,,,,,,,,,74.077,133,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk720,,,,,,,,,,,,,,,,,14,27,,,,,
,2020,2,第二学期,529,2901,2005019,520000.0,2023,1,第一学期,,,,,,,,,,73.412,149,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbj928,,,,,,,,,,,,,,,,,17,27,,,,,
,2020,1,第一学期,529,2901,2005019,210000.0,2023,1,第一学期,,,,,,,,,,71.473,179,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk442,,,,,,,,,,,,,,,,,19,27,,,,,
,2020,1,第一学期,529,2901,2005019,650000.0,2023,1,第一学期,,,,,,,,,,70.787,188,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbl724,,,,,,,,,,,,,,,,,21,27,,,,,
,2020,1,第一学期,529,2901,2005019,130000.0,2023,1,第一学期,,,,,,,,,,69.985,194,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk556,,,,,,,,,,,,,,,,,23,27,,,,,
,2020,1,第一学期,529,2901,2005019,430000.0,2023,1,第一学期,,,,,,,,,,63.661,208,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk722,,,,,,,,,,,,,,,,,24,27,,,,,
,2020,1,第一学期,529,2901,2005019,620000.0,2023,1,第一学期,,,,,,,,,,57.526,211,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk604,,,,,,,,,,,,,,,,,26,27,,,,,
,2020,1,第一学期,529,2901,2005019,130000.0,2023,1,第一学期,,,,,,,,,,54.824,219,,10:10:58,rslm,,,250,,,05:32:00,pjxyqxbk454,,,,,,,,,,,,,,,,,27,27,,,,,
,2020,1,第一学期,529,2902,2005031,320000.0,2023,1,第一学期,,,,,,,,,,76.275,6,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbj921,,,,,,,,,,,,,,,,,6,62,,,,,
,2020,2,第二学期,529,2902,2005031,460000.0,2023,1,第一学期,,,,,,,,,,75.869,7,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbk566,,,,,,,,,,,,,,,,,7,62,,,,,
,2020,1,第一学期,529,2902,2005031,630000.0,2023,1,第一学期,,,,,,,,,,75.337,9,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbk298,,,,,,,,,,,,,,,,,9,62,,,,,
,2020,1,第一学期,529,2902,2005031,610000.0,2023,1,第一学期,,,,,,,,,,74.287,12,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbl817,,,,,,,,,,,,,,,,,12,62,,,,,
,2020,1,第一学期,529,2902,2005031,360000.0,2023,1,第一学期,,,,,,,,,,73.871,13,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbk825,,,,,,,,,,,,,,,,,13,62,,,,,
,2020,1,第一学期,529,2902,2005031,410000.0,2023,1,第一学期,,,,,,,,,,73.727,14,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbj984,,,,,,,,,,,,,,,,,14,62,,,,,
,2020,1,第一学期,529,2902,2005031,120000.0,2023,1,第一学期,,,,,,,,,,73.678,15,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbj102,,,,,,,,,,,,,,,,,15,62,,,,,
,2020,2,第二学期,529,2902,2005031,610000.0,2023,1,第一学期,,,,,,,,,,73.678,15,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbj626,,,,,,,,,,,,,,,,,15,62,,,,,
,2020,1,第一学期,529,2902,2005031,610000.0,2023,1,第一学期,,,,,,,,,,72.663,20,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbl906,,,,,,,,,,,,,,,,,20,62,,,,,
,2020,1,第一学期,529,2902,2005031,530000.0,2023,1,第一学期,,,,,,,,,,72.194,24,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbj067,,,,,,,,,,,,,,,,,24,62,,,,,
,2020,1,第一学期,529,2902,2005031,630000.0,2023,1,第一学期,,,,,,,,,,71.235,26,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbk294,,,,,,,,,,,,,,,,,26,62,,,,,
,2020,1,第一学期,529,2902,2005031,610000.0,2023,1,第一学期,,,,,,,,,,71.116,27,,10:10:58,rslm,,,62,,,05:32:00,pjxyqxbl869,,,,,,,,,,,,,,,,,27,62,,,,,
